--
-- author: haosun
   [75558] = "「塞巴斯丁做的都是世间美味！塞巴斯丁是这个世界上最伟大的厨师！塞巴斯丁要把美丽高贵的人全部碾成肉酱混着灵魂一起吃下去！」",
   [75559] = "「就像塞巴斯丁以前做的那样！把公羊切成块和蟾蜍一起煮汤！把整只母羊塞到马肚子里烧烤！把小羊剁成肉饼沾着泥水慢煎！」",
   [75560] = "「塞巴斯丁要吃掉你们的肉，喝掉你们的血，再把你们的灵魂塞到肚子里，吃得干干净净！」",
   [75561] = "「他要发动攻击了，准备迎战！」",
   [75570] = "「安娜，一会儿小心他的武器，那上面沾满邪恶的力量。」",
   [75580] = "「导师大人请放心！我已经有足够的实战经验了，肯定能应付的！」",
   [75590] = "……就是因为你这么自信才让我更加担心啊。",
   [75600] = "5-1《厨师·塞巴斯丁》战后对话",
   [75601] = "名为塞巴斯丁的锁怨亡灵凄厉地嚎叫着，即将死去的他忽然转身向着阴影里扑去。",
   [75610] = "「安娜，阻止他！」",
   [75620] = "「嗯？哦哦，好嘞导师大人！」",
   [75630] = "少女追击上去，利落地向锁怨亡灵挥击，凄惨的哀嚎戛然而止，高大的低等恶魔化作满是血腥臭气的黑烟消散了。",
   [75640] = "「导、导师大人！」",
   [75641] = "「这里有一条链子，拴着好多人啊！！」",
   [75642] = "「嗯？」",
   [75643] = "我带着其他人快步上前，走进逐渐消散的阴影，这才看清安娜刚才说的是什么。",
   [75644] = "「他们不是人，而是灵魂。这条链子是腐魂链，会腐蚀这些灵魂并将他们锁住。」",
   [75645] = "「估计是被刚才的锁怨亡灵当作了储备粮一类的存在了吧。」",
   [75646] = "「原来如此……如果刚才导师大人没有追击的话，那个锁怨亡灵就会将他们吞噬掉补充自己的能量了吧。」",
   [75647] = "「应该就是这样了。」",
   [75648] = "「一般来说，恶魔都喜欢直接吞噬刚从人类体内抽出的灵魂，不过有一些恶魔口味特殊，就喜欢吃这种有部分腐化的灵魂。」",
   [75649] = "「打个比方，就像喜欢吃鲜鱼和腌鱼一样。」",
   [75650] = "「导师大人别说啦！我一点胃口都没了……」",
   [75651] = "「可惜，这些灵魂已经有部分被腐化了。」",
   [75652] = "「导师大人……！没办法救救他们吗？」",
   [75653] = "「对啊对啊！！导师大人，我们连他们也没办法救吗？」",
   [75654] = "「……唔。」",
   [75655] = "「或许可以尝试在这里开启一道治愈结界，将失去意念的灵魂聚拢在结界内。」",
   [75656] = "「只是被腐化部分的灵魂还是可以被净化的，只要灵魂本体没有受到毁灭性的伤害。」",
   [75657] = "「导师大人！请您救救他们！我也会竭尽我所能协助您的。」",
   [75658] = "「……好吧。」",
   [75659] = "「首先试试在法阵的中央洒一些圣水，有助于驱散怨气，净化灵魂。」",
   [75660] = "「好的。」",
   [75661] = "「哇，导师大人懂得真多！」",
   [75670] = "「这些灵魂都不同程度地被腐化了，圣水……会不会伤到他们。」",
   [75680] = "「不会，只要注意用纯银之物把中央区域划分出来，灵魂便不会与圣水有直接碰触。」",
   [75690] = "「这些知识导师大人是从哪里看来的？玛丽大人怎么从来没有教过。」",
   [75700] = "选择1：如实回答。",
   [75710] = "这些知识就仿佛印刻在脑海，至于具体从何而来…",
   [75720] = "「我也想不起来了，兴许是在哪本古老的书中见过。怎么？安娜你也有兴趣吗？」",
   [75730] = "选择2：藏敛心事。",
   [75740] = "「兴许是她还没有教到这里吧。」",
   [75750] = "「安娜如果感兴趣，等回去以后，可以请她多教些法阵知识。」",
   [75760] = "「她纯属一时兴起，回去了一定又是天天躺在床上，根本不会花时间研究这些。」",
   [75770] = "「躺在床上就不能看书了吗？」",
   [75780] = "「你哪次躺在床上不是直接睡过去？考试前也总是说去床上继续复习，抱着书睡觉还差不多。」",
   [75781] = "「那只是偶尔才会有的情况而已！你不要乱污蔑我！」",
   [75782] = "「哼哼，到底有没有污蔑，大家心里都清楚得很喵~~」",
   [75783] = "眼见一人一猫又开始剑拔弩张起来，出声打断。",
   [75784] = "「离目的地应该不远了，现在比起吵架不是有更重要的事么——快走吧。」",
   [75790] = "5-2 《走失的男孩》战前对话",
   [75800] = "「沿这条路走，很快就能到达最高耀堂！」",
   [75810] = "「也能找到我们想要的答案——」",
   [75820] = "「嗯，海因里希大人方才就在看这个方向。」",
   [75830] = "「无论如何，耀皇既然是圣摩拉的庇佑者，深渊之力席卷全城，他必然知道些什么。」",
   [75840] = "逐渐临近城市中心，破败的旗帜在寒风里飘扬舞动，四周的阴沉气息显得愈发浓重。",
   [75850] = "继续前进的途中，一辆侧翻的马车偶然闯入视线，堵在路的中央。",
   [75860] = "车窗玻璃碎裂开，散落一地，几束已经枯萎的玫瑰花破败地掉在石路上。蔷薇团长率先走了过去，蹲下身探查了一番。",
   [75870] = "「这是耀堂的车架。」",
   [75880] = "「耀堂……难道是——诵诗班？」",
   [75890] = "「（好奇地向前凑去，仔细搜索蛛丝马迹）喵喵喵？」",
   [75930] = "「（跟着黑猫一起凑了过去）什么诵诗班？？？」",
   [75940] = "女仆骑士正要回答，便被一阵哭声打断。",
   [75950] = "「奥德莉夫人，尤恩先生，你们去哪里了，呜呜呜呜。」",
   [75960] = "「这里好黑，我害怕，我想回去，我知道错了……」",
   [75970] = "「好像是……一个小男孩在哭？难道是和家人走散了——」",
   [75980] = "「（抬起爪子指向远处）好像声音是从那边传来的。」",
   [75990] = "「啊~~~我们过去看看吧？？听起来好像遇到了麻烦呢——」",
   [76000] = "选择1：摩拉现在处处危机，要格外留意，当心陷阱。",
   [76010] = "「大家小心一些，可能是深渊制造的幻术，未必是真的孩子。」",
   [76020] = "「我过去看看，安娜，你留在这里保护导师大人。」",
   [76040] = "「我和你一起，注意左右两侧，可能会有埋伏。」",
   [76050] = "选择2：看样子，这辆马车是在去耀堂的路上遭遇了什么。",
   [76060] = "「如果真有幸存的孩子，我们应该尽可能给予帮助。」",
   [76070] = "「嗯，导师大人说得有道理，我先过去查看一下情况，你们在这里等着，前方可能有危险。」",
   [76080] = "「这条路上杂草丛生，右侧有一片小树林，隐秘的地方太多，邪恶之力或许会趁虚而入。我们一起。」",
   [76090] = "路边的光线忽明忽暗，甚至看不清是什么东西发出的。",
   [76091] = "天空中飘起了白色的颗粒，如雪如尘埃，带着死气堆积在大地之上。",
   [76092] = "「这是……雪？」",
   [76093] = "「不，这是因大量死亡而形成的异象……看来这附近的情况，要比外面糟糕的多。」",
   [76094] = "「声音，就是从这里传来的。」",
   [76100] = "「妈妈……我想要妈妈。」",
   [76110] = "「奥德莉夫人说过，她会带我找到妈妈的。」",
   [76120] = "「他并非活人——而是迷失的灵魂。」",
   [76130] = "「灵、灵魂。」",
   [76140] = "「骗子，你们都是骗子！你们答应过我的！！！！！！！！！！！」",
   [76150] = "瘦小身影蜷缩在路边，虽然仍旧有清晰的孩童形态，但五官轮廓都是模糊的。",
   [76160] = "「你们都是坏人。妈妈以前说过的，陌生人都是骗子！！！！」",
   [76170] = "「他的灵魂受到过很强的刺激，已经失去理智和部分记忆。」",
   [76180] = "「看来诵诗班是在去耀堂的途中遭遇了什么。」",
   [76190] = "「你们一直在说的诵诗班是……？」",
   [76200] = "「每个月的最后一天，耀皇会派遣车马，将一些孩子接到圣摩拉最大的耀堂，从他们之中选出几名有音乐天赋的进行培养。」",
   [76210] = "「刚才的马车上的徽章，就是耀堂专用的标志。」",
   [76220] = "「而他所说的奥德莉夫人，是诵诗班的教师，也是大耀堂中的一名执誓。」",
   [76230] = "「奥德莉夫人也是骗子！」",
   [76240] = "「不好，男孩的灵魂很不稳定，可能会——」",
   [76250] = "数十米高的建筑被铺天盖地的狂风瞬间掀翻，轰然倒下，朝几人砸来。",
   [76260] = "「他现在攻击性很强。孩童的灵魂一旦暴起，力量无法估计……而且他还受到过深渊之力的腐蚀。」",
   [76270] = "四周的树木和野草剧烈晃动着，倒在路旁的马车被一股无形的力量抬了起来。",
   [76280] = "「看来只能先将他的灵魂锁住，稳住后再试试能否净化。」",
   [76290] = "5-2 《走失的男孩》战后对话",
   [76300] = "（周身黑雾褪散，真实面目逐渐显现）「我不是坏孩子……我不是坏孩子……」",
   [76310] = "清冷的微光打在孩童身上，稚嫩面孔中满是慌乱和委屈。",
   [76320] = "「妈妈，别离开我，我以后会听话的。」",
   [76330] = "「孩子，你叫什么名字，家住在哪里？」",
   [76340] = "「我叫汤姆。我已经……已经没有家了。」",
   [76350] = "「虽然奥德莉夫人说孤儿院是我的新家，可是那里没有妈妈。」",
   [76360] = "「没有妈妈的地方……怎能算是家。」",
   [76370] = "「导师大人，净化阵法的力量有限，我们没有办法让他恢复完整记忆。」",
   [76380] = "「这个孩子的记忆应该停留在死亡的一个月前。」",
   [76390] = "「所以……无法查明死因，只知道他似乎是个孤儿。」",
   [76400] = "「我不是孤儿！！！！妈妈会回来的！！！！」",
   [76410] = "「奥德莉夫人说，妈妈只是有重要的事情要办，所以才去了很遥远的地方。」",
   [76420] = "「奥德莉夫人是照顾你的执誓么？」",
   [76430] = "「是的！！她说，只要能把新歌学好，妈妈听到后，就会来接我的！！」",
   [76440] = "「妈妈说过，不管发生什么事情，她都会和我在一起。」",
   [76450] = "「那你的爸爸去了哪里？」",
   [76460] = "「爸爸……妈妈说，爸爸是坏人。妈妈说，不可以相信男人，男人都是坏的。」",
   [76470] = "「喵？？小朋友，你好像也是男孩子喵？」",
   [76480] = "安娜忙伸手捂住猫嘴。",
   [76490] = "「他们说我是荡妇的儿子，他们都不喜欢我。」",
   [76500] = "「我不想待在诵诗班，我不想学唱歌了。」",
   [76510] = "「我要和妈妈在一起，不要待在孤儿院里。」",
   [76520] = "「他们不明白，你们都不明白！！！！！！！！！！！」",
   [76530] = "偶然看到希贝尔的神情中偶然划过一丝异样，但很快又平复下去。",
   [76540] = "「你所能记得的最后一件事是什么？你还记不记得，自己为什么被送去了孤儿院。」",
   [76550] = "「奥德莉夫人让我专心学习唱歌，她说如果能留在诵诗班，妈妈就会来接我~~~~」",
   [76560] = "「我已经等了一个月~~~」",
   [76570] = "「一个月，难道是说他的灵魂已经在这里一个月了？」",
   [76580] = "「应该不是这个意思。因为深渊之力的侵蚀，他的灵魂和记忆都是残缺不全。」",
   [76590] = "「如果放任不管，他始终是个隐患。」",
   [76600] = "「欸，为什么他的力量会这么强？」",
   [76610] = "「因为孩童的灵魂十分纯净，所以信念本就比一般人更强。」",
   [76620] = "「如果这种信念被深渊之力控制和腐蚀，力量更是会成倍增长。」",
   [76630] = "「能不能暂时将他锁在这里，等过段时间，再想办法将他的灵魂送入轮回。」",
   [76640] = "「不行，如果他再被深渊之力操控，后果不堪设想。」",
   [76650] = "「而且他的灵魂已经残缺……无法复原了，也无法再进入轮回。」",
   [76660] = "「……」",
   [76661] = "「没办法了，送这孩子——安息吧。」",
   [76670] = "「是……」",
   [76680] = "「以风之力，助尔安息。」",
   [76690] = "5-4 《司辉·艾伦》战前对话",
   [76700] = "一道雷电划破夜空，圣摩拉瞬间亮如白昼，却又很快回归暗色。",
   [76710] = "乌云密布，连月光也在下一刻消失。",
   [76720] = "紧接着又传来无数声震耳欲聋的轰鸣，远处几束光线忽明忽暗。",
   [76730] = "隔着建筑群外的小树林，依稀能看清大耀堂的尖顶，而所有电闪雷鸣围绕着那里扩散开来。",
   [76740] = "「耀堂那边有两股力量在交战！而且好像越来越激烈了喵。」",
   [76750] = "「哎呀，神使的一方太弱了！！」",
   [76760] = "「隔着这么远也能分辨出交战双方的身份么？？？」",
   [76770] = "「当然，这就是实战积累出来的经验。神使的力量是很特殊的，不管距离多远我都能感受出来喵~」",
   [76780] = "「你就是一只小猫咪，哪里来的实战经验——在夜莺森林的时候也没见你跟其他猫打架啊？」",
   [76790] = "听着一人一猫的交谈有些哭笑不得，同时也开始觉得安利丝实在有太多不同寻常之处。",
   [76800] = "「神使的力量源于对神的信仰，与深渊之力自然有着明显的差异。」",
   [76810] = "「后者偶尔也能伪装自己蒙混过关。不过安利丝说得没错，前面确实有神使的气息。」",
   [76820] = "「可是神使为什么会在耀堂的方向？难道是来实施天罚么？」",
   [76830] = "「我能肯定，这位神使的力量还不足以启动天罚。」",
   [76840] = "「看起来是普通的交战，而且，天罚一般需要很多神使同时降临。」",
   [76850] = "「从交锋来看，前面的几股力量中，只有一个源于神使。」",
   [76860] = "「启动天罚需要很强大的力量？」",
   [76861] = "「不然你以为像下场雨那么简单吗？」",
   [76870] = "「起码得是高阶神使，因为只有他们才能直接借用神之力。」",
   [76880] = "「而这个神使看起来只是普通的守护神使，借用的还是信仰的力量。」",
   [76890] = "「作为一只猫，你会不会知道的太多了——」",
   [76900] = "「难道……」",
   [76910] = "「喵喵喵，别瞎想！这些都是书里的知识。」",
   [76920] = "「笨蛋安娜，平时吃完小蛋糕不要马上去睡觉，多看几本魔法书。」",
   [76930] = "「我还没说完怎么就是瞎想了？我只是想说，难道你是想帮我补习功课才看了那么多书？」",
   [76940] = "「安利丝，虽然我很感动，但是真的不用这样督促我的功课。」",
   [76950] = "「知道得那么多有什么用，打架才是最快最合理的解决办法~~~」",
   [76960] = "「……严格来说，辨别对手的实力，也是实战中很重要的一部分。」",
   [76970] = "「那、那个……导师大人，我的意思是，这些知识，知道一点就好了……也不用所有都知道嘛。」",
   [76980] = "「再说，不是还有您在旁边指导么？在实践中学习印象更深刻~~」",
   [76990] = "无奈地摇了摇头。",
   [77000] = "安娜这样，真让人有些放心不下。",
   [77010] = "不过这夜莺森林的猫不是普通的猫……有他跟在安娜身边多少会好一些。",
   [77020] = "……不知道下次带只狗进夜莺森林，会不会也能说话还爱看书呢？",
   [77030] = "「快到了，交战的两股力量就在正前方。」",
   [77040] = "「神使身边好像还有一个人，似乎是受了伤。」",
   [77050] = "「……等等。那个神使是在保护她！」",
   [77060] = "（快走几步凑得近了一些）「下面那个人影有些眼熟，好像在哪里见过……」",
   [77070] = "「是黛西！」",
   [77080] = "「啊！我记起来了，就是在城里遇到的那位圣女！！」",
   [77090] = "「你退后一点——我来帮你解决那个恶心的家伙！」",
   [77100] = "「退下。神庭不需要魔女多管闲事。」",
   [77110] = "「翅膀很好看，但是战力却不怎么样嘛~~」",
   [77120] = "「打败一具腐化的尸体都这么难，居然还不愿意接受别人的帮助。」",
   [77121] = "「我明白啦，原来神使也是有自尊心的。没事没事，魔女帮助过神使这件事我是绝对不会说出去的！」",
   [77130] = "「为了保护圣女的安危，我不能施展全力。」",
   [77140] = "「快把圣女带走，你们留在这里只会给我增加负担。不要添乱。」",
   [77150] = "「谁给谁添乱还不一定呢！」",
   [77160] = "「你这翅膀太大太碍事了，能不能收一收，小心被我的镰刀割到——」",
   [77170] = "「无知的魔女，神使的荣光之翼是战斗的助力。」",
   [77180] = "「阿尔莎，现在不是吵架的时候。而且他们是来帮忙的……」",
   [77190] = "「……是，圣女大人。」",
   [77200] = "「看在圣女的面子上，我不与你计较。」",
   [77210] = "「你们圣女说得没错，我们可是来帮忙的，你应该对我客气一点。」",
   [77220] = "「安娜，敌人就在眼前，不要分心。」",
   [77230] = "「只是被腐化的尸体嘛~不难解决。」",
   [77240] = "「实战中最忌轻敌。不要再争了，邪恶的力量十分狡猾，千万不要因为别的事情分心。」",
   [77250] = "「嗯嗯，我知道了导师大人，放心吧！都包在我身上。」",
   [77260] = "「……」",
   [77270] = "怎么感觉越来越难以放心了……",
   [77280] = "「这具腐化的尸体……我认得。」",
   [77290] = "「可是他应该早在猎巫战争开始前就死去了，怎么会在这时被深渊之力操控？」",
   [77300] = "「难道深渊之力已经渗透进圣摩拉的每个角落？」",
   [77310] = "「恐怕没有那么简单，这里不止一个敌人。」",
   [77320] = "（抬起手指向墓地的方向）「那边！有人在刻意将已经入葬的尸体挖出来。」",
   [77330] = "白色墓碑大小不一，但基本或多或少都有精细雕刻。",
   [77340] = "有些石碑上甚至还有尚未完全枯萎的鲜花，只是有个别几处坟墓已经被外力打开。",
   [77350] = "黑影不断辗转于墓碑之间，手中似乎还拿着什么特殊工具，看形态……并不是剑。",
   [77360] = "「他在掘墓。」",
   [77370] = "「啊？这是什么奇怪的癖好？！！」",
   [77380] = "「也许并不是癖好。死去多年的尸身，虽然无法用来汲取怨气，但是偶尔可以用邪术召回他们的灵魂。」",
   [77390] = "「这样的灵魂更易于操控，并且在吞噬过程中不会有丝毫反抗。」",
   [77400] = "「操纵灵魂……所以这家伙是恶魔？还是邪恶的术士？」",
   [77410] = "「选择1：很像恶魔。」",
   [77420] = "「他身上的邪恶气息……与深渊的恶魔同出一源。」",
   [77430] = "「选择2：应该是人类。」",
   [77440] = "「他身上的邪恶气息几乎掩盖了他曾为人类的气息……」",
   [77450] = "「但他确实是人类。」",
   [77460] = "「无论他是谁，盗取尸体就是不可原谅的。」",
   [77470] = "「本大人最痛恨盗墓行为了！」",
   [77480] = "「哈哈哈。盗墓？你想得也太简单了。」",
   [77490] = "「那种低贱的事情，我可不稀罕做。」",
   [77500] = "「这声音……是艾伦大人？」",
   [77510] = "「嗯？你是何人，竟然能认得出我。」",
   [77520] = "「是当年那位叛逃的，艾伦司辉？」",
   [77530] = "「叛逃？哈哈哈哈……你们以为我是叛逃？罢了，谎言和真相总是由胜利者掌控。」",
   [77540] = "「不过这个胜利者，终究也沦为了失败者。」",
   [77550] = "「你这是……什么意思。」",
   [77560] = "「表面意思，看你们的打扮应该是骑士团的，这点理解能力都没有？」",
   [77570] = "「看看圣摩拉在他的统治下变成了什么样子。」",
   [77580] = "「曾经多么辉煌的圣摩拉，如今却被恶魔占据。他不是说过他有能力带领他的人民过上更好的生活吗？」",
   [77590] = "「耀皇大人也曾努力过……」",
   [77600] = "「呵，这就是他努力的成果？」",
   [77610] = "「我早就说过，圣摩拉不应该由一个人一个耀会独揽大权，如果由我们耀会掌权，圣摩拉绝不会变成现在的样子。」",
   [77620] = "（看向莎莉丝特小声询问）「他原来不是跟罗德里戈一个耀会的啊？」",
   [77630] = "「他是……<color=#F9642AFF>庄严耀会</color>的司辉大人。<color=#F9642AFF>庄严耀会</color>，是当年与耀皇持对立意见的耀会。」",
   [77640] = "「当年耀皇上位后不久，庄严耀会的司辉便突然失踪了。与他一并失踪的，还有庄严耀会的几十个信从。」",
   [77650] = "「嗯，我记得这件事。因为司辉一职身兼要务，耀皇派了许多人想要寻回他。」",
   [77660] = "「不过后来……派去找人的骑士死伤无数。最终有一人来报，艾伦司辉信奉了恶魔。」",
   [77670] = "「寻回我？我看他是想杀了我以绝后患。你们不会觉得他是什么大好人吧。」",
   [77680] = "莎莉丝特欲言又止，陷入沉默。",
   [77690] = "「哦……我想起来了。你是当年的魔女之一。」",
   [77700] = "「尊敬的耀皇大人那样赶尽杀绝，你们还要效忠于他。真是难得可贵的品质啊。」",
   [77710] = "「我们并非为耀皇，而是为圣摩拉的平民。」",
   [77720] = "「艾伦司辉，请让死者安息，停止你的行为。」",
   [77730] = "「我要做的事，哪轮得到小小的魔女来管？！」",
   [77740] = "「那便得罪了。」",
   [77750] = "5-4 《司辉·艾伦》战后对话",
   [77760] = "「这司辉力气好大！！」",
   [77770] = "「想必他吞噬过不少灵魂。」",
   [77780] = "「当年骑士团曾经奉命寻找司辉，我们也只见过他的画像。」",
   [77790] = "「那他说的赶尽杀绝……是什么意思？？」",
   [77800] = "「是猎巫战争。」",
   [77810] = "「与其说是一次战争，不如称之为一次屠杀行动。」",
   [77820] = "「在那次行动中，圣摩拉境内的魔女基本都被抓了起来，起初耀皇只下令将魔女关一阵子。」",
   [77830] = "「可后来……」",
   [77840] = "「后来赶尽杀绝，许多魔女在一夜之间被活活烧死。」",
   [77850] = "「天呐……太惨了吧。」",
   [77860] = "「那是一段不堪回首的往事，也是我们不再效忠耀皇的原因。」",
   [77870] = "「早在罗德里戈成为耀皇之前，艾伦司辉便与他政见不合。」",
   [77880] = "「所以在猎巫战争开始后，也曾经有魔女希望将他找回，由他统治圣摩拉。」",
   [77890] = "「只是没想到……时过境迁，他如今竟是这般模样。」",
   [77900] = "「他变成现在这副模样……恐怕是他自己的选择。」",
   [77910] = "「导师大人是有什么发现吗？」",
   [77920] = "「嗯。」",
   [77930] = "「在你们刚刚战斗时，我仔细观察了那位艾伦司辉。」",
   [77940] = "「我发现，他身上的邪恶气息……甚至比海因里希的还要强。」",
   [77950] = "「如此强烈的气息，只有直接与恶魔进行交易的人才能做到。」",
   [77960] = "「这不可能吧？？」",
   [77970] = "「难道他才是……」",
   [77980] = "「不，不是，艾伦司辉应该是最近才回圣摩拉的，不然圣摩拉的骑士团不可能一直找不到他。」",
   [77990] = "「而圣摩拉的堕落……已经持续很久了。」",
   [78000] = "「有太多的疑惑等待揭开……我要去找耀皇大人问清楚。」",
   [78010] = "5-6 《寄生》战前对话",
   [78020] = "宏伟高大的耀堂宛如一座屹立不倒的石像，庄严神圣地镇守着圣摩拉的核心区域。",
   [78030] = "即便一路走来无处不是一派破败模样，这里却依然维持着最初的华丽与光鲜。",
   [78040] = "大理石柱上雕刻着几行古老的咒语，向里走去，前厅虽然空无一人，却灯火通明。",
   [78050] = "四周并没有打斗的痕迹，一切陈设都摆放整齐。",
   [78060] = "「这里好像也没什么危险嘛~~~~~」",
   [78070] = "「还是小心一些，我感觉远没有看上去的这么简单。」",
   [78080] = "「呵，魔女可真胆小。」",
   [78090] = "「不知道是谁~~~刚刚拖了半天不敢进来。神使的胆子也没大到哪去啊！！哼~~~~」",
   [78100] = "「那是为了圣女的安危，不能贸然行事。」",
   [78110] = "「嘛嘛~~~又是圣女圣女~~~~」",
   [78111] = "「自己家的信从在被腐化，现在连搞破坏的源头都还没查清，就只想着保护圣女——」",
   [78120] = "「我看呐——你只是害怕任务失败被神庭责罚，并不是真心想要帮助别人！」",
   [78130] = "眼看阿尔莎面色越来越难看，还是赶紧阻止这无端的嘴仗吧……",
   [78150] = "「前方还有太多未知的危险，专心一些，不要把注意力花在争吵上。」",
   [78160] = "「虽然我们与神庭立场不同，但目的是一致的。」",
   [78161] = "「神使，若要挽救圣摩拉，我们必须齐心协力。」",
   [78170] = "阿尔莎听后若有所思，与安娜短暂对视一眼，便陷入沉默。",
   [78180] = "世界终于清静了。",
   [78190] = "前方的走廊一望无尽，虽然两侧有油灯将路照亮，但还是很难看到远处究竟有些什么。",
   [78200] = "恶魔也许就隐藏在某个角落。",
   [78210] = "「走了这么久，为什么一个人都没有？难道大耀堂是空的……」",
   [78220] = "「从未见过这里如此冷清……」",
   [78230] = "「当年每次奉命拜访耀皇，都能见到排成长队的信从争相祈祷。这里，曾经是圣摩拉最辉煌的地方。」",
   [78240] = "「三年前或许还如你所说。」",
   [78250] = "「我们已经太久没有来过圣摩拉，这三年到底发生了什么？」",
   [78300] = "「这三年……」",
   [78301] = "圣女看着众人好奇的眼神——",
   [78302] = "「可说来话长了——」",
   [78303] = "「没事没事！我们最喜欢听故事了~~~~圣女姐姐，你说你说~~~」",
   [78304] = "看着积极的双马尾魔女，黛西点点头继续了这段陈述。",
   [78305] = "「嗯，那就还要从猎巫行动说起……」",
   [78310] = "「那场猎巫战争的确令耀皇在圣摩拉获得了极高的声誉，一时之间无数人成了他的信从。」",
   [78320] = "「其实早在猎巫战争之前，就有不少人类因无知而惧怕力量，诋毁魔女。」",
   [78330] = "「耀皇的举动极大程度上满足了这些人的愿望，也就随即得到了他们的支持。」",
   [78340] = "「嗯，这样的仇恨也许并不是突如其来，只是我们一直没有察觉。」",
   [78350] = "「至少没能察觉人类对魔女的仇恨已经严重到那个地步。」",
   [78360] = "「耀皇的信从遍布圣摩拉的每个角落，甚至连邻邦小国都时常有信奉者前来拜访。」",
   [78370] = "「可不知为何，耀会中突然流传出耀皇大人不再受那位大人赐福的消息。」",
   [78380] = "「至此，耀堂的信从就开始越来越少。」",
   [78390] = "「人们开始不再相信耀皇的力量，也不再相信他能给圣摩拉带来庇佑。」",
   [78400] = "「看来海因里希大人没有欺骗我们——」",
   [78410] = "「只是我实在没有想到，人们的信仰会在这么短的时间有如此大的变化。」",
   [78420] = "「嗯？你们见过海因里希大人了？他在哪里，怎么样了？」",
   [78430] = "「大人，他、他……」",
   [78440] = "「为了延续耀会的辉煌，巩固耀皇的势力，海因里希与恶魔做了交易。」",
   [78450] = "「只有这样，才能帮助耀皇得到更强大的力量。然而这样做也恰恰导致了圣摩拉的沦陷。」",
   [78460] = "「和恶魔做了交易……那他……」",
   [78470] = "「我们找到的时候，他已经被深渊之力腐化。只是强撑着神志，并与我们说明了这一切。」",
   [78480] = "「那就还有挽回的余地？我可以试试看，他人还在骑士团吗？」",
   [78490] = "「他已经……」",
   [78510] = "「他……拦住了我们的去路，不允许任何人来到耀堂。」",
   [78520] = "「并与我们拼死一战——」",
   [78530] = "「所以——」",
   [78540] = "虽然话未说完，但言外之意已经很清楚，圣女眼中浮现出深深的哀伤。",
   [78550] = "「……愿神指引他的归途，不入歧路，归于光明。」",
   [78560] = "黛西双手合十，虔诚地为海因里希进行了祷告。",
   [78561] = "没有人打断黛西的祷告，直到她颂唱完毕——",
   [78570] = "「我认为海因里希大人没有说实话。」",
   [78580] = "「恶魔之力的源头绝对不是骑士团，更不是海因里希。这其中恐怕……」",
   [78590] = "「不是海因里希大人？那难道是——」",
   [78591] = "「吼！！！」",
   [78600] = "「有敌人——戒备！」",
   [78610] = "5-6 《寄生》战后对话",
   [78620] = "「居然连耀会的信从都被腐化了。」",
   [78630] = "「不，这次不是腐化，而是被恶魔占据了躯体。」",
   [78640] = "「难道就是这个东西导致了整个圣摩拉的腐化？」",
   [78650] = "「不是它。我能感知到，在更深的地方……存在更可怕的气息。」",
   [78660] = "「那是邪恶之本，魔王彼列——也不过如此了吧！」",
   [78670] = "「难道这里还有更强大的恶魔？」",
   [78680] = "「竟然是你们？！！」",
   [78690] = "正当众人猜测时，一个算不上友好的声音突兀地响起。这声音，甚至有些熟悉……",
   [78700] = "5-8 《背叛者·赫莎》战前对话",
   [78710] = "「夜莺森林的魔女居然敢来这儿，真是不知天高地厚——」",
   [78720] = "「我们为什么不敢来这里？我们到圣摩拉可是来救你们的！！」",
   [78730] = "「拯救？呵，区区初生魔女，大言不惭——」",
   [78740] = "「圣摩拉不需要你们拯救。玛丽派你们来是送死的吧！」",
   [78750] = "「什么初生魔女，我已经跟随玛丽大人好几年了！我可是非常厉害的！」",
   [78760] = "「现在什么人都能当魔女了吗？玛丽连选魔女的眼光变差了——」",
   [78770] = "「无论多差，主人至少不会再允许夜莺森林出现叛徒——赫莎。」",
   [78780] = "在莎莉丝特提及叛徒这个字眼时，赫莎的表情微不可察地凝滞了一瞬。",
   [78790] = "「哼，是她先抛弃的我，我也只是还施彼身！」",
   [78800] = "「玛丽大人不容你污蔑——」",
   [78810] = "「她绝不可能抛弃任何一个魔女！！」",
   [78820] = "「真是忠心耿耿的小家伙呢~~~」",
   [78830] = "「可惜，为这样的人卖命，哪怕最后魂飞魄散，永堕深渊，都不会得到任何怜悯和拯救——」",
   [78840] = "「你、你胡说！玛丽大人从不放弃任何一个魔女！！！从不！！」",
   [78850] = "「不放弃？哈哈哈哈哈——笑话！！」",
   [78860] = "「当年，我领命入世帮助人类。她承诺，危险之时呼唤其名，便可得救。」",
   [78870] = "「可后来呢，炙火燎身，烟没鼻息，我一遍一遍地用尽最后的力气呼唤她的名字，可结果——」",
   [78880] = "「哈哈哈，我只看到了近在咫尺的死亡。」",
   [78890] = "「玛丽大人不会见死不救的，她一定是被什么事耽误了！」",
   [78900] = "「耽误？笑话！！！」",
   [78910] = "「她这般无所不能的人物能被什么耽误，棋子……不，弃子而已，不值得回应和保护——」",
   [78920] = "「别怪我没有提醒你们，尽早离开那个女人，否则，你们的结局会比我更可悲——」",
   [78930] = "「我不信。玛丽大人是世上最好的人，当年要不是她救了我，恐怕我早就死在不知道什么地方了……」",
   [78940] = "「这其中一定有误会，你不能这样轻易地就怀疑玛丽大人，你应该当面问问她——」",
