id,显示掉落,可能掉落显示专用,掉落1,掉落2,掉落3,掉落4,掉落5,掉落6,掉落7,掉落8,掉落9,掉落10
104051,4&1000001&1640&0|4&1000099&6&0|4&4200001&5&0|4&4200001&7&0,-1,4&1000001&1640&1640&10000,4&1000099&6&6&10000,4&4200001&5&5&10000,4&4200001&7&7&10000,-1,-1,-1,-1,-1,-1
104061,4&1000001&1660&0|4&1000099&6&0|4&4200001&5&0|4&4200001&7&0,-1,4&1000001&1660&1660&10000,4&1000099&6&6&10000,4&4200001&5&5&10000,4&4200001&7&7&10000,-1,-1,-1,-1,-1,-1
104071,4&1000001&1680&0|4&1000099&6&0|4&4200001&5&0|4&4200001&7&0|3&7770211&1&2,-1,4&1000001&1680&1680&10000,4&1000099&6&6&10000,4&4200001&5&5&10000,4&4200001&7&7&10000,3&7770211&1&1&10000,-1,-1,-1,-1,-1
104081,4&1000001&1700&0|4&1000099&6&0|4&4200001&5&0|4&4200001&7&0|3&7770212&1&2,-1,4&1000001&1700&1700&10000,4&1000099&6&6&10000,4&4200001&5&5&10000,4&4200001&7&7&10000,3&7770212&1&1&10000,-1,-1,-1,-1,-1
204011,-1,4&1000001&2960&0|4&1000099&8&0|4&4200001&4&0|4&4300001&31&1|4&4301001&31&1|4&4300002&8&1|4&4301002&8&1|4&4200001&6&2|4&9000103&3&2,4&1000001&2960&2960&10000,4&1000099&8&8&10000,4&4200001&4&4&10000,-1,-1,4&4300001&31&31&5000|4&4301001&31&31&5000,4&4300002&8&8&5000|4&4301002&8&8&5000,4&4200001&6&6&10000,4&9000103&3&3&10000,-1
204021,-1,4&1000001&3000&0|4&1000099&8&0|4&4200001&4&0|4&4302001&31&1|4&4303001&31&1|4&4302002&8&1|4&4303002&8&1|4&4200001&6&2|4&9000203&3&2,4&1000001&3000&3000&10000,4&1000099&8&8&10000,4&4200001&4&4&10000,-1,-1,4&4302001&31&31&5000|4&4303001&31&31&5000,4&4302002&8&8&5000|4&4303002&8&8&5000,4&4200001&6&6&10000,4&9000203&3&3&10000,-1
204031,-1,4&1000001&3040&0|4&1000099&8&0|4&4200001&4&0|4&4304001&31&1|4&4305001&31&1|4&4304002&8&1|4&4305002&8&1|4&4200001&6&2|4&9000303&3&2,4&1000001&3040&3040&10000,4&1000099&8&8&10000,4&4200001&4&4&10000,-1,-1,4&4304001&31&31&5000|4&4305001&31&31&5000,4&4304002&8&8&5000|4&4305002&8&8&5000,4&4200001&6&6&10000,4&9000303&3&3&10000,-1
204041,-1,4&1000001&3080&0|4&1000099&8&0|4&4200001&4&0|4&9000103&3&0|4&9000102&2&0|4&4200001&6&2|4&9000103&3&2,4&1000001&3080&3080&10000,4&1000099&8&8&10000,4&4200001&4&4&10000,4&9000103&3&3&10000,4&9000102&2&2&10000,-1,-1,4&4200001&6&6&10000,4&9000103&3&3&10000,-1
204051,-1,4&1000001&3120&0|4&1000099&8&0|4&4200001&4&0|4&9000203&3&0|4&9000202&2&0|4&4200001&6&2|4&9000203&3&2,4&1000001&3120&3120&10000,4&1000099&8&8&10000,4&4200001&4&4&10000,4&9000203&3&3&10000,4&9000202&2&2&10000,-1,-1,4&4200001&6&6&10000,4&9000203&3&3&10000,-1
204061,-1,4&1000001&3160&0|4&1000099&8&0|4&4200001&4&0|4&9000303&3&0|4&9000302&2&0|4&4200001&6&2|4&9000303&3&2,4&1000001&3160&3160&10000,4&1000099&8&8&10000,4&4200001&4&4&10000,4&9000303&3&3&10000,4&9000302&2&2&10000,-1,-1,4&4200001&6&6&10000,4&9000303&3&3&10000,-1
204071,-1,4&1000001&3200&0|4&1000099&8&0|4&4200001&4&0|4&4901001&5&1|4&4200001&6&2|4&9000103&3&2,4&1000001&3200&3200&10000,4&1000099&8&8&10000,4&4200001&4&4&10000,-1,4&4901001&5&5&10000,-1,-1,4&4200001&6&6&10000,4&9000103&3&3&10000,-1
204081,-1,4&1000001&3240&0|4&1000099&8&0|4&4200001&4&0|4&4901002&5&1|4&4200001&6&2|4&9000203&3&2,4&1000001&3240&3240&10000,4&1000099&8&8&10000,4&4200001&4&4&10000,-1,4&4901002&5&5&10000,-1,-1,4&4200001&6&6&10000,4&9000203&3&3&10000,-1
105011,4&1000001&1720&0|4&1000099&6&0|4&4200001&6&0|4&4200001&8&0|3&7770213&1&2|3&7770214&1&2,-1,4&1000001&1720&1720&10000,4&1000099&6&6&10000,4&4200001&6&6&10000,4&4200001&8&8&10000,3&7770213&1&1&10000,3&7770214&1&1&10000,-1,-1,-1,-1
105021,4&1000001&1740&0|4&1000099&6&0|4&4200001&6&0|4&4200001&8&0|3&7770215&1&2|3&7770216&1&2,-1,4&1000001&1740&1740&10000,4&1000099&6&6&10000,4&4200001&6&6&10000,4&4200001&8&8&10000,3&7770215&1&1&10000,3&7770216&1&1&10000,-1,-1,-1,-1
105031,4&1000001&1760&0|4&1000099&6&0|4&4200001&6&0|4&4200001&8&0|3&7770511&1&2,-1,4&1000001&1760&1760&10000,4&1000099&6&6&10000,4&4200001&6&6&10000,4&4200001&8&8&10000,3&7770511&1&1&10000,-1,-1,-1,-1,-1
105041,4&1000001&1780&0|4&1000099&6&0|4&4200001&6&0|4&4200001&8&0|3&7770512&1&2,-1,4&1000001&1780&1780&10000,4&1000099&6&6&10000,4&4200001&6&6&10000,4&4200001&8&8&10000,3&7770512&1&1&10000,-1,-1,-1,-1,-1
105051,4&1000001&1800&0|4&1000099&6&0|4&4200001&6&0|4&4200001&8&0|3&7770513&1&2|3&7770514&1&2,-1,4&1000001&1800&1800&10000,4&1000099&6&6&10000,4&4200001&6&6&10000,4&4200001&8&8&10000,3&7770513&1&1&10000,3&7770514&1&1&10000,-1,-1,-1,-1
105061,4&1000001&1820&0|4&1000099&6&0|4&4200001&6&0|4&4200001&8&0|3&7770515&1&2|3&7770516&1&2,-1,4&1000001&1820&1820&10000,4&1000099&6&6&10000,4&4200001&6&6&10000,4&4200001&8&8&10000,3&7770515&1&1&10000,3&7770516&1&1&10000,-1,-1,-1,-1
105071,4&1000001&1840&0|4&1000099&6&0|4&4200001&6&0|4&4200001&8&0|3&7770111&1&2,-1,4&1000001&1840&1840&10000,4&1000099&6&6&10000,4&4200001&6&6&10000,4&4200001&8&8&10000,3&7770111&1&1&10000,-1,-1,-1,-1,-1
105081,4&1000001&1860&0|4&1000099&6&0|4&4200001&6&0|4&4200001&8&0|3&7770112&1&2,-1,4&1000001&1860&1860&10000,4&1000099&6&6&10000,4&4200001&6&6&10000,4&4200001&8&8&10000,3&7770112&1&1&10000,-1,-1,-1,-1,-1
205011,-1,4&1000001&3280&0|4&1000099&8&0|4&4200001&4&0|4&4901003&5&1|4&4200001&6&2|4&9000303&3&2,4&1000001&3280&3280&10000,4&1000099&8&8&10000,4&4200001&4&4&10000,-1,4&4901003&5&5&10000,-1,-1,4&4200001&6&6&10000,4&9000303&3&3&10000,-1
205021,-1,4&1000001&3320&0|4&1000099&8&0|4&4200001&4&0|4&4300001&31&1|4&4301001&31&1|4&4300002&8&1|4&4301002&8&1|4&4200001&6&2|4&9000103&3&2,4&1000001&3320&3320&10000,4&1000099&8&8&10000,4&4200001&4&4&10000,-1,-1,4&4300001&31&31&5000|4&4301001&31&31&5000,4&4300002&8&8&5000|4&4301002&8&8&5000,4&4200001&6&6&10000,4&9000103&3&3&10000,-1
205031,-1,4&1000001&3360&0|4&1000099&8&0|4&4200001&4&0|4&4302001&31&1|4&4303001&31&1|4&4302002&8&1|4&4303002&8&1|4&4200001&6&2|4&9000203&3&2,4&1000001&3360&3360&10000,4&1000099&8&8&10000,4&4200001&4&4&10000,-1,-1,4&4302001&31&31&5000|4&4303001&31&31&5000,4&4302002&8&8&5000|4&4303002&8&8&5000,4&4200001&6&6&10000,4&9000203&3&3&10000,-1
205041,-1,4&1000001&3400&0|4&1000099&8&0|4&4200001&4&0|4&4304001&31&1|4&4305001&31&1|4&4304002&8&1|4&4305002&8&1|4&4200001&6&2|4&9000303&3&2,4&1000001&3400&3400&10000,4&1000099&8&8&10000,4&4200001&4&4&10000,-1,-1,4&4304001&31&31&5000|4&4305001&31&31&5000,4&4304002&8&8&5000|4&4305002&8&8&5000,4&4200001&6&6&10000,4&9000303&3&3&10000,-1
205051,-1,4&1000001&3440&0|4&1000099&8&0|4&4200001&4&0|4&9000103&3&0|4&9000102&2&0|4&4200001&6&2|4&9000103&3&2,4&1000001&3440&3440&10000,4&1000099&8&8&10000,4&4200001&4&4&10000,4&9000103&3&3&10000,4&9000102&2&2&10000,-1,-1,4&4200001&6&6&10000,4&9000103&3&3&10000,-1
205061,-1,4&1000001&3480&0|4&1000099&8&0|4&4200001&4&0|4&9000203&3&0|4&9000202&2&0|4&4200001&6&2|4&9000203&3&2,4&1000001&3480&3480&10000,4&1000099&8&8&10000,4&4200001&4&4&10000,4&9000203&3&3&10000,4&9000202&2&2&10000,-1,-1,4&4200001&6&6&10000,4&9000203&3&3&10000,-1
205071,-1,4&1000001&3520&0|4&1000099&8&0|4&4200001&4&0|4&9000303&3&0|4&9000302&2&0|4&4200001&6&2|4&9000303&3&2,4&1000001&3520&3520&10000,4&1000099&8&8&10000,4&4200001&4&4&10000,4&9000303&3&3&10000,4&9000302&2&2&10000,-1,-1,4&4200001&6&6&10000,4&9000303&3&3&10000,-1
205081,-1,4&1000001&3560&0|4&1000099&8&0|4&4200001&4&0|4&4901001&5&1|4&4200001&6&2|4&9000103&3&2,4&1000001&3560&3560&10000,4&1000099&8&8&10000,4&4200001&4&4&10000,-1,4&4901001&5&5&10000,-1,-1,4&4200001&6&6&10000,4&9000103&3&3&10000,-1
106011,4&1000001&1880&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0|3&7770113&1&2|3&7770114&1&2,-1,4&1000001&1880&1880&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,3&7770113&1&1&10000,3&7770114&1&1&10000,-1,-1,-1,-1
106021,4&1000001&1900&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0|3&7770115&1&2|3&7770116&1&2,-1,4&1000001&1900&1900&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,3&7770115&1&1&10000,3&7770116&1&1&10000,-1,-1,-1,-1
106031,4&1000001&1920&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&1920&1920&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
106041,4&1000001&1940&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&1940&1940&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
106051,4&1000001&1960&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&1960&1960&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
106061,4&1000001&1980&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&1980&1980&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
106071,4&1000001&2000&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&2000&2000&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
106081,4&1000001&2020&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&2020&2020&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
206011,-1,4&1000001&3600&0|4&1000099&8&0|4&4200001&5&0|4&4901002&5&1|4&4200001&7&2|4&9000203&3&2,4&1000001&3600&3600&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,-1,4&4901002&5&5&10000,-1,-1,4&4200001&7&7&10000,4&9000203&3&3&10000,-1
206021,-1,4&1000001&3640&0|4&1000099&8&0|4&4200001&5&0|4&4901003&5&1|4&4200001&7&2|4&9000303&3&2,4&1000001&3640&3640&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,-1,4&4901003&5&5&10000,-1,-1,4&4200001&7&7&10000,4&9000303&3&3&10000,-1
206031,-1,4&1000001&3680&0|4&1000099&8&0|4&4200001&5&0|4&4300001&31&1|4&4301001&31&1|4&4300002&8&1|4&4301002&8&1|4&4200001&7&2|4&9000103&3&2,4&1000001&3680&3680&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,-1,-1,4&4300001&31&31&5000|4&4301001&31&31&5000,4&4300002&8&8&5000|4&4301002&8&8&5000,4&4200001&7&7&10000,4&9000103&3&3&10000,-1
206041,-1,4&1000001&3720&0|4&1000099&8&0|4&4200001&5&0|4&4302001&31&1|4&4303001&31&1|4&4302002&8&1|4&4303002&8&1|4&4200001&7&2|4&9000203&3&2,4&1000001&3720&3720&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,-1,-1,4&4302001&31&31&5000|4&4303001&31&31&5000,4&4302002&8&8&5000|4&4303002&8&8&5000,4&4200001&7&7&10000,4&9000203&3&3&10000,-1
206051,-1,4&1000001&3760&0|4&1000099&8&0|4&4200001&5&0|4&4304001&31&1|4&4305001&31&1|4&4304002&8&1|4&4305002&8&1|4&4200001&7&2|4&9000303&3&2,4&1000001&3760&3760&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,-1,-1,4&4304001&31&31&5000|4&4305001&31&31&5000,4&4304002&8&8&5000|4&4305002&8&8&5000,4&4200001&7&7&10000,4&9000303&3&3&10000,-1
206061,-1,4&1000001&3800&0|4&1000099&8&0|4&4200001&5&0|4&9000104&2&0|4&9000103&2&0|4&4200001&7&2|4&9000104&2&2,4&1000001&3800&3800&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,4&9000104&2&2&10000,4&9000103&2&2&10000,-1,-1,4&4200001&7&7&10000,4&9000104&2&2&10000,-1
206071,-1,4&1000001&3840&0|4&1000099&8&0|4&4200001&5&0|4&9000204&2&0|4&9000203&2&0|4&4200001&7&2|4&9000204&2&2,4&1000001&3840&3840&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,4&9000204&2&2&10000,4&9000203&2&2&10000,-1,-1,4&4200001&7&7&10000,4&9000204&2&2&10000,-1
206081,-1,4&1000001&3880&0|4&1000099&8&0|4&4200001&5&0|4&9000304&2&0|4&9000303&2&0|4&4200001&7&2|4&9000304&2&2,4&1000001&3880&3880&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,4&9000304&2&2&10000,4&9000303&2&2&10000,-1,-1,4&4200001&7&7&10000,4&9000304&2&2&10000,-1
107011,4&1000001&2040&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&2040&2040&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
107021,4&1000001&2060&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&2060&2060&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
107031,4&1000001&2080&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&2080&2080&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
107041,4&1000001&2100&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&2100&2100&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
107051,4&1000001&2120&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&2120&2120&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
107061,4&1000001&2140&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&2140&2140&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
107071,4&1000001&2160&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&2160&2160&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
107081,4&1000001&2180&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&2180&2180&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
207011,-1,4&1000001&3920&0|4&1000099&8&0|4&4200001&5&0|4&4901001&5&1|4&4200001&7&2|4&9000104&2&2,4&1000001&3920&3920&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,-1,4&4901001&5&5&10000,-1,-1,4&4200001&7&7&10000,4&9000104&2&2&10000,-1
207021,-1,4&1000001&3960&0|4&1000099&8&0|4&4200001&5&0|4&4901002&5&1|4&4200001&7&2|4&9000204&2&2,4&1000001&3960&3960&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,-1,4&4901002&5&5&10000,-1,-1,4&4200001&7&7&10000,4&9000204&2&2&10000,-1
207031,-1,4&1000001&4000&0|4&1000099&8&0|4&4200001&5&0|4&4901003&5&1|4&4200001&7&2|4&9000304&2&2,4&1000001&4000&4000&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,-1,4&4901003&5&5&10000,-1,-1,4&4200001&7&7&10000,4&9000304&2&2&10000,-1
207041,-1,4&1000001&4040&0|4&1000099&8&0|4&4200001&5&0|4&4300001&31&1|4&4301001&31&1|4&4300002&8&1|4&4301002&8&1|4&4200001&7&2|4&9000104&2&2,4&1000001&4040&4040&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,-1,-1,4&4300001&31&31&5000|4&4301001&31&31&5000,4&4300002&8&8&5000|4&4301002&8&8&5000,4&4200001&7&7&10000,4&9000104&2&2&10000,-1
207051,-1,4&1000001&4080&0|4&1000099&8&0|4&4200001&5&0|4&4302001&31&1|4&4303001&31&1|4&4302002&8&1|4&4303002&8&1|4&4200001&7&2|4&9000204&2&2,4&1000001&4080&4080&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,-1,-1,4&4302001&31&31&5000|4&4303001&31&31&5000,4&4302002&8&8&5000|4&4303002&8&8&5000,4&4200001&7&7&10000,4&9000204&2&2&10000,-1
207061,-1,4&1000001&4120&0|4&1000099&8&0|4&4200001&5&0|4&4304001&31&1|4&4305001&31&1|4&4304002&8&1|4&4305002&8&1|4&4200001&7&2|4&9000304&2&2,4&1000001&4120&4120&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,-1,-1,4&4304001&31&31&5000|4&4305001&31&31&5000,4&4304002&8&8&5000|4&4305002&8&8&5000,4&4200001&7&7&10000,4&9000304&2&2&10000,-1
207071,-1,4&1000001&4160&0|4&1000099&8&0|4&4200001&5&0|4&9000104&2&0|4&9000103&2&0|4&4200001&7&2|4&9000104&2&2,4&1000001&4160&4160&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,4&9000104&2&2&10000,4&9000103&2&2&10000,-1,-1,4&4200001&7&7&10000,4&9000104&2&2&10000,-1
207081,-1,4&1000001&4200&0|4&1000099&8&0|4&4200001&5&0|4&9000204&2&0|4&9000203&2&0|4&4200001&7&2|4&9000204&2&2,4&1000001&4200&4200&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,4&9000204&2&2&10000,4&9000203&2&2&10000,-1,-1,4&4200001&7&7&10000,4&9000204&2&2&10000,-1
108011,4&1000001&2200&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&2200&2200&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
108021,4&1000001&2220&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&2220&2220&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
108031,4&1000001&2240&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&2240&2240&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
108041,4&1000001&2260&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&2260&2260&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
108051,4&1000001&2280&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&2280&2280&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
108061,4&1000001&2300&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&2300&2300&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
108071,4&1000001&2320&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&2320&2320&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
108081,4&1000001&2340&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&2340&2340&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
208011,-1,4&1000001&4240&0|4&1000099&8&0|4&4200001&5&0|4&9000304&2&0|4&9000303&2&0|4&4200001&7&2|4&9000304&2&2,4&1000001&4240&4240&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,4&9000304&2&2&10000,4&9000303&2&2&10000,-1,-1,4&4200001&7&7&10000,4&9000304&2&2&10000,-1
208021,-1,4&1000001&4280&0|4&1000099&8&0|4&4200001&5&0|4&4901001&5&1|4&4200001&7&2|4&9000104&2&2,4&1000001&4280&4280&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,-1,4&4901001&5&5&10000,-1,-1,4&4200001&7&7&10000,4&9000104&2&2&10000,-1
208031,-1,4&1000001&4320&0|4&1000099&8&0|4&4200001&5&0|4&4901002&5&1|4&4200001&7&2|4&9000204&2&2,4&1000001&4320&4320&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,-1,4&4901002&5&5&10000,-1,-1,4&4200001&7&7&10000,4&9000204&2&2&10000,-1
208041,-1,4&1000001&4360&0|4&1000099&8&0|4&4200001&5&0|4&4901003&5&1|4&4200001&7&2|4&9000304&2&2,4&1000001&4360&4360&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,-1,4&4901003&5&5&10000,-1,-1,4&4200001&7&7&10000,4&9000304&2&2&10000,-1
208051,-1,4&1000001&4400&0|4&1000099&8&0|4&4200001&5&0|4&4300001&31&1|4&4301001&31&1|4&4300002&8&1|4&4301002&8&1|4&4200001&7&2|4&9000104&2&2,4&1000001&4400&4400&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,-1,-1,4&4300001&31&31&5000|4&4301001&31&31&5000,4&4300002&8&8&5000|4&4301002&8&8&5000,4&4200001&7&7&10000,4&9000104&2&2&10000,-1
208061,-1,4&1000001&4440&0|4&1000099&8&0|4&4200001&5&0|4&4302001&31&1|4&4303001&31&1|4&4302002&8&1|4&4303002&8&1|4&4200001&7&2|4&9000204&2&2,4&1000001&4440&4440&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,-1,-1,4&4302001&31&31&5000|4&4303001&31&31&5000,4&4302002&8&8&5000|4&4303002&8&8&5000,4&4200001&7&7&10000,4&9000204&2&2&10000,-1
208071,-1,4&1000001&4480&0|4&1000099&8&0|4&4200001&5&0|4&4304001&31&1|4&4305001&31&1|4&4304002&8&1|4&4305002&8&1|4&4200001&7&2|4&9000304&2&2,4&1000001&4480&4480&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,-1,-1,4&4304001&31&31&5000|4&4305001&31&31&5000,4&4304002&8&8&5000|4&4305002&8&8&5000,4&4200001&7&7&10000,4&9000304&2&2&10000,-1
208081,-1,4&1000001&4520&0|4&1000099&8&0|4&4200001&5&0|4&9000104&2&0|4&9000103&2&0|4&4200001&7&2|4&9000104&2&2,4&1000001&4520&4520&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,4&9000104&2&2&10000,4&9000103&2&2&10000,-1,-1,4&4200001&7&7&10000,4&9000104&2&2&10000,-1
109011,4&1000001&2360&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&2360&2360&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
109021,4&1000001&2380&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&2380&2380&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
109031,4&1000001&2400&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&2400&2400&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
109041,4&1000001&2420&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&2420&2420&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
109051,4&1000001&2440&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&2440&2440&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
109061,4&1000001&2460&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&2460&2460&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
109071,4&1000001&2480&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&2480&2480&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
109081,4&1000001&2500&0|4&1000099&6&0|4&4200001&7&0|4&4200001&9&0,-1,4&1000001&2500&2500&10000,4&1000099&6&6&10000,4&4200001&7&7&10000,4&4200001&9&9&10000,-1,-1,-1,-1,-1,-1
209011,-1,4&1000001&4560&0|4&1000099&8&0|4&4200001&5&0|4&9000204&2&0|4&9000203&2&0|4&4200001&8&2|4&9000204&2&2,4&1000001&4560&4560&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,4&9000204&2&2&10000,4&9000203&2&2&10000,-1,-1,4&4200001&8&8&10000,4&9000204&2&2&10000,-1
209021,-1,4&1000001&4600&0|4&1000099&8&0|4&4200001&5&0|4&9000304&2&0|4&9000303&2&0|4&4200001&8&2|4&9000304&2&2,4&1000001&4600&4600&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,4&9000304&2&2&10000,4&9000303&2&2&10000,-1,-1,4&4200001&8&8&10000,4&9000304&2&2&10000,-1
209031,-1,4&1000001&4640&0|4&1000099&8&0|4&4200001&5&0|4&4901001&5&1|4&4200001&8&2|4&9000104&2&2,4&1000001&4640&4640&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,-1,4&4901001&5&5&10000,-1,-1,4&4200001&8&8&10000,4&9000104&2&2&10000,-1
209041,-1,4&1000001&4680&0|4&1000099&8&0|4&4200001&5&0|4&4901002&5&1|4&4200001&8&2|4&9000204&2&2,4&1000001&4680&4680&10000,4&1000099&8&8&10000,4&4200001&5&5&10000,-1,4&4901002&5&5&10000,-1,-1,4&4200001&8&8&10000,4&9000204&2&2&10000,-1
