ID,名称,英文名称,描述(短词条不超过33个字),货架类型,商品类型,商品位置排序,展示,重置时间id,显示结束时间,背景路径,ICON资源路径,价格,RMB价值,首冲倍数,充值后首次获得（自然月）,额外送,礼包品质,购买立即获得物品,持续获得,限购类型,限购次数,折扣,限时礼包背景板,礼包返利比,角标,是否为新礼包,解锁方式,锁定方式,单次购买次数,是否是深夜大奖,下架
13022,10063037,Preferential gift package,20063037,-1,13,23,1,0,-1,-1,source_icon/item/8000015,-1,18,1,-1,-1,4,4&1000002&300|4&4200005&20|4&9000101&50|4&9000102&60|4&9000103&70|4&9000104&30|4&4600001&550|4&4600002&270|4&1000001&330000,-1,1,1,100,0,100,4,0,-1,-1,1,-1,-1
22001,10350010,-1,-1,201,14,1,2,0,-1,-1,-1,1000012&1,-1,1,-1,-1,-1,4&1000002&10,-1,0,0,100,0,100,2,0,-1,-1,648,0,-1
22002,10350011,-1,-1,201,14,2,2,0,-1,-1,-1,1000002&200,-1,1,-1,-1,-1,4&7000007&1,-1,0,0,100,0,100,2,0,-1,-1,99,0,-1
22003,10350012,-1,-1,201,14,3,2,0,-1,-1,-1,1000002&2000,-1,1,-1,-1,-1,4&7000007&10,-1,0,0,100,0,100,2,0,-1,-1,99,0,-1
22004,10350013,-1,-1,201,14,12,2,0,-1,-1,-1,1000002&25,-1,1,-1,-1,-1,4&1000001&50000,-1,0,0,100,0,100,0,0,-1,-1,99,0,-1
22005,10350014,-1,-1,201,14,13,2,0,-1,-1,-1,1000002&55,-1,1,-1,-1,-1,4&1000001&110000,-1,0,0,100,0,100,0,0,-1,-1,99,0,-1
22006,10350015,-1,-1,201,14,14,2,0,-1,-1,-1,1000002&250,-1,1,-1,-1,-1,4&1000001&500000,-1,0,0,100,0,100,0,0,-1,-1,99,0,-1
22007,10350016,-1,-1,201,14,4,2,0,-1,-1,-1,1000012&1,-1,1,-1,-1,-1,4&1000009&1,-1,0,0,100,0,100,0,0,-1,-1,999,0,-1
22008,10350017,-1,-1,201,14,5,2,0,-1,-1,-1,1000001&120000,-1,1,-1,-1,-1,4&7000005&1,-1,1,1,100,0,100,0,0,-1,-1,1,0,-1
22009,10350018,-1,-1,201,14,7,2,0,-1,-1,-1,1000001&27000,-1,1,-1,-1,-1,4&4200003&1,-1,2,10,100,0,100,0,0,-1,-1,10,0,-1
22010,10190267,-1,-1,203,14,8,2,0,-1,-1,-1,1000008&10,-1,1,-1,-1,-1,4&7000102&2,-1,2,10,100,0,100,0,0,-1,-1,10,0,-1
22011,10350020,-1,-1,201,14,9,2,0,-1,-1,-1,1000002&96,-1,1,-1,-1,-1,4&4100003&3,-1,2,10,100,0,100,0,0,-1,-1,10,0,-1
22012,10350021,-1,-1,201,14,10,2,0,-1,-1,-1,1000002&350,-1,1,-1,-1,-1,4&99903&1,-1,2,5,100,0,100,0,0,-1,-1,5,0,-1
22013,10350022,-1,-1,201,14,11,2,0,-1,-1,-1,1000002&600,-1,1,-1,-1,-1,4&99904&1,-1,3,1,100,0,100,0,0,-1,-1,1,0,-1
22014,10190695,-1,-1,201,14,6,2,0,-1,-1,-1,1000001&20000,-1,1,-1,-1,-1,4&8800031&1,-1,1,1,100,0,100,0,0,-1,-1,1,0,-1
225001,10350047,-1,-1,203,14,1,2,0,-1,-1,-1,1000008&1000,-1,1,-1,-1,-1,4&11001006&1,-1,0,1,100,0,100,0,0,-1,-1,1,1,-1
25003,10190055,-1,-1,203,14,2,2,0,-1,-1,-1,1000008&35,-1,1,-1,-1,-1,4&3000021&1,-1,2,35,100,0,100,0,0,-1,-1,35,1,-1
25004,10190137,-1,-1,203,14,3,2,0,-1,-1,-1,1000008&10,-1,1,-1,-1,-1,4&4600003&1,-1,1,2,100,0,100,0,0,-1,-1,2,0,-1
25005,10190275,-1,-1,203,14,4,2,0,-1,-1,-1,1000008&45,-1,1,-1,-1,-1,4&7000007&1,-1,2,2,100,0,100,0,0,-1,-1,2,0,-1
25006,10190110,-1,-1,203,14,5,2,0,-1,-1,-1,1000008&45,-1,1,-1,-1,-1,4&4100005&1,-1,2,2,100,0,100,0,0,-1,-1,2,0,-1
25007,10190109,-1,-1,203,14,6,2,0,-1,-1,-1,1000008&30,-1,1,-1,-1,-1,4&4100004&1,-1,2,3,100,0,100,0,0,-1,-1,3,0,-1
25008,10190108,-1,-1,203,14,7,2,0,-1,-1,-1,1000008&12,-1,1,-1,-1,-1,4&4100003&1,-1,2,7,100,0,100,0,0,-1,-1,7,0,-1
212001,10350031,-1,-1,202,14,1,2,0,-1,-1,-1,1000013&200,-1,1,-1,-1,-1,4&3000038&1,-1,2,4,100,0,100,0,0,-1,-1,4,0,-1
212002,10350032,-1,-1,202,14,4,2,0,-1,-1,-1,1000013&400,-1,1,-1,-1,-1,4&7000007&1,-1,2,2,100,0,100,0,0,-1,-1,2,0,-1
212003,10190618,-1,-1,202,14,5,2,0,-1,-1,-1,1000013&400,-1,1,-1,-1,-1,4&4901007&10,-1,2,24,100,0,100,0,0,-1,-1,24,0,-1
212004,10350034,-1,-1,202,14,6,2,0,-1,-1,-1,1000013&40,-1,1,-1,-1,-1,4&4306001&1,-1,2,20,100,0,100,0,0,-1,-1,20,0,-1
212005,10350035,-1,-1,202,14,7,2,0,-1,-1,-1,1000013&12,-1,1,-1,-1,-1,4&4600002&1,-1,2,30,100,0,100,0,0,-1,-1,30,0,-1
212006,10350036,-1,-1,202,14,8,2,0,-1,-1,-1,1000013&120,-1,1,-1,-1,-1,4&7000112&2,-1,2,10,100,0,100,0,0,-1,-1,10,0,-1
212007,10190693,-1,-1,202,14,2,2,0,-1,-1,-1,1000013&200,-1,1,-1,-1,-1,4&8800029&1,-1,2,10,100,0,100,0,0,-1,-1,10,0,-1
212008,10190694,-1,-1,202,14,3,2,0,-1,-1,-1,1000013&50,-1,1,-1,-1,-1,4&8800030&1,-1,2,20,100,0,100,0,0,-1,-1,50,0,-1
999999,10350048,0.0,0,1601,16,1,1,0,-1,-1,-1,-1,7,1,-1,-1,4,-1,-1,0,1,100,0,100,0,0,-1,-1,1,-1,-1
990000,10350048,0.0,0,1602,16,1,1,0,-1,-1,-1,-1,21,1,-1,-1,4,-1,-1,0,1,100,0,100,0,0,-1,-1,1,-1,-1
990001,10350048,0.0,0,1603,16,1,1,0,-1,-1,-1,-1,23,1,-1,-1,4,-1,-1,0,1,100,0,100,0,0,-1,-1,1,-1,-1
150001,10190598,自创语,20190598,-1,15,1,1,0,-1,-1,source_icon/item/8999998,1000002&50,-1,1,-1,-1,4,4&8999998&1,-1,0,0,100,0,100,0,0,-1,-1,99,-1,-1
150002,10190595,自创语,20190598,-1,15,2,1,0,-1,-1,source_icon/item/8999995,1000012&5,-1,1,-1,-1,4,4&8999995&1,-1,0,0,100,0,100,0,0,-1,-1,99,-1,-1
150003,10190598,自创语,20190598,-1,17,1,1,0,-1,-1,source_icon/item/8999998,1000002&0,-1,1,-1,-1,4,4&8999998&1,-1,1,1,100,0,100,0,0,-1,-1,99,-1,-1
220023,10190599,-1,-1,5001,14,1,2,0,-1,-1,-1,1000002&60,-1,1,-1,-1,-1,4&8999999&1,-1,1,6,100,0,100,0,0,-1,-1,6,0,-1
10005,10380071,-1,-1,5001,14,2,2,0,-1,-1,-1,1010001&54000,-1,1,-1,-1,4,4&10440003&1,-1,0,1,100,0,100,0,0,-1,1&10440003,1,-1,-1
220001,10500001,-1,-1,5001,14,3,2,0,-1,-1,-1,1010001&1200,-1,1,-1,-1,-1,4&7000007&1,-1,0,10,100,0,100,0,0,-1,-1,10,0,-1
220002,10500002,-1,-1,5001,14,4,2,0,-1,-1,-1,1010001&12000,-1,1,-1,-1,-1,4&6020033&1,-1,0,1,100,0,100,0,0,-1,-1,1,0,-1
220003,10500003,-1,-1,5001,14,5,2,0,-1,-1,-1,1010001&2000,-1,1,-1,-1,-1,4&3000000&1,-1,0,10,100,0,100,0,0,-1,-1,10,0,-1
220004,10500004,-1,-1,5001,14,6,2,0,-1,-1,-1,1010001&120,-1,1,-1,-1,-1,4&4901007&1,-1,0,60,100,0,100,0,0,-1,-1,60,0,-1
220005,10500005,-1,-1,5001,14,7,2,0,-1,-1,-1,1010001&3600,-1,1,-1,-1,-1,4&99904&1,-1,0,2,100,0,100,0,0,-1,-1,2,0,-1
220006,10500006,-1,-1,5001,14,8,2,0,-1,-1,-1,1010001&2100,-1,1,-1,-1,-1,4&99903&1,-1,0,4,100,0,100,0,0,-1,-1,4,0,-1
220007,10500007,-1,-1,5001,14,9,2,0,-1,-1,-1,1010001&84,-1,1,-1,-1,-1,4&4200003&1,-1,0,50,100,0,100,0,0,-1,-1,50,0,-1
220008,10500008,-1,-1,5001,14,10,2,0,-1,-1,-1,1010001&6,-1,1,-1,-1,-1,4&99103&10,-1,0,50,100,0,100,0,0,-1,-1,50,0,-1
220009,10500009,-1,-1,5001,14,11,2,0,-1,-1,-1,1010001&30,-1,1,-1,-1,-1,4&99203&10,-1,0,10,100,0,100,0,0,-1,-1,10,0,-1
220010,10500010,-1,-1,5001,14,12,2,0,-1,-1,-1,1010001&120,-1,1,-1,-1,-1,4&4306001&1,-1,0,100,100,0,100,0,0,-1,-1,100,0,-1
220011,10500011,-1,-1,5001,14,13,2,0,-1,-1,-1,1010001&30,-1,1,-1,-1,-1,4&8800001&1,-1,0,60,100,0,100,0,0,-1,-1,60,0,-1
220012,10500012,-1,-1,5001,14,14,2,0,-1,-1,-1,1010001&60,-1,1,-1,-1,-1,4&8800002&1,-1,0,100,100,0,100,0,0,-1,-1,100,0,-1
220013,10500013,-1,-1,5001,14,15,2,0,-1,-1,-1,1010001&90,-1,1,-1,-1,-1,4&8800003&1,-1,0,80,100,0,100,0,0,-1,-1,80,0,-1
220014,10500014,-1,-1,5001,14,16,2,0,-1,-1,-1,1010001&150,-1,1,-1,-1,-1,4&8800004&1,-1,0,60,100,0,100,0,0,-1,-1,60,0,-1
220015,10500015,-1,-1,5001,14,17,2,0,-1,-1,-1,1010001&210,-1,1,-1,-1,-1,4&8800005&1,-1,0,40,100,0,100,0,0,-1,-1,40,0,-1
220016,10500016,-1,-1,5001,14,18,2,0,-1,-1,-1,1010001&192,-1,1,-1,-1,-1,4&4100003&1,-1,0,50,100,0,100,0,0,-1,-1,50,0,-1
220017,10500017,-1,-1,5001,14,19,2,0,-1,-1,-1,1010001&12,-1,1,-1,-1,-1,4&8800035&1,-1,0,100,100,0,100,0,0,-1,-1,100,0,-1
220018,10500018,-1,-1,5001,14,20,2,0,-1,-1,-1,1010001&30,-1,1,-1,-1,-1,4&8800030&1,-1,0,20,100,0,100,0,0,-1,-1,20,0,-1
220019,10500019,-1,-1,5001,14,21,2,0,-1,-1,-1,1010001&18,-1,1,-1,-1,-1,4&4600001&1,-1,0,100,100,0,100,0,0,-1,-1,100,0,-1
220020,10500020,-1,-1,5001,14,22,2,0,-1,-1,-1,1010001&48,-1,1,-1,-1,-1,4&4600002&1,-1,0,50,100,0,100,0,0,-1,-1,50,0,-1
220021,10500021,-1,-1,5001,14,23,2,0,-1,-1,-1,1010001&24,-1,1,-1,-1,-1,4&1000001&5000,-1,0,100,100,0,100,0,0,-1,-1,100,0,-1
220022,10500022,-1,-1,5001,14,24,2,0,-1,-1,-1,1010001&60,-1,1,-1,-1,-1,4&1000001&1000,-1,0,0,100,0,100,0,0,-1,-1,999,0,-1
230001,10500023,-1,-1,5002,14,1,2,0,-1,-1,-1,8800040&1200,-1,1,-1,-1,-1,4&7000007&1,-1,0,5,100,0,100,0,0,-1,-1,5,0,-1
230002,10500024,-1,-1,5002,14,2,2,0,-1,-1,-1,8800040&10000,-1,1,-1,-1,-1,4&11001009&1,-1,0,1,100,0,100,0,0,-1,-1,1,0,-1
230003,10500025,-1,-1,5002,14,3,2,0,-1,-1,-1,8800040&2000,-1,1,-1,-1,-1,4&3000000&1,-1,0,8,100,0,100,0,0,-1,-1,8,0,-1
230004,10500026,-1,-1,5002,14,4,2,0,-1,-1,-1,8800040&120,-1,1,-1,-1,-1,4&4901007&1,-1,0,50,100,0,100,0,0,-1,-1,50,0,-1
230005,10500027,-1,-1,5002,14,5,2,0,-1,-1,-1,8800040&3600,-1,1,-1,-1,-1,4&99904&1,-1,0,2,100,0,100,0,0,-1,-1,2,0,-1
230006,10500028,-1,-1,5002,14,6,2,0,-1,-1,-1,8800040&800,-1,1,-1,-1,-1,4&7000005&1,-1,0,5,100,0,100,0,0,-1,-1,5,0,-1
230007,10500029,-1,-1,5002,14,7,2,0,-1,-1,-1,8800040&84,-1,1,-1,-1,-1,4&4200003&1,-1,0,40,100,0,100,0,0,-1,-1,40,0,-1
230008,10500030,-1,-1,5002,14,8,2,0,-1,-1,-1,8800040&6,-1,1,-1,-1,-1,4&99103&10,-1,0,40,100,0,100,0,0,-1,-1,40,0,-1
230009,10500031,-1,-1,5002,14,9,2,0,-1,-1,-1,8800040&30,-1,1,-1,-1,-1,4&99203&10,-1,0,8,100,0,100,0,0,-1,-1,8,0,-1
230010,10500032,-1,-1,5002,14,10,2,0,-1,-1,-1,8800040&120,-1,1,-1,-1,-1,4&4306001&1,-1,0,50,100,0,100,0,0,-1,-1,50,0,-1
230011,10500033,-1,-1,5002,14,11,2,0,-1,-1,-1,8800040&30,-1,1,-1,-1,-1,4&8800001&1,-1,0,50,100,0,100,0,0,-1,-1,50,0,-1
230012,10500034,-1,-1,5002,14,12,2,0,-1,-1,-1,8800040&60,-1,1,-1,-1,-1,4&8800002&1,-1,0,80,100,0,100,0,0,-1,-1,80,0,-1
230013,10500035,-1,-1,5002,14,13,2,0,-1,-1,-1,8800040&90,-1,1,-1,-1,-1,4&8800003&1,-1,0,60,100,0,100,0,0,-1,-1,60,0,-1
230014,10500036,-1,-1,5002,14,14,2,0,-1,-1,-1,8800040&150,-1,1,-1,-1,-1,4&8800004&1,-1,0,100,100,0,100,0,0,-1,-1,100,0,-1
230015,10500037,-1,-1,5002,14,15,2,0,-1,-1,-1,8800040&210,-1,1,-1,-1,-1,4&8800005&1,-1,0,100,100,0,100,0,0,-1,-1,100,0,-1
230016,10500038,-1,-1,5002,14,16,2,0,-1,-1,-1,8800040&192,-1,1,-1,-1,-1,4&4100003&1,-1,0,40,100,0,100,0,0,-1,-1,40,0,-1
230017,10500039,-1,-1,5002,14,17,2,0,-1,-1,-1,8800040&12,-1,1,-1,-1,-1,4&8800035&1,-1,0,80,100,0,100,0,0,-1,-1,80,0,-1
230018,10500040,-1,-1,5002,14,18,2,0,-1,-1,-1,8800040&30,-1,1,-1,-1,-1,4&8800030&1,-1,0,16,100,0,100,0,0,-1,-1,16,0,-1
230019,10500041,-1,-1,5002,14,19,2,0,-1,-1,-1,8800040&18,-1,1,-1,-1,-1,4&4600001&1,-1,0,40,100,0,100,0,0,-1,-1,40,0,-1
230020,10500042,-1,-1,5002,14,20,2,0,-1,-1,-1,8800040&48,-1,1,-1,-1,-1,4&4600002&1,-1,0,40,100,0,100,0,0,-1,-1,40,0,-1
230021,10500043,-1,-1,5002,14,21,2,0,-1,-1,-1,8800040&100,-1,1,-1,-1,-1,4&4600003&1,-1,0,40,100,0,100,0,0,-1,-1,40,0,-1
230022,10500044,-1,-1,5002,14,22,2,0,-1,-1,-1,8800040&60,-1,1,-1,-1,-1,4&1000001&1000,-1,0,0,100,0,100,0,0,-1,-1,999,0,-1
