id,任务分类,任务子类,下一个任务,任务序列,任务名称,任务名称,任务描述,神秘任务描述,神秘任务描述,任务完成次数,统计任务id,比较方式,比对值,开放条件,触发的value值,显示掉落,巡查活跃值增长,活跃值增长,积分增长,任务跳转,首页按钮显示顺序,奖励显示的任务简介,任务类型
202056,3,302,202057,5,-1,0.0,20334056,-1,0,1,210403,2,20,1&1,-1,4&1000002&30|4&1000001&10000,0,0,-1,13&0,0,0,0
202057,3,302,202058,6,-1,0.0,20334057,-1,0,1,210403,2,25,1&1,-1,4&1000002&40|4&1000001&12000,0,0,-1,13&0,0,0,0
202058,3,302,202059,7,-1,0.0,20334058,-1,0,1,210403,2,30,1&1,-1,4&1000002&40|4&1000001&12000,0,0,-1,13&0,0,0,0
202059,3,302,202060,8,-1,0.0,20334059,-1,0,1,210403,2,35,1&1,-1,4&1000002&50|4&7000007&1,0,0,-1,13&0,0,0,0
202060,3,302,202061,9,-1,0.0,20334060,-1,0,1,210403,2,40,1&1,-1,4&1000002&50|4&7000007&1,0,0,-1,13&0,0,0,0
202061,3,302,202062,10,-1,0.0,20334061,-1,0,1,210403,2,45,1&1,-1,4&1000002&60|4&7000007&1,0,0,-1,13&0,0,0,0
202062,3,302,202063,11,-1,0.0,20334062,-1,0,1,210403,2,50,1&1,-1,4&1000002&60|4&7000007&1,0,0,-1,13&0,0,0,0
202063,3,302,202064,12,-1,0.0,20334063,-1,0,1,210403,2,55,1&1,-1,4&1000002&70|4&7000007&1,0,0,-1,13&0,0,0,0
202064,3,302,202065,13,-1,0.0,20334064,-1,0,1,210403,2,60,1&1,-1,4&1000002&70|4&7000007&1,0,0,-1,13&0,0,0,0
202065,3,302,202066,14,-1,0.0,20334065,-1,0,1,210403,2,65,1&1,-1,4&1000002&80|4&7000007&1,0,0,-1,13&0,0,0,0
202066,3,302,202067,15,-1,0.0,20334066,-1,0,1,210403,2,70,1&1,-1,4&1000002&80|4&7000007&1,0,0,-1,13&0,0,0,0
202067,3,302,202068,16,-1,0.0,20334067,-1,0,1,210403,2,75,1&1,-1,4&1000002&90|4&7000007&1,0,0,-1,13&0,0,0,0
202068,3,302,0,17,-1,0.0,20334068,-1,0,1,210403,2,80,1&1,-1,4&1000002&100|4&7000007&1,0,0,-1,13&0,0,0,0
202069,3,302,202070,1,-1,0.0,20334069,-1,0,1,210404,2,1,1&1,-1,4&1000002&10|4&1000001&5000,0,0,-1,13&0,0,0,0
202070,3,302,202071,2,-1,0.0,20334070,-1,0,1,210404,2,5,1&1,-1,4&1000002&20|4&1000001&7000,0,0,-1,13&0,0,0,0
202071,3,302,202072,3,-1,0.0,20334071,-1,0,1,210404,2,10,1&1,-1,4&1000002&20|4&1000001&7000,0,0,-1,13&0,0,0,0
202072,3,302,202073,4,-1,0.0,20334072,-1,0,1,210404,2,15,1&1,-1,4&1000002&30|4&1000001&10000,0,0,-1,13&0,0,0,0
202073,3,302,202074,5,-1,0.0,20334073,-1,0,1,210404,2,20,1&1,-1,4&1000002&30|4&1000001&10000,0,0,-1,13&0,0,0,0
202074,3,302,202075,6,-1,0.0,20334074,-1,0,1,210404,2,25,1&1,-1,4&1000002&40|4&1000001&12000,0,0,-1,13&0,0,0,0
202075,3,302,202076,7,-1,0.0,20334075,-1,0,1,210404,2,30,1&1,-1,4&1000002&40|4&1000001&12000,0,0,-1,13&0,0,0,0
202076,3,302,202077,8,-1,0.0,20334076,-1,0,1,210404,2,35,1&1,-1,4&1000002&50|4&7000007&1,0,0,-1,13&0,0,0,0
202077,3,302,202078,9,-1,0.0,20334077,-1,0,1,210404,2,40,1&1,-1,4&1000002&50|4&7000007&1,0,0,-1,13&0,0,0,0
202078,3,302,202079,10,-1,0.0,20334078,-1,0,1,210404,2,45,1&1,-1,4&1000002&60|4&7000007&1,0,0,-1,13&0,0,0,0
202079,3,302,202080,11,-1,0.0,20334079,-1,0,1,210404,2,50,1&1,-1,4&1000002&60|4&7000007&1,0,0,-1,13&0,0,0,0
202080,3,302,202081,12,-1,0.0,20334080,-1,0,1,210404,2,55,1&1,-1,4&1000002&70|4&7000007&1,0,0,-1,13&0,0,0,0
202081,3,302,202082,13,-1,0.0,20334081,-1,0,1,210404,2,60,1&1,-1,4&1000002&70|4&7000007&1,0,0,-1,13&0,0,0,0
202082,3,302,202083,14,-1,0.0,20334082,-1,0,1,210404,2,65,1&1,-1,4&1000002&80|4&7000007&1,0,0,-1,13&0,0,0,0
202083,3,302,202084,15,-1,0.0,20334083,-1,0,1,210404,2,70,1&1,-1,4&1000002&80|4&7000007&1,0,0,-1,13&0,0,0,0
202084,3,302,202085,16,-1,0.0,20334084,-1,0,1,210404,2,75,1&1,-1,4&1000002&90|4&7000007&1,0,0,-1,13&0,0,0,0
202085,3,302,0,17,-1,0.0,20334085,-1,0,1,210404,2,80,1&1,-1,4&1000002&100|4&7000007&1,0,0,-1,13&0,0,0,0
202086,3,302,202087,1,-1,0.0,20334086,-1,0,1,210405,2,1,1&1,-1,4&1000002&10|4&1000001&5000,0,0,-1,13&0,0,0,0
202087,3,302,202088,2,-1,0.0,20334087,-1,0,1,210405,2,5,1&1,-1,4&1000002&20|4&1000001&7000,0,0,-1,13&0,0,0,0
202088,3,302,202089,3,-1,0.0,20334088,-1,0,1,210405,2,10,1&1,-1,4&1000002&20|4&1000001&7000,0,0,-1,13&0,0,0,0
202089,3,302,202090,4,-1,0.0,20334089,-1,0,1,210405,2,15,1&1,-1,4&1000002&30|4&1000001&10000,0,0,-1,13&0,0,0,0
202090,3,302,202091,5,-1,0.0,20334090,-1,0,1,210405,2,20,1&1,-1,4&1000002&30|4&1000001&10000,0,0,-1,13&0,0,0,0
202091,3,302,202092,6,-1,0.0,20334091,-1,0,1,210405,2,25,1&1,-1,4&1000002&40|4&1000001&12000,0,0,-1,13&0,0,0,0
202092,3,302,202093,7,-1,0.0,20334092,-1,0,1,210405,2,30,1&1,-1,4&1000002&40|4&1000001&12000,0,0,-1,13&0,0,0,0
202093,3,302,202094,8,-1,0.0,20334093,-1,0,1,210405,2,35,1&1,-1,4&1000002&50|4&7000007&1,0,0,-1,13&0,0,0,0
202094,3,302,202095,9,-1,0.0,20334094,-1,0,1,210405,2,40,1&1,-1,4&1000002&50|4&7000007&1,0,0,-1,13&0,0,0,0
202095,3,302,202096,10,-1,0.0,20334095,-1,0,1,210405,2,45,1&1,-1,4&1000002&60|4&7000007&1,0,0,-1,13&0,0,0,0
202096,3,302,202097,11,-1,0.0,20334096,-1,0,1,210405,2,50,1&1,-1,4&1000002&60|4&7000007&1,0,0,-1,13&0,0,0,0
202097,3,302,202098,12,-1,0.0,20334097,-1,0,1,210405,2,55,1&1,-1,4&1000002&70|4&7000007&1,0,0,-1,13&0,0,0,0
202098,3,302,202099,13,-1,0.0,20334098,-1,0,1,210405,2,60,1&1,-1,4&1000002&70|4&7000007&1,0,0,-1,13&0,0,0,0
202099,3,302,202100,14,-1,0.0,20334099,-1,0,1,210405,2,65,1&1,-1,4&1000002&80|4&7000007&1,0,0,-1,13&0,0,0,0
202100,3,302,202101,15,-1,0.0,20334100,-1,0,1,210405,2,70,1&1,-1,4&1000002&80|4&7000007&1,0,0,-1,13&0,0,0,0
202101,3,302,202102,16,-1,0.0,20334101,-1,0,1,210405,2,75,1&1,-1,4&1000002&90|4&7000007&1,0,0,-1,13&0,0,0,0
202102,3,302,0,17,-1,0.0,20334102,-1,0,1,210405,2,80,1&1,-1,4&1000002&100|4&7000007&1,0,0,-1,13&0,0,0,0
202103,3,302,202104,1,-1,0.0,20334103,-1,0,1,210406,2,1,1&1,-1,4&1000002&10|4&1000001&5000,0,0,-1,13&0,0,0,0
202104,3,302,202105,2,-1,0.0,20334104,-1,0,1,210406,2,5,1&1,-1,4&1000002&20|4&1000001&7000,0,0,-1,13&0,0,0,0
202105,3,302,202106,3,-1,0.0,20334105,-1,0,1,210406,2,10,1&1,-1,4&1000002&20|4&1000001&7000,0,0,-1,13&0,0,0,0
202106,3,302,202107,4,-1,0.0,20334106,-1,0,1,210406,2,15,1&1,-1,4&1000002&30|4&1000001&10000,0,0,-1,13&0,0,0,0
202107,3,302,202108,5,-1,0.0,20334107,-1,0,1,210406,2,20,1&1,-1,4&1000002&30|4&1000001&10000,0,0,-1,13&0,0,0,0
202108,3,302,202109,6,-1,0.0,20334108,-1,0,1,210406,2,25,1&1,-1,4&1000002&40|4&1000001&12000,0,0,-1,13&0,0,0,0
202109,3,302,202110,7,-1,0.0,20334109,-1,0,1,210406,2,30,1&1,-1,4&1000002&40|4&1000001&12000,0,0,-1,13&0,0,0,0
202110,3,302,202111,8,-1,0.0,20334110,-1,0,1,210406,2,35,1&1,-1,4&1000002&50|4&7000007&1,0,0,-1,13&0,0,0,0
202111,3,302,202112,9,-1,0.0,20334111,-1,0,1,210406,2,40,1&1,-1,4&1000002&50|4&7000007&1,0,0,-1,13&0,0,0,0
202112,3,302,202113,10,-1,0.0,20334112,-1,0,1,210406,2,45,1&1,-1,4&1000002&60|4&7000007&1,0,0,-1,13&0,0,0,0
202113,3,302,202114,11,-1,0.0,20334113,-1,0,1,210406,2,50,1&1,-1,4&1000002&60|4&7000007&1,0,0,-1,13&0,0,0,0
202114,3,302,202115,12,-1,0.0,20334114,-1,0,1,210406,2,55,1&1,-1,4&1000002&70|4&7000007&1,0,0,-1,13&0,0,0,0
202115,3,302,202116,13,-1,0.0,20334115,-1,0,1,210406,2,60,1&1,-1,4&1000002&70|4&7000007&1,0,0,-1,13&0,0,0,0
202116,3,302,202117,14,-1,0.0,20334116,-1,0,1,210406,2,65,1&1,-1,4&1000002&80|4&7000007&1,0,0,-1,13&0,0,0,0
202117,3,302,202118,15,-1,0.0,20334117,-1,0,1,210406,2,70,1&1,-1,4&1000002&80|4&7000007&1,0,0,-1,13&0,0,0,0
202118,3,302,202119,16,-1,0.0,20334118,-1,0,1,210406,2,75,1&1,-1,4&1000002&90|4&7000007&1,0,0,-1,13&0,0,0,0
202119,3,302,0,17,-1,0.0,20334119,-1,0,1,210406,2,80,1&1,-1,4&1000002&100|4&7000007&1,0,0,-1,13&0,0,0,0
202120,3,303,202121,1,-1,0.0,20334120,-1,0,1,1205402,2,10,1&1,-1,4&1000002&10|4&1000001&5000,0,0,-1,24&0,0,0,0
202121,3,303,202122,2,-1,0.0,20334121,-1,0,1,1205402,2,20,1&1,-1,4&1000002&20|4&1000001&7000,0,0,-1,24&0,0,0,0
202122,3,303,202123,3,-1,0.0,20334122,-1,0,1,1205402,2,50,1&1,-1,4&1000002&30|4&1000001&10000,0,0,-1,24&0,0,0,0
202123,3,303,202124,4,-1,0.0,20334123,-1,0,1,1205402,2,100,1&1,-1,4&1000002&50|4&7000007&1,0,0,-1,24&0,0,0,0
202124,3,303,202125,5,-1,0.0,20334124,-1,0,1,1205402,2,500,1&1,-1,4&1000002&70|4&7000007&1,0,0,-1,24&0,0,0,0
202125,3,303,0,6,-1,0.0,20334125,-1,0,1,1205402,2,1000,1&1,-1,4&1000002&90|4&7000007&1,0,0,-1,24&0,0,0,0
203001,3,303,0,0,-1,0.0,20335001,-1,0,1,100401,2,5,1&1,-1,4&1000002&10|4&1000001&5000,0,0,-1,9&0,0,0,0
203002,3,303,0,0,-1,0.0,20335002,-1,0,1,100401,2,10,1&1,-1,4&1000002&20|4&1000001&7000,0,0,-1,9&0,0,0,0
203003,3,303,0,0,-1,0.0,20335003,-1,0,1,100401,2,20,1&1,-1,4&1000002&30|4&1000001&10000,0,0,-1,9&0,0,0,0
204001,3,304,204002,1,-1,0.0,20336001,-1,0,1,209901,2,10,1&1,-1,4&1000002&30|4&1000001&10000,0,0,-1,12&0&0,0,0,0
204002,3,304,204003,2,-1,0.0,20336002,-1,0,1,209901,2,15,1&1,-1,4&1000002&40|4&1000001&12000,0,0,-1,12&0&0,0,0,0
204003,3,304,204004,3,-1,0.0,20336003,-1,0,1,209901,2,20,1&1,-1,4&1000002&50|4&7000007&1,0,0,-1,12&0&0,0,0,0
204004,3,304,204005,4,-1,0.0,20336004,-1,0,1,209901,2,25,1&1,-1,4&1000002&70|4&7000007&1,0,0,-1,12&0&0,0,0,0
204005,3,304,0,5,-1,0.0,20336005,-1,0,1,209901,2,30,1&1,-1,4&1000002&90|4&7000007&1,0,0,-1,12&0&0,0,0,0
204006,3,304,204007,0,-1,0.0,20336006,-1,0,1,100601,2,1,1&1,-1,4&1000002&10|4&1000001&5000,0,0,-1,12&0&4,0,0,0
204007,3,304,204008,0,-1,0.0,20336007,-1,0,1,100601,2,5,1&1,-1,4&1000002&50|4&7000007&1,0,0,-1,12&0&4,0,0,0
204008,3,304,204009,0,-1,0.0,20336008,-1,0,1,100601,2,10,1&1,-1,4&1000002&70|4&7000007&1,0,0,-1,12&0&4,0,0,0
204009,3,304,0,0,-1,0.0,20336009,-1,0,1,100601,2,20,1&1,-1,4&1000002&90|4&7000007&1,0,0,-1,12&0&4,0,0,0
204010,3,304,0,0,-1,0.0,20336010,-1,0,1,202404,2,5,1&1,-1,4&1000002&20|4&1000001&7000,0,0,-1,12&0&3,0,0,0
204011,3,304,0,0,-1,0.0,20336011,-1,0,1,202403,2,3,1&1,-1,4&1000002&30|4&1000001&10000,0,0,-1,12&0&3,0,0,0
204012,3,304,0,0,-1,0.0,20336012,-1,0,1,202402,2,2,1&1,-1,4&1000002&40|4&1000001&12000,0,0,-1,12&0&3,0,0,0
204013,3,304,0,0,-1,0.0,20336013,-1,0,1,202401,2,1,1&1,-1,4&1000002&50|4&7000007&1,0,0,-1,12&0&3,0,0,0
205001,3,301,0,0,-1,0.0,20337001,-1,0,1,303101,1,100102,1&1,-1,4&7000007&1,0,0,-1,2&2001,1,20337001&source_common/ImageText/Img_choukaquan_ad&20337901,0
205002,3,301,0,0,-1,0.0,20337002,-1,0,1,303101,1,100108,1&1,-1,4&1000002&200,0,0,-1,2&2001,3,20337002&source_common/ImageText/Img_zuanshi_ad&20337902,0
205003,3,301,0,0,-1,0.0,20337003,-1,0,1,1110102,2,10,1&1,-1,4&1000002&50,0,0,-1,5&6,4,20337003&source_common/ImageText/Img_zuanshi_ad&20337902,0
205004,3,301,0,0,-1,0.0,20337004,-1,0,1,200201,2,2,1&1,-1,4&1000002&50,0,0,-1,12&0&1,5,20337004&source_common/ImageText/Img_zuanshi_ad&20337902,0
205005,3,301,0,0,-1,0.0,20337005,-1,0,1,303101,1,100201,1&1,-1,4&1000001&10000,0,0,-1,2&3001,6,20337005&source_common/ImageText/Img_hunjing_ad&20337902,0
205006,3,301,0,0,-1,0.0,20337006,-1,0,1,1301108,2,1,1&1,-1,4&4600001&20,0,0,-1,14&204,7,20337006&source_common/ImageText/Img_hanghairji_ad&20337902,0
205007,3,301,0,0,-1,0.0,20337007,-1,0,1,303101,1,100207,1&1,-1,4&8800021&1,0,0,-1,2&3001,8,20337007&source_common/ImageText/Img_chujihuijixiang_ad&20337902,0
205008,3,301,0,0,-1,0.0,20337008,-1,0,1,1301110,2,1,1&1,-1,4&9000301&20,0,0,-1,14&203,9,20337008&source_common/ImageText/Img_hunluanhuiji_ad&20337902,0
205009,3,301,0,0,-1,0.0,20337009,-1,0,1,1206101,2,1,1&1,-1,4&1000001&10000,0,0,-1,12&0&1,10,20337009&source_common/ImageText/Img_hunjing_ad&20337902,0
205010,3,301,0,0,-1,0.0,20337010,-1,0,1,203204,2,1,1&1,-1,4&3000001&10,0,0,-1,12&0&2,11,20337010&source_common/ImageText/Img_annasuipian_ad&20337902,0
205011,3,301,0,0,-1,0.0,20337011,-1,0,1,303101,1,100208,1&1,-1,4&5002002&5,0,0,-1,2&3001,12,20337011&source_common/ImageText/Img_makalong_ad&20337902,0
205012,3,301,0,0,-1,0.0,20337012,-1,0,1,205501,2,3,1&1,-1,4&4901003&90,0,0,-1,24&1001,13,20337012&source_common/ImageText/Img_hundunyuanshi_ad&20337902,0
205013,3,301,0,0,-1,0.0,20337013,-1,0,1,303101,1,110101,1&1,-1,4&9000301&10,0,0,-1,2&2002,14,20337013&source_common/ImageText/Img_hunluanhuiji_ad&20337902,0
205014,3,301,0,0,-1,0.0,20337014,-1,0,1,303101,1,110108,1&1,-1,4&1000002&50,0,0,-1,2&2002,15,20337014&source_common/ImageText/Img_zuanshi_ad&20337902,0
205015,3,301,0,0,-1,0.0,20337015,-1,0,1,1206101,2,2,1&1,-1,4&4901007&60,0,0,-1,12&0&1,16,20337015&source_common/ImageText/Img_wanbianyuanshi_ad&20337902,0
205016,3,301,0,0,-1,0.0,20337016,-1,0,1,204301,2,1,1&1,-1,4&3000001&20,0,0,-1,24&1001,17,20337016&source_common/ImageText/Img_annasuipian_ad&20337902,0
205017,3,301,0,0,-1,0.0,20337017,-1,0,1,202501,2,3,1&1,-1,4&1000002&50,0,0,-1,12&1001&3,18,20337017&source_common/ImageText/Img_zuanshi_ad&20337902,0
205018,3,301,0,0,-1,0.0,20337018,-1,0,1,303101,1,100301,1&1,-1,4&1000002&20,0,0,-1,2&4001,19,20337018&source_common/ImageText/Img_zuanshi_ad&20337902,0
205019,3,301,0,0,-1,0.0,20337019,-1,0,1,303101,1,100303,1&1,-1,4&8999998&5,0,0,-1,2&4001,20,20337019&source_common/ImageText/Img_mingyunzhanbu_ad&20337902,0
205020,3,301,0,0,-1,0.0,20337020,-1,0,1,210601,2,1,1&1,-1,4&4306001&5,0,0,-1,13&0,21,20337020&source_common/ImageText/Img_gouzhuhexing_ad&20337903,0
205021,3,301,0,0,-1,0.0,20337021,-1,0,1,303101,1,100307,1&1,-1,4&1000002&50,0,0,-1,2&4001,22,20337021&source_common/ImageText/Img_zuanshi_ad&20337902,0
205022,3,301,0,0,-1,0.0,20337084,-1,0,1,1410102,2,1,1&1,-1,4&1000008&100,0,0,-1,7&0,23,20337084&source_common/ImageText/Img_anyejiejing_ad&20337902,0
205023,3,301,0,0,-1,0.0,20337023,-1,0,1,303101,1,100308,1&1,-1,4&10010002&1,0,0,-1,2&4001,24,20337023&source_common/ImageText/Img_fulijiya_ad&20337902,0
205024,3,301,0,0,-1,0.0,20337024,-1,0,1,1100902,2,7,1&1,-1,4&7000007&1,0,0,-1,17&101,25,20337024&source_common/ImageText/Img_choukaquan_ad&20337903,0
205025,3,301,0,0,-1,0.0,20337025,-1,0,1,303101,1,110201,1&1,-1,4&4300001&20,0,0,-1,2&3002,26,20337025&source_common/ImageText/Img_zhongjimodannengliang_ad&20337903,0
205026,3,301,0,0,-1,0.0,20337026,-1,0,1,303101,1,110208,1&1,-1,4&4300002&25,0,0,-1,2&3002,27,20337026&source_common/ImageText/Img_chujimodannengjing_ad&20337903,0
205027,3,301,0,0,-1,0.0,20337027,-1,0,1,303101,1,100401,1&1,-1,4&1000002&30,0,0,-1,2&5001,28,20337027&source_common/ImageText/Img_zuanshi_ad&20337903,0
205028,3,301,0,0,-1,0.0,20337028,-1,0,1,303101,1,100405,1&1,-1,4&8999998&5,0,0,-1,2&5001,29,20337028&source_common/ImageText/Img_mingyunzhanbu_ad&20337903,0
205029,3,301,0,0,-1,0.0,20337029,-1,0,1,200204,2,2,1&1,-1,4&1000002&50,0,0,-1,12&0&1,30,20337029&source_common/ImageText/Img_zhongjimodannengliang_ad&20337903,0
205030,3,301,0,0,-1,0.0,20337030,-1,0,1,1210101,2,7,1&1,-1,4&4300001&50,0,0,-1,13&0,31,20337030&source_common/ImageText/Img_zhongjimodannengliang_ad&20337903,0
205031,3,301,0,0,-1,0.0,20337031,-1,0,1,1210101,2,1,1&1,-1,4&1000002&50,0,0,-1,13&0,32,20337031&source_common/ImageText/Img_zuanshi_ad&20337902,0
205032,3,301,0,0,-1,0.0,20337032,-1,0,1,303101,1,100408,1&1,-1,4&1000002&50,0,0,-1,2&5001,33,20337032&source_common/ImageText/Img_zuanshi_ad&20337903,0
205033,3,301,0,0,-1,0.0,20337022,-1,0,1,1300103,2,1,1&1,-1,4&1000008&100,0,0,-1,6&1,34,20337022&source_common/ImageText/Img_anyejiejing_ad&20337903,0
205034,3,301,0,0,-1,0.0,20337033,-1,0,1,303101,1,130101,1&1,-1,4&1000002&30,0,0,-1,2&5501,35,20337033&source_common/ImageText/Img_zuanshi_ad&20337903,0
205035,3,301,0,0,-1,0.0,20337034,-1,0,1,303101,1,130104,1&1,-1,4&1000002&60,0,0,-1,2&5501,36,20337034&source_common/ImageText/Img_zuanshi_ad&20337903,0
205036,3,301,0,0,-1,0.0,20337035,-1,0,1,303101,1,130108,1&1,-1,4&7000007&1,0,0,-1,2&5501,37,20337035&source_common/ImageText/Img_choukaquan_ad&20337903,0
205037,3,301,0,0,-1,0.0,20337036,-1,0,1,303101,1,100501,1&1,-1,4&1000002&20,0,0,-1,2&6001,38,20337036&source_common/ImageText/Img_zuanshi_ad&20337903,0
205038,3,301,0,0,-1,0.0,20337037,-1,0,1,303101,1,100502,1&1,-1,4&1000002&50,0,0,-1,2&6001,39,20337037&source_common/ImageText/Img_zuanshi_ad&20337903,0
205039,3,301,0,0,-1,0.0,20337038,-1,0,1,1301109,2,1,1&1,-1,4&1000001&10000,0,0,-1,14&201,40,20337038&source_common/ImageText/Img_hunjing_ad&20337903,0
205040,3,301,0,0,-1,0.0,20337039,-1,0,1,303101,1,100508,1&1,-1,4&7000007&5,0,0,-1,2&6001,41,20337039&source_common/ImageText/Img_choukaquan_ad&20337903,0
205041,3,301,0,0,-1,0.0,20337040,-1,0,1,303101,1,110301,1&1,-1,4&1000002&20,0,0,-1,2&4002,42,20337040&source_common/ImageText/Img_zuanshi_ad&20337904,0
205042,3,301,0,0,-1,0.0,20337041,-1,0,1,303101,1,110304,1&1,-1,4&1000002&50,0,0,-1,2&4002,43,20337041&source_common/ImageText/Img_zuanshi_ad&20337904,0
205043,3,301,0,0,-1,0.0,20337042,-1,0,1,303101,1,110308,1&1,-1,4&7000007&2,0,0,-1,2&4002,44,20337042&source_common/ImageText/Img_choukaquan_ad&20337904,0
205044,3,301,0,0,-1,0.0,20337043,-1,0,1,303101,1,100601,1&1,-1,4&1000002&20,0,0,-1,2&7001,45,20337043&source_common/ImageText/Img_zuanshi_ad&20337904,0
205045,3,301,0,0,-1,0.0,20337044,-1,0,1,303101,1,100603,1&1,-1,4&8400101&1,0,0,-1,2&7001,46,20337044&source_common/ImageText/Img_5xingfushilibao_ad&20337904,0
205046,3,301,0,0,-1,0.0,20337045,-1,0,1,1301111,2,1,1&1,-1,4&4100002&10,0,0,-1,14&205,47,20337045&source_common/ImageText/Img_putongshuzhi_ad&20337904,0
205047,3,301,0,0,-1,0.0,20337046,-1,0,1,1250303,2,1,1&1,-1,4&1000002&50,0,0,-1,16&3,48,20337046&source_common/ImageText/Img_zuanshi_ad&20337904,0
205048,3,301,0,0,-1,0.0,20337047,-1,0,1,303101,1,100607,1&1,-1,4&1000002&40,0,0,-1,2&7001,49,20337047&source_common/ImageText/Img_zuanshi_ad&20337904,0
205049,3,301,0,0,-1,0.0,20337048,-1,0,1,1300102,2,1,1&1,-1,4&1000002&100,0,0,-1,10&0,50,20337048&source_common/ImageText/Img_zuanshi_ad&20337904,0
205050,3,301,0,0,-1,0.0,20337049,-1,0,1,210701,2,1,1&1,-1,4&3000001&60,0,0,-1,13&0,51,20337049&source_common/ImageText/Img_annasuipian_ad&20337904,0
205051,3,301,0,0,-1,0.0,20337050,-1,0,1,303101,1,100608,1&1,-1,4&7000007&1,0,0,-1,2&7001,52,20337050&source_common/ImageText/Img_choukaquan_ad&20337904,0
205052,3,301,0,0,-1,0.0,20337051,-1,0,1,303101,1,110401,1&1,-1,4&1000002&20,0,0,-1,2&5002,53,20337051&source_common/ImageText/Img_zuanshi_ad&20337904,0
205053,3,301,0,0,-1,0.0,20337052,-1,0,1,303101,1,110404,1&1,-1,4&1000002&40,0,0,-1,2&5002,54,20337052&source_common/ImageText/Img_zuanshi_ad&20337904,0
205054,3,301,0,0,-1,0.0,20337053,-1,0,1,303101,1,110408,1&1,-1,4&7000007&2,0,0,-1,2&5002,55,20337053&source_common/ImageText/Img_choukaquan_ad&20337904,0
205055,3,301,0,0,-1,0.0,20337054,-1,0,1,303101,1,100701,1&1,-1,4&1000002&20,0,0,-1,2&8001,56,20337054&source_common/ImageText/Img_zuanshi_ad&20337904,0
205056,3,301,0,0,-1,0.0,20337055,-1,0,1,303101,1,100704,1&1,-1,4&1000002&40,0,0,-1,2&8001,57,20337055&source_common/ImageText/Img_zuanshi_ad&20337904,0
205057,3,301,0,0,-1,0.0,20337056,-1,0,1,303101,1,100708,1&1,-1,4&7000007&1,0,0,-1,2&8001,58,20337056&source_common/ImageText/Img_choukaquan_ad&20337904,0
205058,3,301,0,0,-1,0.0,20337057,-1,0,1,303101,1,130201,1&1,-1,4&1000002&20,0,0,-1,2&8501,59,20337057&source_common/ImageText/Img_zuanshi_ad&20337904,0
205059,3,301,0,0,-1,0.0,20337058,-1,0,1,303101,1,130204,1&1,-1,4&1000002&40,0,0,-1,2&8501,60,20337058&source_common/ImageText/Img_zuanshi_ad&20337904,0
205060,3,301,0,0,-1,0.0,20337059,-1,0,1,303101,1,130208,1&1,-1,4&7000007&1,0,0,-1,2&8501,61,20337059&source_common/ImageText/Img_choukaquan_ad&20337904,0
205061,3,301,0,0,-1,0.0,20337060,-1,0,1,303101,1,110501,1&1,-1,4&1000002&20,0,0,-1,2&6002,62,20337060&source_common/ImageText/Img_zuanshi_ad&20337904,0
205062,3,301,0,0,-1,0.0,20337061,-1,0,1,303101,1,110504,1&1,-1,4&1000002&40,0,0,-1,2&6002,63,20337061&source_common/ImageText/Img_zuanshi_ad&20337904,0
205063,3,301,0,0,-1,0.0,20337062,-1,0,1,303101,1,110508,1&1,-1,4&7000007&2,0,0,-1,2&6002,64,20337062&source_common/ImageText/Img_choukaquan_ad&20337904,0
205064,3,301,0,0,-1,0.0,20337063,-1,0,1,303101,1,110601,1&1,-1,4&1000002&20,0,0,-1,2&7002,65,20337063&source_common/ImageText/Img_zuanshi_ad&20337904,0
205065,3,301,0,0,-1,0.0,20337064,-1,0,1,303101,1,110604,1&1,-1,4&1000002&50,0,0,-1,2&7002,66,20337064&source_common/ImageText/Img_zuanshi_ad&20337904,0
205066,3,301,0,0,-1,0.0,20337065,-1,0,1,303101,1,110608,1&1,-1,4&7000007&2,0,0,-1,2&7002,67,20337065&source_common/ImageText/Img_choukaquan_ad&20337904,0
205067,3,301,0,0,-1,0.0,20337066,-1,0,1,303101,1,100801,1&1,-1,4&1000002&20,0,0,-1,2&9001,68,20337066&source_common/ImageText/Img_zuanshi_ad&20337905,0
205068,3,301,0,0,-1,0.0,20337067,-1,0,1,303101,1,100804,1&1,-1,4&1000002&50,0,0,-1,2&9001,69,20337067&source_common/ImageText/Img_zuanshi_ad&20337905,0
205069,3,301,0,0,-1,0.0,20337068,-1,0,1,303101,1,100808,1&1,-1,4&7000007&1,0,0,-1,2&9001,70,20337068&source_common/ImageText/Img_choukaquan_ad&20337905,0
205070,3,301,0,0,-1,0.0,20337069,-1,0,1,303101,1,110701,1&1,-1,4&1000002&20,0,0,-1,2&8002,71,20337069&source_common/ImageText/Img_zuanshi_ad&20337905,0
205071,3,301,0,0,-1,0.0,20337070,-1,0,1,303101,1,110704,1&1,-1,4&1000002&50,0,0,-1,2&8002,72,20337070&source_common/ImageText/Img_zuanshi_ad&20337905,0
205072,3,301,0,0,-1,0.0,20337071,-1,0,1,303101,1,110708,1&1,-1,4&7000007&2,0,0,-1,2&8002,73,20337071&source_common/ImageText/Img_choukaquan_ad&20337905,0
205073,3,301,0,0,-1,0.0,20337072,-1,0,1,303101,1,100901,1&1,-1,4&1000002&20,0,0,-1,2&10001,74,20337072&source_common/ImageText/Img_zuanshi_ad&20337905,0
