武器id,武器名称,武器描述,英文名称,ICON资源,符石唯一icon,种类,品质,星级,等级上限,获得途径(需修改）,武器专属类型,武器可装备系,升级魂晶需求系数,升级经验系数,升级经验组,装备出售经验返还系数,装备出售返还魂晶系数,装备被吞转换经验,升星材料,属性,属性加持类型,用于强化的经验,等级属性开启,初始属性,等级成长系数,品质加成,升星突破系数,套装系别参数,装备技能组id（指向EquipTalent表中的技能组ID）,商店价格,出售价格,养成属性上限,点击音效
7770236,777025,766021,WTF,SR6,102,6,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,5,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,2,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770241,777020,766021,WTF,SSR1,102,1,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,1,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,2,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770242,777021,766021,WTF,SSR2,102,2,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,2,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,2,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770243,777022,766021,WTF,SSR3,102,3,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,3,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,2,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770244,777023,766021,WTF,SSR4,102,4,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,4,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,2,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770245,777024,766021,WTF,SSR5,102,5,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,5,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,2,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770246,777025,766021,WTF,SSR6,102,6,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,5,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,2,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770511,777050,766051,WTF,N1,104,1,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,1,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,5,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770512,777051,766051,WTF,N2,104,2,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,2,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,5,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770513,777052,766051,WTF,N3,104,3,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,3,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,5,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770514,777053,766051,WTF,N4,104,4,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,4,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,5,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770515,777054,766051,WTF,N5,104,5,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,5,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,5,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770516,777055,766051,WTF,N6,104,6,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,5,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,5,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770521,777050,766051,WTF,R1,104,1,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,1,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,5,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770522,777051,766051,WTF,R2,104,2,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,2,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,5,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770523,777052,766051,WTF,R3,104,3,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,3,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,5,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770524,777053,766051,WTF,R4,104,4,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,4,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,5,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770525,777054,766051,WTF,R5,104,5,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,5,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,5,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770526,777055,766051,WTF,R6,104,6,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,5,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,5,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770531,777050,766051,WTF,SR1,104,1,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,1,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,5,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770532,777051,766051,WTF,SR2,104,2,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,2,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,5,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770533,777052,766051,WTF,SR3,104,3,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,3,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,5,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770534,777053,766051,WTF,SR4,104,4,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,4,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,5,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770535,777054,766051,WTF,SR5,104,5,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,5,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,5,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770536,777055,766051,WTF,SR6,104,6,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,5,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,5,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770541,777050,766051,WTF,SSR1,104,1,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,1,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,5,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770542,777051,766051,WTF,SSR2,104,2,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,2,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,5,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770543,777052,766051,WTF,SSR3,104,3,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,3,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,5,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770544,777053,766051,WTF,SSR4,104,4,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,4,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,5,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770545,777054,766051,WTF,SSR5,104,5,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,5,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,5,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770546,777055,766051,WTF,SSR6,104,6,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,5,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,5,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770811,777080,766081,WTF,N1,301,1,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,1,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,8,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770812,777081,766081,WTF,N2,301,2,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,2,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,8,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770813,777082,766081,WTF,N3,301,3,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,3,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,8,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770814,777083,766081,WTF,N4,301,4,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,4,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,8,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770815,777084,766081,WTF,N5,301,5,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,5,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,8,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770816,777085,766081,WTF,N6,301,6,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,5,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,8,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770821,777080,766081,WTF,R1,301,1,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,1,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,8,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770822,777081,766081,WTF,R2,301,2,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,2,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,8,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770823,777082,766081,WTF,R3,301,3,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,3,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,8,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770824,777083,766081,WTF,R4,301,4,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,4,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,8,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770825,777084,766081,WTF,R5,301,5,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,5,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,8,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770826,777085,766081,WTF,R6,301,6,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,5,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,8,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770831,777080,766081,WTF,SR1,301,1,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,1,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,8,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770832,777081,766081,WTF,SR2,301,2,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,2,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,8,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770833,777082,766081,WTF,SR3,301,3,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,3,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,8,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770834,777083,766081,WTF,SR4,301,4,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,4,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,8,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770835,777084,766081,WTF,SR5,301,5,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,5,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,8,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770836,777085,766081,WTF,SR6,301,6,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,5,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,8,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770841,777080,766081,WTF,SSR1,301,1,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,1,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,8,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770842,777081,766081,WTF,SSR2,301,2,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,2,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,8,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770843,777082,766081,WTF,SSR3,301,3,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,3,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,8,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770844,777083,766081,WTF,SSR4,301,4,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,4,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,8,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770845,777084,766081,WTF,SSR5,301,5,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,5,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,8,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7770846,777085,766081,WTF,SSR6,301,6,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,5,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,8,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771311,777130,766131,WTF,N1,201,1,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,1,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,13,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771312,777131,766131,WTF,N2,201,2,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,2,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,13,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771313,777132,766131,WTF,N3,201,3,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,3,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,13,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771314,777133,766131,WTF,N4,201,4,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,4,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,13,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771315,777134,766131,WTF,N5,201,5,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,5,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,13,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771316,777135,766131,WTF,N6,201,6,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,5,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,13,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771321,777130,766131,WTF,R1,201,1,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,1,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,13,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771322,777131,766131,WTF,R2,201,2,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,2,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,13,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771323,777132,766131,WTF,R3,201,3,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,3,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,13,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771324,777133,766131,WTF,R4,201,4,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,4,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,13,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771325,777134,766131,WTF,R5,201,5,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,5,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,13,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771326,777135,766131,WTF,R6,201,6,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,5,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,13,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
