id,组,等级,经验,奖励,解锁音乐厅加成效果,好感关系,解锁表情,对话,语音
343,1018,3,30,4&1000002&5|4&3000018&3,-1,20180002,-1,10180343,1018016.0
344,1018,4,80,4&1000002&5,-1,20180003,-1,10180344,1018017.0
345,1018,5,160,4&1000002&5|4&3000018&3,-1,20180003,-1,10180345,1018017.0
346,1018,6,280,4&1000002&5,-1,20180004,-1,10180346,1018018.0
347,1018,7,440,4&1000002&5|4&3000018&5,-1,20180004,-1,10180347,1018018.0
348,1018,8,640,4&1000002&5,-1,20180005,-1,10180348,1018019.0
349,1018,9,840,4&1000002&5,-1,20180005,-1,10180349,1018019.0
350,1018,10,1040,4&1000002&5|4&3000018&5,-1,20180005,-1,10180350,1018019.0
351,1018,11,1240,4&1000002&5,-1,20180006,-1,10180351,1018020.0
352,1018,12,1540,4&1000002&5,-1,20180006,-1,10180352,1018020.0
353,1018,13,1840,4&1000002&5|4&3000018&5,-1,20180006,-1,10180353,1018020.0
354,1018,14,2140,4&1000002&5,-1,20180007,-1,10180354,1018021.0
355,1018,15,2440,4&1000002&5,-1,20180007,-1,10180355,1018021.0
356,1018,16,2740,4&1000002&5|4&3000018&8,-1,20180007,-1,10180356,1018021.0
357,1018,17,3040,4&1000002&5,-1,20180008,-1,10180357,1018022.0
358,1018,18,3340,4&1000002&5,-1,20180008,-1,10180358,1018022.0
359,1018,19,3640,4&1000002&5|4&3000018&8,-1,20180008,-1,10180359,1018022.0
360,1018,20,-1,-1,-1,20180009,-1,10180360,1018023.0
361,1019,1,5,4&1000002&8|4&3000019&3,-1,20180001,-1,10180361,1019015.0
362,1019,2,15,4&1000002&8,-1,20180002,-1,10180362,1019016.0
363,1019,3,30,4&1000002&8|4&3000019&3,-1,20180002,-1,10180363,1019016.0
364,1019,4,80,4&1000002&8,-1,20180003,-1,10180364,1019017.0
365,1019,5,160,4&1000002&8|4&3000019&3,-1,20180003,-1,10180365,1019017.0
366,1019,6,280,4&1000002&8,-1,20180004,-1,10180366,1019018.0
367,1019,7,440,4&1000002&8|4&3000019&5,-1,20180004,-1,10180367,1019018.0
368,1019,8,640,4&1000002&8,-1,20180005,-1,10180368,1019019.0
369,1019,9,840,4&1000002&8,-1,20180005,-1,10180369,1019019.0
370,1019,10,1040,4&1000002&8|4&3000019&5,-1,20180005,-1,10180370,1019019.0
371,1019,11,1240,4&1000002&8,-1,20180006,-1,10180371,1019020.0
372,1019,12,1540,4&1000002&8,-1,20180006,-1,10180372,1019020.0
373,1019,13,1840,4&1000002&8|4&3000019&5,-1,20180006,-1,10180373,1019020.0
374,1019,14,2140,4&1000002&8,-1,20180007,-1,10180374,1019021.0
375,1019,15,2440,4&1000002&8,-1,20180007,-1,10180375,1019021.0
376,1019,16,2740,4&1000002&8|4&3000019&8,-1,20180007,-1,10180376,1019021.0
377,1019,17,3040,4&1000002&8,-1,20180008,-1,10180377,1019022.0
378,1019,18,3340,4&1000002&8,-1,20180008,-1,10180378,1019022.0
379,1019,19,3640,4&1000002&8|4&3000019&8,-1,20180008,-1,10180379,1019022.0
380,1019,20,-1,-1,-1,20180009,-1,10180380,1019023.0
381,1020,1,5,4&1000002&5|4&3000020&3,-1,20180001,-1,10180381,1020015.0
382,1020,2,15,4&1000002&5,-1,20180002,-1,10180382,1020016.0
383,1020,3,30,4&1000002&5|4&3000020&3,-1,20180002,-1,10180383,1020016.0
384,1020,4,80,4&1000002&5,-1,20180003,-1,10180384,1020017.0
385,1020,5,160,4&1000002&5|4&3000020&3,-1,20180003,-1,10180385,1020017.0
386,1020,6,280,4&1000002&5,-1,20180004,-1,10180386,1020018.0
387,1020,7,440,4&1000002&5|4&3000020&5,-1,20180004,-1,10180387,1020018.0
388,1020,8,640,4&1000002&5,-1,20180005,-1,10180388,1020019.0
389,1020,9,840,4&1000002&5,-1,20180005,-1,10180389,1020019.0
390,1020,10,1040,4&1000002&5|4&3000020&5,-1,20180005,-1,10180390,1020019.0
391,1020,11,1240,4&1000002&5,-1,20180006,-1,10180391,1020020.0
392,1020,12,1540,4&1000002&5,-1,20180006,-1,10180392,1020020.0
393,1020,13,1840,4&1000002&5|4&3000020&5,-1,20180006,-1,10180393,1020020.0
394,1020,14,2140,4&1000002&5,-1,20180007,-1,10180394,1020021.0
395,1020,15,2440,4&1000002&5,-1,20180007,-1,10180395,1020021.0
396,1020,16,2740,4&1000002&5|4&3000020&8,-1,20180007,-1,10180396,1020021.0
397,1020,17,3040,4&1000002&5,-1,20180008,-1,10180397,1020022.0
398,1020,18,3340,4&1000002&5,-1,20180008,-1,10180398,1020022.0
399,1020,19,3640,4&1000002&5|4&3000020&8,-1,20180008,-1,10180399,1020022.0
400,1020,20,-1,-1,-1,20180009,-1,10180400,1020023.0
401,1021,1,5,4&1000002&10|4&3000021&3,-1,20180001,-1,10180401,1021015.0
402,1021,2,15,4&1000002&10,-1,20180002,-1,10180402,1021016.0
403,1021,3,30,4&1000002&10|4&3000021&3,-1,20180002,-1,10180403,1021016.0
404,1021,4,80,4&1000002&10,-1,20180003,-1,10180404,1021017.0
405,1021,5,160,4&1000002&10|4&3000021&3,-1,20180003,-1,10180405,1021017.0
406,1021,6,280,4&1000002&10,-1,20180004,-1,10180406,1021018.0
407,1021,7,440,4&1000002&10|4&3000021&5,-1,20180004,-1,10180407,1021018.0
408,1021,8,640,4&1000002&10,-1,20180005,-1,10180408,1021019.0
409,1021,9,840,4&1000002&10,-1,20180005,-1,10180409,1021019.0
410,1021,10,1040,4&1000002&10|4&3000021&5,-1,20180005,-1,10180410,1021019.0
411,1021,11,1240,4&1000002&10,-1,20180006,-1,10180411,1021020.0
412,1021,12,1540,4&1000002&10,-1,20180006,-1,10180412,1021020.0
413,1021,13,1840,4&1000002&10|4&3000021&5,-1,20180006,-1,10180413,1021020.0
414,1021,14,2140,4&1000002&10,-1,20180007,-1,10180414,1021021.0
415,1021,15,2440,4&1000002&10,-1,20180007,-1,10180415,1021021.0
416,1021,16,2740,4&1000002&10|4&3000021&8,-1,20180007,-1,10180416,1021021.0
417,1021,17,3040,4&1000002&10,-1,20180008,-1,10180417,1021022.0
418,1021,18,3340,4&1000002&10,-1,20180008,-1,10180418,1021022.0
419,1021,19,3640,4&1000002&10|4&3000021&8,-1,20180008,-1,10180419,1021022.0
420,1021,20,-1,-1,-1,20180009,-1,10180420,1021023.0
421,1022,1,5,4&1000002&10|4&3000022&3,-1,20180001,-1,10180421,1022015.0
422,1022,2,15,4&1000002&10,-1,20180002,-1,10180422,1022016.0
423,1022,3,30,4&1000002&10|4&3000022&3,-1,20180002,-1,10180423,1022016.0
424,1022,4,80,4&1000002&10,-1,20180003,-1,10180424,1022017.0
425,1022,5,160,4&1000002&10|4&3000022&3,-1,20180003,-1,10180425,1022017.0
426,1022,6,280,4&1000002&10,-1,20180004,-1,10180426,1022018.0
427,1022,7,440,4&1000002&10|4&3000022&5,-1,20180004,-1,10180427,1022018.0
428,1022,8,640,4&1000002&10,-1,20180005,-1,10180428,1022019.0
429,1022,9,840,4&1000002&10,-1,20180005,-1,10180429,1022019.0
430,1022,10,1040,4&1000002&10|4&3000022&5,-1,20180005,-1,10180430,1022019.0
431,1022,11,1240,4&1000002&10,-1,20180006,-1,10180431,1022020.0
432,1022,12,1540,4&1000002&10,-1,20180006,-1,10180432,1022020.0
433,1022,13,1840,4&1000002&10|4&3000022&5,-1,20180006,-1,10180433,1022020.0
434,1022,14,2140,4&1000002&10,-1,20180007,-1,10180434,1022021.0
435,1022,15,2440,4&1000002&10,-1,20180007,-1,10180435,1022021.0
436,1022,16,2740,4&1000002&10|4&3000022&8,-1,20180007,-1,10180436,1022021.0
437,1022,17,3040,4&1000002&10,-1,20180008,-1,10180437,1022022.0
438,1022,18,3340,4&1000002&10,-1,20180008,-1,10180438,1022022.0
439,1022,19,3640,4&1000002&10|4&3000022&8,-1,20180008,-1,10180439,1022022.0
440,1022,20,-1,-1,-1,20180009,-1,10180440,1022023.0
441,1023,1,5,4&1000002&10|4&3000023&3,-1,20180001,-1,10180441,1023015.0
442,1023,2,15,4&1000002&10,-1,20180002,-1,10180442,1023016.0
443,1023,3,30,4&1000002&10|4&3000023&3,-1,20180002,-1,10180443,1023016.0
444,1023,4,80,4&1000002&10,-1,20180003,-1,10180444,1023017.0
445,1023,5,160,4&1000002&10|4&3000023&3,-1,20180003,-1,10180445,1023017.0
446,1023,6,280,4&1000002&10,-1,20180004,-1,10180446,1023018.0
447,1023,7,440,4&1000002&10|4&3000023&5,-1,20180004,-1,10180447,1023018.0
448,1023,8,640,4&1000002&10,-1,20180005,-1,10180448,1023019.0
449,1023,9,840,4&1000002&10,-1,20180005,-1,10180449,1023019.0
450,1023,10,1040,4&1000002&10|4&3000023&5,-1,20180005,-1,10180450,1023019.0
451,1023,11,1240,4&1000002&10,-1,20180006,-1,10180451,1023020.0
452,1023,12,1540,4&1000002&10,-1,20180006,-1,10180452,1023020.0
453,1023,13,1840,4&1000002&10|4&3000023&5,-1,20180006,-1,10180453,1023020.0
454,1023,14,2140,4&1000002&10,-1,20180007,-1,10180454,1023021.0
455,1023,15,2440,4&1000002&10,-1,20180007,-1,10180455,1023021.0
456,1023,16,2740,4&1000002&10|4&3000023&8,-1,20180007,-1,10180456,1023021.0
457,1023,17,3040,4&1000002&10,-1,20180008,-1,10180457,1023022.0
458,1023,18,3340,4&1000002&10,-1,20180008,-1,10180458,1023022.0
459,1023,19,3640,4&1000002&10|4&3000023&8,-1,20180008,-1,10180459,1023022.0
460,1023,20,-1,-1,-1,20180009,-1,10180460,1023023.0
461,1024,1,5,4&1000002&10|4&3000024&3,-1,20180001,-1,10180461,1024015.0
462,1024,2,15,4&1000002&10,-1,20180002,-1,10180462,1024016.0
463,1024,3,30,4&1000002&10|4&3000024&3,-1,20180002,-1,10180463,1024016.0
464,1024,4,80,4&1000002&10,-1,20180003,-1,10180464,1024017.0
465,1024,5,160,4&1000002&10|4&3000024&3,-1,20180003,-1,10180465,1024017.0
466,1024,6,280,4&1000002&10,-1,20180004,-1,10180466,1024018.0
467,1024,7,440,4&1000002&10|4&3000024&5,-1,20180004,-1,10180467,1024018.0
468,1024,8,640,4&1000002&10,-1,20180005,-1,10180468,1024019.0
469,1024,9,840,4&1000002&10,-1,20180005,-1,10180469,1024019.0
470,1024,10,1040,4&1000002&10|4&3000024&5,-1,20180005,-1,10180470,1024019.0
471,1024,11,1240,4&1000002&10,-1,20180006,-1,10180471,1024020.0
472,1024,12,1540,4&1000002&10,-1,20180006,-1,10180472,1024020.0
473,1024,13,1840,4&1000002&10|4&3000024&5,-1,20180006,-1,10180473,1024020.0
474,1024,14,2140,4&1000002&10,-1,20180007,-1,10180474,1024021.0
475,1024,15,2440,4&1000002&10,-1,20180007,-1,10180475,1024021.0
476,1024,16,2740,4&1000002&10|4&3000024&8,-1,20180007,-1,10180476,1024021.0
477,1024,17,3040,4&1000002&10,-1,20180008,-1,10180477,1024022.0
478,1024,18,3340,4&1000002&10,-1,20180008,-1,10180478,1024022.0
479,1024,19,3640,4&1000002&10|4&3000024&8,-1,20180008,-1,10180479,1024022.0
480,1024,20,-1,-1,-1,20180009,-1,10180480,1024023.0
481,1025,1,5,4&1000002&10|4&3000025&3,-1,20180001,-1,10180481,1025015.0
482,1025,2,15,4&1000002&10,-1,20180002,-1,10180482,1025016.0
483,1025,3,30,4&1000002&10|4&3000025&3,-1,20180002,-1,10180483,1025016.0
484,1025,4,80,4&1000002&10,-1,20180003,-1,10180484,1025017.0
485,1025,5,160,4&1000002&10|4&3000025&3,-1,20180003,-1,10180485,1025017.0
486,1025,6,280,4&1000002&10,-1,20180004,-1,10180486,1025018.0
487,1025,7,440,4&1000002&10|4&3000025&5,-1,20180004,-1,10180487,1025018.0
488,1025,8,640,4&1000002&10,-1,20180005,-1,10180488,1025019.0
489,1025,9,840,4&1000002&10,-1,20180005,-1,10180489,1025019.0
490,1025,10,1040,4&1000002&10|4&3000025&5,-1,20180005,-1,10180490,1025019.0
491,1025,11,1240,4&1000002&10,-1,20180006,-1,10180491,1025020.0
492,1025,12,1540,4&1000002&10,-1,20180006,-1,10180492,1025020.0
493,1025,13,1840,4&1000002&10|4&3000025&5,-1,20180006,-1,10180493,1025020.0
494,1025,14,2140,4&1000002&10,-1,20180007,-1,10180494,1025021.0
495,1025,15,2440,4&1000002&10,-1,20180007,-1,10180495,1025021.0
496,1025,16,2740,4&1000002&10|4&3000025&8,-1,20180007,-1,10180496,1025021.0
497,1025,17,3040,4&1000002&10,-1,20180008,-1,10180497,1025022.0
498,1025,18,3340,4&1000002&10,-1,20180008,-1,10180498,1025022.0
499,1025,19,3640,4&1000002&10|4&3000025&8,-1,20180008,-1,10180499,1025022.0
500,1025,20,-1,-1,-1,20180009,-1,10180500,1025023.0
541,1028,1,5,4&1000002&8|4&3000028&3,-1,20180001,-1,10180541,1028015.0
542,1028,2,15,4&1000002&8,-1,20180002,-1,10180542,1028016.0
543,1028,3,30,4&1000002&8|4&3000028&3,-1,20180002,-1,10180543,1028016.0
544,1028,4,80,4&1000002&8,-1,20180003,-1,10180544,1028017.0
545,1028,5,160,4&1000002&8|4&3000028&3,-1,20180003,-1,10180545,1028017.0
546,1028,6,280,4&1000002&8,-1,20180004,-1,10180546,1028018.0
547,1028,7,440,4&1000002&8|4&3000028&5,-1,20180004,-1,10180547,1028018.0
548,1028,8,640,4&1000002&8,-1,20180005,-1,10180548,1028019.0
549,1028,9,840,4&1000002&8,-1,20180005,-1,10180549,1028019.0
550,1028,10,1040,4&1000002&8|4&3000028&5,-1,20180005,-1,10180550,1028019.0
551,1028,11,1240,4&1000002&8,-1,20180006,-1,10180551,1028020.0
552,1028,12,1540,4&1000002&8,-1,20180006,-1,10180552,1028020.0
553,1028,13,1840,4&1000002&8|4&3000028&5,-1,20180006,-1,10180553,1028020.0
554,1028,14,2140,4&1000002&8,-1,20180007,-1,10180554,1028021.0
555,1028,15,2440,4&1000002&8,-1,20180007,-1,10180555,1028021.0
556,1028,16,2740,4&1000002&8|4&3000028&8,-1,20180007,-1,10180556,1028021.0
557,1028,17,3040,4&1000002&8,-1,20180008,-1,10180557,1028022.0
558,1028,18,3340,4&1000002&8,-1,20180008,-1,10180558,1028022.0
559,1028,19,3640,4&1000002&8|4&3000028&8,-1,20180008,-1,10180559,1028022.0
560,1028,20,-1,-1,-1,20180009,-1,10180560,1028023.0
581,1030,1,5,4&1000002&8|4&3000030&3,-1,20180001,-1,10180581,1030015.0
582,1030,2,15,4&1000002&8,-1,20180002,-1,10180582,1030016.0
583,1030,3,30,4&1000002&8|4&3000030&3,-1,20180002,-1,10180583,1030016.0
584,1030,4,80,4&1000002&8,-1,20180003,-1,10180584,1030017.0
585,1030,5,160,4&1000002&8|4&3000030&3,-1,20180003,-1,10180585,1030017.0
586,1030,6,280,4&1000002&8,-1,20180004,-1,10180586,1030018.0
587,1030,7,440,4&1000002&8|4&3000030&5,-1,20180004,-1,10180587,1030018.0
588,1030,8,640,4&1000002&8,-1,20180005,-1,10180588,1030019.0
589,1030,9,840,4&1000002&8,-1,20180005,-1,10180589,1030019.0
590,1030,10,1040,4&1000002&8|4&3000030&5,-1,20180005,-1,10180590,1030019.0
591,1030,11,1240,4&1000002&8,-1,20180006,-1,10180591,1030020.0
592,1030,12,1540,4&1000002&8,-1,20180006,-1,10180592,1030020.0
593,1030,13,1840,4&1000002&8|4&3000030&5,-1,20180006,-1,10180593,1030020.0
594,1030,14,2140,4&1000002&8,-1,20180007,-1,10180594,1030021.0
595,1030,15,2440,4&1000002&8,-1,20180007,-1,10180595,1030021.0
596,1030,16,2740,4&1000002&8|4&3000030&8,-1,20180007,-1,10180596,1030021.0
597,1030,17,3040,4&1000002&8,-1,20180008,-1,10180597,1030022.0
598,1030,18,3340,4&1000002&8,-1,20180008,-1,10180598,1030022.0
599,1030,19,3640,4&1000002&8|4&3000030&8,-1,20180008,-1,10180599,1030022.0
600,1030,20,-1,-1,-1,20180009,-1,10180600,1030023.0
601,1031,1,5,4&1000002&10|4&3000031&3,-1,20180001,-1,10180601,1031015.0
602,1031,2,15,4&1000002&10,-1,20180002,-1,10180602,1031016.0
603,1031,3,30,4&1000002&10|4&3000031&3,-1,20180002,-1,10180603,1031016.0
604,1031,4,80,4&1000002&10,-1,20180003,-1,10180604,1031017.0
605,1031,5,160,4&1000002&10|4&3000031&3,-1,20180003,-1,10180605,1031017.0
606,1031,6,280,4&1000002&10,-1,20180004,-1,10180606,1031018.0
607,1031,7,440,4&1000002&10|4&3000031&5,-1,20180004,-1,10180607,1031018.0
608,1031,8,640,4&1000002&10,-1,20180005,-1,10180608,1031019.0
609,1031,9,840,4&1000002&10,-1,20180005,-1,10180609,1031019.0
610,1031,10,1040,4&1000002&10|4&3000031&5,-1,20180005,-1,10180610,1031019.0
611,1031,11,1240,4&1000002&10,-1,20180006,-1,10180611,1031020.0
612,1031,12,1540,4&1000002&10,-1,20180006,-1,10180612,1031020.0
613,1031,13,1840,4&1000002&10|4&3000031&5,-1,20180006,-1,10180613,1031020.0
614,1031,14,2140,4&1000002&10,-1,20180007,-1,10180614,1031021.0
615,1031,15,2440,4&1000002&10,-1,20180007,-1,10180615,1031021.0
616,1031,16,2740,4&1000002&10|4&3000031&8,-1,20180007,-1,10180616,1031021.0
617,1031,17,3040,4&1000002&10,-1,20180008,-1,10180617,1031022.0
618,1031,18,3340,4&1000002&10,-1,20180008,-1,10180618,1031022.0
619,1031,19,3640,4&1000002&10|4&3000031&8,-1,20180008,-1,10180619,1031022.0
620,1031,20,-1,-1,-1,20180009,-1,10180620,1031023.0
681,1035,1,5,4&1000002&10|4&3000035&3,-1,20180001,-1,10180681,1035015.0
682,1035,2,15,4&1000002&10,-1,20180002,-1,10180682,1035016.0
683,1035,3,30,4&1000002&10|4&3000035&3,-1,20180002,-1,10180683,1035016.0
684,1035,4,80,4&1000002&10,-1,20180003,-1,10180684,1035017.0
685,1035,5,160,4&1000002&10|4&3000035&3,-1,20180003,-1,10180685,1035017.0
686,1035,6,280,4&1000002&10,-1,20180004,-1,10180686,1035018.0
687,1035,7,440,4&1000002&10|4&3000035&5,-1,20180004,-1,10180687,1035018.0
688,1035,8,640,4&1000002&10,-1,20180005,-1,10180688,1035019.0
689,1035,9,840,4&1000002&10,-1,20180005,-1,10180689,1035019.0
690,1035,10,1040,4&1000002&10|4&3000035&5,-1,20180005,-1,10180690,1035019.0
691,1035,11,1240,4&1000002&10,-1,20180006,-1,10180691,1035020.0
692,1035,12,1540,4&1000002&10,-1,20180006,-1,10180692,1035020.0
693,1035,13,1840,4&1000002&10|4&3000035&5,-1,20180006,-1,10180693,1035020.0
694,1035,14,2140,4&1000002&10,-1,20180007,-1,10180694,1035021.0
695,1035,15,2440,4&1000002&10,-1,20180007,-1,10180695,1035021.0
696,1035,16,2740,4&1000002&10|4&3000035&8,-1,20180007,-1,10180696,1035021.0
697,1035,17,3040,4&1000002&10,-1,20180008,-1,10180697,1035022.0
698,1035,18,3340,4&1000002&10,-1,20180008,-1,10180698,1035022.0
699,1035,19,3640,4&1000002&10|4&3000035&8,-1,20180008,-1,10180699,1035022.0
700,1035,20,-1,-1,-1,20180009,-1,10180700,1035023.0
701,1036,1,5,4&1000002&8|4&3000036&3,-1,20180001,-1,10180701,1036015.0
702,1036,2,15,4&1000002&8,-1,20180002,-1,10180702,1020016.0
703,1036,3,30,4&1000002&8|4&3000036&3,-1,20180002,-1,10180703,1020016.0
704,1036,4,80,4&1000002&8,-1,20180003,-1,10180704,1036017.0
705,1036,5,160,4&1000002&8|4&3000036&3,-1,20180003,-1,10180705,1036017.0
706,1036,6,280,4&1000002&8,-1,20180004,-1,10180706,1036018.0
707,1036,7,440,4&1000002&8|4&3000036&5,-1,20180004,-1,10180707,1036018.0
708,1036,8,640,4&1000002&8,-1,20180005,-1,10180708,1036019.0
709,1036,9,840,4&1000002&8,-1,20180005,-1,10180709,1036019.0
710,1036,10,1040,4&1000002&8|4&3000036&5,-1,20180005,-1,10180710,1036019.0
711,1036,11,1240,4&1000002&8,-1,20180006,-1,10180711,1036020.0
712,1036,12,1540,4&1000002&8,-1,20180006,-1,10180712,1036020.0
713,1036,13,1840,4&1000002&8|4&3000036&5,-1,20180006,-1,10180713,1036020.0
714,1036,14,2140,4&1000002&8,-1,20180007,-1,10180714,1036021.0
715,1036,15,2440,4&1000002&8,-1,20180007,-1,10180715,1036021.0
716,1036,16,2740,4&1000002&8|4&3000036&8,-1,20180007,-1,10180716,1036021.0
717,1036,17,3040,4&1000002&8,-1,20180008,-1,10180717,1036022.0
718,1036,18,3340,4&1000002&8,-1,20180008,-1,10180718,1036022.0
719,1036,19,3640,4&1000002&8|4&3000036&8,-1,20180008,-1,10180719,1036022.0
720,1036,20,-1,-1,-1,20180009,-1,10180720,1036023.0
741,1038,1,5,4&1000002&8|4&3000038&3,-1,20180001,-1,10180741,1038015.0
742,1038,2,15,4&1000002&8,-1,20180002,-1,10180742,1038016.0
743,1038,3,30,4&1000002&8|4&3000038&3,-1,20180002,-1,10180743,1038016.0
744,1038,4,80,4&1000002&8,-1,20180003,-1,10180744,1038017.0
745,1038,5,160,4&1000002&8|4&3000038&3,-1,20180003,-1,10180745,1038017.0
746,1038,6,280,4&1000002&8,-1,20180004,-1,10180746,1038018.0
747,1038,7,440,4&1000002&8|4&3000038&5,-1,20180004,-1,10180747,1038018.0
748,1038,8,640,4&1000002&8,-1,20180005,-1,10180748,1038019.0
749,1038,9,840,4&1000002&8,-1,20180005,-1,10180749,1038019.0
750,1038,10,1040,4&1000002&8|4&3000038&5,-1,20180005,-1,10180750,1038019.0
751,1038,11,1240,4&1000002&8,-1,20180006,-1,10180751,1038020.0
752,1038,12,1540,4&1000002&8,-1,20180006,-1,10180752,1038020.0
753,1038,13,1840,4&1000002&8|4&3000038&5,-1,20180006,-1,10180753,1038020.0
754,1038,14,2140,4&1000002&8,-1,20180007,-1,10180754,1038021.0
755,1038,15,2440,4&1000002&8,-1,20180007,-1,10180755,1038021.0
756,1038,16,2740,4&1000002&8|4&3000038&8,-1,20180007,-1,10180756,1038021.0
757,1038,17,3040,4&1000002&8,-1,20180008,-1,10180757,1038022.0
758,1038,18,3340,4&1000002&8,-1,20180008,-1,10180758,1038022.0
759,1038,19,3640,4&1000002&8|4&3000038&8,-1,20180008,-1,10180759,1038022.0
760,1038,20,-1,-1,-1,20180009,-1,10180760,1038023.0
761,1039,1,5,4&1000002&5|4&3000039&3,-1,20180001,-1,10180761,1039015.0
762,1039,2,15,4&1000002&5,-1,20180002,-1,10180762,1039016.0
763,1039,3,30,4&1000002&5|4&3000039&3,-1,20180002,-1,10180763,1039016.0
764,1039,4,80,4&1000002&5,-1,20180003,-1,10180764,1039017.0
765,1039,5,160,4&1000002&5|4&3000039&3,-1,20180003,-1,10180765,1039017.0
766,1039,6,280,4&1000002&5,-1,20180004,-1,10180766,1039018.0
767,1039,7,440,4&1000002&5|4&3000039&5,-1,20180004,-1,10180767,1039018.0
768,1039,8,640,4&1000002&5,-1,20180005,-1,10180768,1039019.0
769,1039,9,840,4&1000002&5,-1,20180005,-1,10180769,1039019.0
770,1039,10,1040,4&1000002&5|4&3000039&5,-1,20180005,-1,10180770,1039019.0
771,1039,11,1240,4&1000002&5,-1,20180006,-1,10180771,1039020.0
772,1039,12,1540,4&1000002&5,-1,20180006,-1,10180772,1039020.0
773,1039,13,1840,4&1000002&5|4&3000039&5,-1,20180006,-1,10180773,1039020.0
774,1039,14,2140,4&1000002&5,-1,20180007,-1,10180774,1039021.0
775,1039,15,2440,4&1000002&5,-1,20180007,-1,10180775,1039021.0
776,1039,16,2740,4&1000002&5|4&3000039&8,-1,20180007,-1,10180776,1039021.0
777,1039,17,3040,4&1000002&5,-1,20180008,-1,10180777,1039022.0
778,1039,18,3340,4&1000002&5,-1,20180008,-1,10180778,1039022.0
779,1039,19,3640,4&1000002&5|4&3000039&8,-1,20180008,-1,10180779,1039022.0
780,1039,20,-1,-1,-1,20180009,-1,10180780,1039023.0
821,1042,1,5,4&1000002&8|4&3000042&3,-1,20180001,-1,10180821,1042015.0
822,1042,2,15,4&1000002&8,-1,20180002,-1,10180822,1042016.0
823,1042,3,30,4&1000002&8|4&3000042&3,-1,20180002,-1,10180823,1042016.0
824,1042,4,80,4&1000002&8,-1,20180003,-1,10180824,1042017.0
825,1042,5,160,4&1000002&8|4&3000042&3,-1,20180003,-1,10180825,1042017.0
826,1042,6,280,4&1000002&8,-1,20180004,-1,10180826,1042018.0
827,1042,7,440,4&1000002&8|4&3000042&5,-1,20180004,-1,10180827,1042018.0
828,1042,8,640,4&1000002&8,-1,20180005,-1,10180828,1042019.0
829,1042,9,840,4&1000002&8,-1,20180005,-1,10180829,1042019.0
830,1042,10,1040,4&1000002&8|4&3000042&5,-1,20180005,-1,10180830,1042019.0
831,1042,11,1240,4&1000002&8,-1,20180006,-1,10180831,1042020.0
832,1042,12,1540,4&1000002&8,-1,20180006,-1,10180832,1042020.0
833,1042,13,1840,4&1000002&8|4&3000042&5,-1,20180006,-1,10180833,1042020.0
834,1042,14,2140,4&1000002&8,-1,20180007,-1,10180834,1042021.0
835,1042,15,2440,4&1000002&8,-1,20180007,-1,10180835,1042021.0
836,1042,16,2740,4&1000002&8|4&3000042&8,-1,20180007,-1,10180836,1042021.0
837,1042,17,3040,4&1000002&8,-1,20180008,-1,10180837,1042022.0
838,1042,18,3340,4&1000002&8,-1,20180008,-1,10180838,1042022.0
839,1042,19,3640,4&1000002&8|4&3000042&8,-1,20180008,-1,10180839,1042022.0
840,1042,20,-1,-1,-1,20180009,-1,10180840,1042023.0
861,1044,1,5,4&1000002&10|4&3000044&3,-1,20180001,-1,10180861,1044015.0
862,1044,2,15,4&1000002&10,-1,20180002,-1,10180862,1044016.0
863,1044,3,30,4&1000002&10|4&3000044&3,-1,20180002,-1,10180863,1044016.0
864,1044,4,80,4&1000002&10,-1,20180003,-1,10180864,1044017.0
865,1044,5,160,4&1000002&10|4&3000044&3,-1,20180003,-1,10180865,1044017.0
866,1044,6,280,4&1000002&10,-1,20180004,-1,10180866,1044018.0
867,1044,7,440,4&1000002&10|4&3000044&5,-1,20180004,-1,10180867,1044018.0
868,1044,8,640,4&1000002&10,-1,20180005,-1,10180868,1044019.0
869,1044,9,840,4&1000002&10,-1,20180005,-1,10180869,1044019.0
870,1044,10,1040,4&1000002&10|4&3000044&5,-1,20180005,-1,10180870,1044019.0
871,1044,11,1240,4&1000002&10,-1,20180006,-1,10180871,1044020.0
872,1044,12,1540,4&1000002&10,-1,20180006,-1,10180872,1044020.0
873,1044,13,1840,4&1000002&10|4&3000044&5,-1,20180006,-1,10180873,1044020.0
874,1044,14,2140,4&1000002&10,-1,20180007,-1,10180874,1044021.0
875,1044,15,2440,4&1000002&10,-1,20180007,-1,10180875,1044021.0
876,1044,16,2740,4&1000002&10|4&3000044&8,-1,20180007,-1,10180876,1044021.0
877,1044,17,3040,4&1000002&10,-1,20180008,-1,10180877,1044022.0
878,1044,18,3340,4&1000002&10,-1,20180008,-1,10180878,1044022.0
879,1044,19,3640,4&1000002&10|4&3000044&8,-1,20180008,-1,10180879,1044022.0
880,1044,20,-1,-1,-1,20180009,-1,10180880,1044023.0
881,1045,1,5,4&1000002&8|4&3000045&3,-1,20180001,-1,10180881,1045015.0
882,1045,2,15,4&1000002&8,-1,20180002,-1,10180882,1045016.0
883,1045,3,30,4&1000002&8|4&3000045&3,-1,20180002,-1,10180883,1045016.0
884,1045,4,80,4&1000002&8,-1,20180003,-1,10180884,1045017.0
885,1045,5,160,4&1000002&8|4&3000045&3,-1,20180003,-1,10180885,1045017.0
886,1045,6,280,4&1000002&8,-1,20180004,-1,10180886,1045018.0
