id,类型,等级,最终生命,最终攻击,最终防御,擦弹分,死亡分数,神火,时间
id,enemy_type,level,hp,atk,def,cadan,die_Score,gf,add_time
int,int,int,number,number,number,number,number,array_|,number
484,5,84,1077602,16284,13569,13000,215000,0.07|2,0
485,5,85,1077602,16284,13569,13000,215000,0.07|2,0
486,5,86,1077602,16284,13569,13000,215000,0.07|2,0
487,5,87,1077602,16284,13569,13000,215000,0.07|2,0
488,5,88,1077602,16284,13569,13000,215000,0.07|2,0
489,5,89,1077602,16284,13569,13000,215000,0.07|2,0
490,5,90,1077602,16284,13569,13000,215000,0.07|2,0
491,5,91,1077602,16284,13569,13000,215000,0.07|2,0
492,5,92,1077602,16284,13569,13000,215000,0.07|2,0
493,5,93,1090057,16497,13749,13000,215000,0.07|2,0
494,5,94,1102657,16713,13926,13000,215000,0.07|2,0
495,5,95,1102657,16713,13926,13000,215000,0.07|2,0
496,5,96,1102657,16713,13926,13000,215000,0.07|2,0
497,5,97,1102657,16713,13926,13000,215000,0.07|2,0
498,5,98,1102657,16713,13926,13000,215000,0.07|2,0
499,5,99,1102657,16713,13926,13000,215000,0.07|2,0
500,5,100,1102657,16713,13926,13000,215000,0.07|2,0
501,6,1,11816,603,504,250,4000,0.07|2,0
502,6,2,13800,654,546,250,4000,0.07|2,0
503,6,3,17544,729,609,250,4000,0.07|2,0
504,6,4,20152,780,651,250,4000,0.07|2,0
505,6,5,22920,831,693,250,4000,0.07|2,0
506,6,6,27512,882,735,250,4000,0.07|2,0
507,6,7,31664,954,795,250,4000,0.07|2,0
508,6,8,35368,1005,837,250,4000,0.07|2,0
509,6,9,41488,1056,879,250,4000,0.07|2,0
510,6,10,64288,1602,1335,250,4000,0.07|2,0
511,6,11,70096,1653,1377,250,4000,0.07|2,0
512,6,12,80752,1704,1419,250,4000,0.07|2,0
513,6,13,87528,1752,1461,250,4000,0.07|2,0
514,6,14,94664,1803,1503,250,4000,0.07|2,0
515,6,15,107480,1854,1545,250,4000,0.07|2,0
516,6,16,115744,1905,1587,250,4000,0.07|2,0
517,6,17,124400,1956,1629,250,4000,0.07|2,0
518,6,18,140248,2004,1671,250,4000,0.07|2,0
519,6,19,150200,2055,1713,250,4000,0.07|2,0
520,6,20,177152,2346,1956,250,4000,0.07|2,0
521,6,21,196912,2397,1998,1875,4000,0.07|2,0
522,6,22,209560,2448,2040,1875,4000,0.07|2,0
523,6,23,222608,2499,2082,1875,4000,0.07|2,0
524,6,24,247616,2550,2124,1875,4000,0.07|2,0
525,6,25,262296,2601,2169,1875,4000,0.07|2,0
526,6,26,277600,2652,2211,1875,4000,0.07|2,0
527,6,27,305664,2703,2253,1875,4000,0.07|2,0
528,6,28,322936,2754,2295,1875,4000,0.07|2,0
529,6,29,340672,2805,2337,1875,4000,0.07|2,0
530,6,30,404456,3114,2595,1875,4000,0.07|2,0
531,6,31,425264,3165,2637,1875,4000,0.07|2,0
532,6,32,700056,5301,4419,1875,4000,0.07|2,0
533,6,33,773056,5454,4545,1875,4000,0.07|2,0
534,6,34,806128,5505,4590,1875,4000,0.07|2,0
535,6,35,840608,5559,4632,1875,4000,0.07|2,0
536,6,36,909984,5610,4674,1875,4000,0.07|2,0
537,6,37,947096,5661,4719,1875,4000,0.07|2,0
538,6,38,985520,5712,4761,1875,4000,0.07|2,0
539,6,39,1064160,5763,4803,1875,4000,0.07|2,0
540,6,40,1212200,6444,5370,1875,30000,0.07|2,0
541,6,41,1258536,6495,5412,6250,30000,0.07|2,0
542,6,42,1347584,6549,5457,6250,30000,0.07|2,0
543,6,43,1397472,6600,5502,6250,30000,0.07|2,0
544,6,44,1448696,6654,5544,6250,30000,0.07|2,0
545,6,45,1555968,6705,5589,6250,30000,0.07|2,0
546,6,46,1611488,6756,5631,6250,30000,0.07|2,0
547,6,47,1668008,6810,5676,6250,30000,0.07|2,0
548,6,48,1779584,6864,5718,6250,30000,0.07|2,0
549,6,49,1840048,6915,5763,6250,30000,0.07|2,0
550,6,50,2209960,8241,6870,6250,30000,0.07|2,0
551,6,51,2362960,8295,6915,6250,30000,0.07|2,0
552,6,52,2438936,8349,6957,6250,30000,0.07|2,0
553,6,53,2571504,8613,7179,6250,30000,0.07|2,0
554,6,54,2731312,8667,7221,6250,30000,0.07|2,0
555,6,55,2814904,8718,7266,6250,30000,0.07|2,0
556,6,56,2900056,8772,7311,6250,30000,0.07|2,0
557,6,57,3074832,8826,7356,6250,30000,0.07|2,0
558,6,58,3166248,8880,7401,6250,30000,0.07|2,0
559,6,59,3259704,8934,7443,6250,30000,0.07|2,0
560,6,60,4002264,10959,9135,6250,100000,0.07|2,0
561,6,61,4113408,11013,9180,9250,100000,0.07|2,0
562,6,62,4226800,11067,9222,9250,100000,0.07|2,0
563,6,63,4341712,11121,9267,9250,100000,0.07|2,0
564,6,64,4457960,11175,9312,9250,100000,0.07|2,0
565,6,65,4576656,11229,9357,9250,100000,0.07|2,0
566,6,66,4697264,11283,9402,9250,100000,0.07|2,0
567,6,67,4819224,11337,9447,9250,100000,0.07|2,0
568,6,68,4943712,11391,9492,9250,100000,0.07|2,0
569,6,69,5069528,11442,9537,9250,100000,0.07|2,0
570,6,70,6026600,13578,11316,9250,150000,0.07|2,0
571,6,71,6173792,13632,11361,13000,150000,0.07|2,0
572,6,72,6323160,13686,11406,13000,150000,0.07|2,0
573,6,73,6609048,14064,11718,13000,150000,0.07|2,0
574,6,74,6765392,14118,11763,13000,150000,0.07|2,0
575,6,75,6923472,14172,11811,13000,150000,0.07|2,0
576,6,76,7084264,14226,11856,13000,150000,0.07|2,0
577,6,77,7247304,14280,11901,13000,150000,0.07|2,0
578,6,78,7412608,14334,11946,13000,150000,0.07|2,0
579,6,79,7580912,14388,11991,13000,150000,0.07|2,0
580,6,80,8620816,16284,13569,13000,215000,0.07|2,0
581,6,81,8620816,16284,13569,13000,215000,0.07|2,0
582,6,82,8620816,16284,13569,13000,215000,0.07|2,0
583,6,83,8620816,16284,13569,13000,215000,0.07|2,0
584,6,84,8620816,16284,13569,13000,215000,0.07|2,0
585,6,85,8620816,16284,13569,13000,215000,0.07|2,0
586,6,86,8620816,16284,13569,13000,215000,0.07|2,0
587,6,87,8620816,16284,13569,13000,215000,0.07|2,0
588,6,88,8620816,16284,13569,13000,215000,0.07|2,0
589,6,89,8620816,16284,13569,13000,215000,0.07|2,0
590,6,90,8620816,16284,13569,13000,215000,0.07|2,0
591,6,91,8620816,16284,13569,13000,215000,0.07|2,0
592,6,92,8620816,16284,13569,13000,215000,0.07|2,0
593,6,93,8720456,16497,13749,13000,215000,0.07|2,0
594,6,94,8821256,16713,13926,13000,215000,0.07|2,0
595,6,95,8821256,16713,13926,13000,215000,0.07|2,0
596,6,96,8821256,16713,13926,13000,215000,0.07|2,0
597,6,97,8821256,16713,13926,13000,215000,0.07|2,0
598,6,98,8821256,16713,13926,13000,215000,0.07|2,0
599,6,99,8821256,16713,13926,13000,215000,0.07|2,0
600,6,100,8821256,16713,13926,13000,215000,0.07|2,0
601,7,1,148,603,504,250,4000,0.07|2,0
602,7,2,173,654,546,250,4000,0.07|2,0
603,7,3,219,729,609,250,4000,0.07|2,0
604,7,4,252,780,651,250,4000,0.07|2,0
605,7,5,287,831,693,250,4000,0.07|2,0
606,7,6,344,882,735,250,4000,0.07|2,0
607,7,7,396,954,795,250,4000,0.07|2,0
608,7,8,442,1005,837,250,4000,0.07|2,0
609,7,9,519,1056,879,250,4000,0.07|2,0
610,7,10,804,1602,1335,250,4000,0.07|2,0
611,7,11,876,1653,1377,250,4000,0.07|2,0
612,7,12,1009,1704,1419,250,4000,0.07|2,0
613,7,13,1094,1752,1461,250,4000,0.07|2,0
614,7,14,1183,1803,1503,250,4000,0.07|2,0
615,7,15,1344,1854,1545,250,4000,0.07|2,0
616,7,16,1447,1905,1587,250,4000,0.07|2,0
617,7,17,1555,1956,1629,250,4000,0.07|2,0
618,7,18,1753,2004,1671,250,4000,0.07|2,0
619,7,19,1878,2055,1713,250,4000,0.07|2,0
620,7,20,2214,2346,1956,250,4000,0.07|2,0
621,7,21,2461,2397,1998,1875,4000,0.07|2,0
622,7,22,2620,2448,2040,1875,4000,0.07|2,0
623,7,23,2783,2499,2082,1875,4000,0.07|2,0
624,7,24,3095,2550,2124,1875,4000,0.07|2,0
625,7,25,3279,2601,2169,1875,4000,0.07|2,0
626,7,26,3470,2652,2211,1875,4000,0.07|2,0
627,7,27,3821,2703,2253,1875,4000,0.07|2,0
628,7,28,4037,2754,2295,1875,4000,0.07|2,0
629,7,29,4258,2805,2337,1875,4000,0.07|2,0
630,7,30,5056,3114,2595,1875,4000,0.07|2,0
631,7,31,5316,3165,2637,1875,4000,0.07|2,0
632,7,32,8751,5301,4419,1875,4000,0.07|2,0
633,7,33,9663,5454,4545,1875,4000,0.07|2,0
634,7,34,10077,5505,4590,1875,4000,0.07|2,0
635,7,35,10508,5559,4632,1875,4000,0.07|2,0
636,7,36,11375,5610,4674,1875,4000,0.07|2,0
637,7,37,11839,5661,4719,1875,4000,0.07|2,0
638,7,38,12319,5712,4761,1875,4000,0.07|2,0
639,7,39,13302,5763,4803,1875,4000,0.07|2,0
640,7,40,15153,6444,5370,1875,30000,0.07|2,0
641,7,41,15732,6495,5412,6250,30000,0.07|2,0
642,7,42,16845,6549,5457,6250,30000,0.07|2,0
643,7,43,17468,6600,5502,6250,30000,0.07|2,0
644,7,44,18109,6654,5544,6250,30000,0.07|2,0
645,7,45,19450,6705,5589,6250,30000,0.07|2,0
646,7,46,20144,6756,5631,6250,30000,0.07|2,0
647,7,47,20850,6810,5676,6250,30000,0.07|2,0
648,7,48,22245,6864,5718,6250,30000,0.07|2,0
649,7,49,23001,6915,5763,6250,30000,0.07|2,0
650,7,50,27625,8241,6870,6250,30000,0.07|2,0
651,7,51,29537,8295,6915,6250,30000,0.07|2,0
652,7,52,30487,8349,6957,6250,30000,0.07|2,0
653,7,53,32144,8613,7179,6250,30000,0.07|2,0
654,7,54,34141,8667,7221,6250,30000,0.07|2,0
655,7,55,35186,8718,7266,6250,30000,0.07|2,0
656,7,56,36251,8772,7311,6250,30000,0.07|2,0
657,7,57,38435,8826,7356,6250,30000,0.07|2,0
658,7,58,39578,8880,7401,6250,30000,0.07|2,0
659,7,59,40746,8934,7443,6250,30000,0.07|2,0
660,7,60,50028,10959,9135,6250,100000,0.07|2,0
661,7,61,51418,11013,9180,9250,100000,0.07|2,0
662,7,62,52835,11067,9222,9250,100000,0.07|2,0
663,7,63,54271,11121,9267,9250,100000,0.07|2,0
664,7,64,55725,11175,9312,9250,100000,0.07|2,0
665,7,65,57208,11229,9357,9250,100000,0.07|2,0
666,7,66,58716,11283,9402,9250,100000,0.07|2,0
667,7,67,60240,11337,9447,9250,100000,0.07|2,0
668,7,68,61796,11391,9492,9250,100000,0.07|2,0
669,7,69,63369,11442,9537,9250,100000,0.07|2,0
670,7,70,75333,13578,11316,9250,150000,0.07|2,0
671,7,71,77172,13632,11361,13000,150000,0.07|2,0
672,7,72,79040,13686,11406,13000,150000,0.07|2,0
673,7,73,82613,14064,11718,13000,150000,0.07|2,0
674,7,74,84567,14118,11763,13000,150000,0.07|2,0
675,7,75,86543,14172,11811,13000,150000,0.07|2,0
676,7,76,88553,14226,11856,13000,150000,0.07|2,0
677,7,77,90591,14280,11901,13000,150000,0.07|2,0
678,7,78,92658,14334,11946,13000,150000,0.07|2,0
679,7,79,94761,14388,11991,13000,150000,0.07|2,0
680,7,80,107760,16284,13569,13000,215000,0.07|2,0
681,7,81,107760,16284,13569,13000,215000,0.07|2,0
682,7,82,107760,16284,13569,13000,215000,0.07|2,0
683,7,83,107760,16284,13569,13000,215000,0.07|2,0
684,7,84,107760,16284,13569,13000,215000,0.07|2,0
685,7,85,107760,16284,13569,13000,215000,0.07|2,0
686,7,86,107760,16284,13569,13000,215000,0.07|2,0
687,7,87,107760,16284,13569,13000,215000,0.07|2,0
688,7,88,107760,16284,13569,13000,215000,0.07|2,0
689,7,89,107760,16284,13569,13000,215000,0.07|2,0
690,7,90,107760,16284,13569,13000,215000,0.07|2,0
691,7,91,107760,16284,13569,13000,215000,0.07|2,0
692,7,92,107760,16284,13569,13000,215000,0.07|2,0
693,7,93,109006,16497,13749,13000,215000,0.07|2,0
694,7,94,110266,16713,13926,13000,215000,0.07|2,0
695,7,95,110266,16713,13926,13000,215000,0.07|2,0
696,7,96,110266,16713,13926,13000,215000,0.07|2,0
697,7,97,110266,16713,13926,13000,215000,0.07|2,0
698,7,98,110266,16713,13926,13000,215000,0.07|2,0
699,7,99,110266,16713,13926,13000,215000,0.07|2,0
700,7,100,110266,16713,13926,13000,215000,0.07|2,0
701,8,1,2100000000,603,504,250,4000,0.07|2,0
702,8,2,2100000000,654,546,250,4000,0.07|2,0
703,8,3,2100000000,729,609,250,4000,0.07|2,0
704,8,4,2100000000,780,651,250,4000,0.07|2,0
705,8,5,2100000000,831,693,250,4000,0.07|2,0
706,8,6,2100000000,882,735,250,4000,0.07|2,0
707,8,7,2100000000,954,795,250,4000,0.07|2,0
708,8,8,2100000000,1005,837,250,4000,0.07|2,0
709,8,9,2100000000,1056,879,250,4000,0.07|2,0
710,8,10,2100000000,1602,1335,250,4000,0.07|2,0
711,8,11,2100000000,1653,1377,250,4000,0.07|2,0
712,8,12,2100000000,1704,1419,250,4000,0.07|2,0
713,8,13,2100000000,1752,1461,250,4000,0.07|2,0
714,8,14,2100000000,1803,1503,250,4000,0.07|2,0
715,8,15,2100000000,1854,1545,250,4000,0.07|2,0
716,8,16,2100000000,1905,1587,250,4000,0.07|2,0
717,8,17,2100000000,1956,1629,250,4000,0.07|2,0
718,8,18,2100000000,2004,1671,250,4000,0.07|2,0
719,8,19,2100000000,2055,1713,250,4000,0.07|2,0
720,8,20,2100000000,2346,1956,250,4000,0.07|2,0
721,8,21,2100000000,2397,1998,1875,4000,0.07|2,0
722,8,22,2100000000,2448,2040,1875,4000,0.07|2,0
723,8,23,2100000000,2499,2082,1875,4000,0.07|2,0
724,8,24,2100000000,2550,2124,1875,4000,0.07|2,0
725,8,25,2100000000,2601,2169,1875,4000,0.07|2,0
726,8,26,2100000000,2652,2211,1875,4000,0.07|2,0
727,8,27,2100000000,2703,2253,1875,4000,0.07|2,0
728,8,28,2100000000,2754,2295,1875,4000,0.07|2,0
729,8,29,2100000000,2805,2337,1875,4000,0.07|2,0
730,8,30,2100000000,3114,2595,1875,4000,0.07|2,0
731,8,31,2100000000,3165,2637,1875,4000,0.07|2,0
732,8,32,2100000000,5301,4419,1875,4000,0.07|2,0
733,8,33,2100000000,5454,4545,1875,4000,0.07|2,0
734,8,34,2100000000,5505,4590,1875,4000,0.07|2,0
735,8,35,2100000000,5559,4632,1875,4000,0.07|2,0
736,8,36,2100000000,5610,4674,1875,4000,0.07|2,0
737,8,37,2100000000,5661,4719,1875,4000,0.07|2,0
738,8,38,2100000000,5712,4761,1875,4000,0.07|2,0
739,8,39,2100000000,5763,4803,1875,4000,0.07|2,0
740,8,40,2100000000,6444,5370,1875,30000,0.07|2,0
741,8,41,2100000000,6495,5412,6250,30000,0.07|2,0
742,8,42,2100000000,6549,5457,6250,30000,0.07|2,0
743,8,43,2100000000,6600,5502,6250,30000,0.07|2,0
744,8,44,2100000000,6654,5544,6250,30000,0.07|2,0
745,8,45,2100000000,6705,5589,6250,30000,0.07|2,0
746,8,46,2100000000,6756,5631,6250,30000,0.07|2,0
747,8,47,2100000000,6810,5676,6250,30000,0.07|2,0
748,8,48,2100000000,6864,5718,6250,30000,0.07|2,0
749,8,49,2100000000,6915,5763,6250,30000,0.07|2,0
750,8,50,2100000000,8241,6870,6250,30000,0.07|2,0
751,8,51,2100000000,8295,6915,6250,30000,0.07|2,0
752,8,52,2100000000,8349,6957,6250,30000,0.07|2,0
753,8,53,2100000000,8613,7179,6250,30000,0.07|2,0
754,8,54,2100000000,8667,7221,6250,30000,0.07|2,0
755,8,55,2100000000,8718,7266,6250,30000,0.07|2,0
756,8,56,2100000000,8772,7311,6250,30000,0.07|2,0
757,8,57,2100000000,8826,7356,6250,30000,0.07|2,0
758,8,58,2100000000,8880,7401,6250,30000,0.07|2,0
759,8,59,2100000000,8934,7443,6250,30000,0.07|2,0
760,8,60,2100000000,10959,9135,6250,100000,0.07|2,0
761,8,61,2100000000,11013,9180,9250,100000,0.07|2,0
762,8,62,2100000000,11067,9222,9250,100000,0.07|2,0
763,8,63,2100000000,11121,9267,9250,100000,0.07|2,0
764,8,64,2100000000,11175,9312,9250,100000,0.07|2,0
765,8,65,2100000000,11229,9357,9250,100000,0.07|2,0
766,8,66,2100000000,11283,9402,9250,100000,0.07|2,0
767,8,67,2100000000,11337,9447,9250,100000,0.07|2,0
768,8,68,2100000000,11391,9492,9250,100000,0.07|2,0
769,8,69,2100000000,11442,9537,9250,100000,0.07|2,0
770,8,70,2100000000,13578,11316,9250,150000,0.07|2,0
771,8,71,2100000000,13632,11361,13000,150000,0.07|2,0
772,8,72,2100000000,13686,11406,13000,150000,0.07|2,0
773,8,73,2100000000,14064,11718,13000,150000,0.07|2,0
774,8,74,2100000000,14118,11763,13000,150000,0.07|2,0
775,8,75,2100000000,14172,11811,13000,150000,0.07|2,0
776,8,76,2100000000,14226,11856,13000,150000,0.07|2,0
777,8,77,2100000000,14280,11901,13000,150000,0.07|2,0
778,8,78,2100000000,14334,11946,13000,150000,0.07|2,0
779,8,79,2100000000,14388,11991,13000,150000,0.07|2,0
780,8,80,2100000000,16284,13569,13000,215000,0.07|2,0
781,8,81,2100000000,16284,13569,13000,215000,0.07|2,0
782,8,82,2100000000,16284,13569,13000,215000,0.07|2,0
783,8,83,2100000000,16284,13569,13000,215000,0.07|2,0
784,8,84,2100000000,16284,13569,13000,215000,0.07|2,0
785,8,85,2100000000,16284,13569,13000,215000,0.07|2,0
786,8,86,2100000000,16284,13569,13000,215000,0.07|2,0
787,8,87,2100000000,16284,13569,13000,215000,0.07|2,0
788,8,88,2100000000,16284,13569,13000,215000,0.07|2,0
789,8,89,2100000000,16284,13569,13000,215000,0.07|2,0
790,8,90,2100000000,16284,13569,13000,215000,0.07|2,0
791,8,91,2100000000,16284,13569,13000,215000,0.07|2,0
792,8,92,2100000000,16284,13569,13000,215000,0.07|2,0
793,8,93,2100000000,16497,13749,13000,215000,0.07|2,0
794,8,94,2100000000,16713,13926,13000,215000,0.07|2,0
795,8,95,2100000000,16713,13926,13000,215000,0.07|2,0
796,8,96,2100000000,16713,13926,13000,215000,0.07|2,0
797,8,97,2100000000,16713,13926,13000,215000,0.07|2,0
798,8,98,2100000000,16713,13926,13000,215000,0.07|2,0
799,8,99,2100000000,16713,13926,13000,215000,0.07|2,0
800,8,100,2100000000,16713,13926,13000,215000,0.07|2,0
