ID,技能id,技能名称,技能ICON,所属星级,普通击中效果,施法音效(废弃，读最后一列),受击音效,施法屏幕效果,技能描述,施法音效
155,101203,10470410,101203,6,80101201,event:/FightEffect/witch_skill_mustXlsx-101203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101203-HitSound,-1,20470413,1329
156,101301,10470418,101301,1,4001,event:/FightEffect/witch_skill_barrage-101301-PlaySound,event:/FightEffect/witch_skill_barrage-101301-HitSound,-1,20470418,1330
157,101302,10470419,101302,1,666005,event:/FightEffect/witch_skill_barrage-101301-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20470419,1331
158,101303,10470434,101303,1,80101301,event:/FightEffect/witch_skill_mustXlsx-101303-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101303-HitSound,-1,20470434,1332
159,101303,10470434,101303,2,80101301,event:/FightEffect/witch_skill_mustXlsx-101303-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101303-HitSound,-1,20470434,1333
160,101303,10470434,101303,3,80101301,event:/FightEffect/witch_skill_mustXlsx-101303-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101303-HitSound,-1,20470434,1334
161,101303,10470434,101303,4,80101301,event:/FightEffect/witch_skill_mustXlsx-101303-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101303-HitSound,-1,20470435,1335
162,101303,10470434,101303,5,80101301,event:/FightEffect/witch_skill_mustXlsx-101303-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101303-HitSound,-1,20470435,1336
163,101303,10470434,101303,6,80101301,event:/FightEffect/witch_skill_mustXlsx-101303-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101303-HitSound,-1,20470435,1337
164,101401,10470442,101401,1,4001,event:/FightEffect/witch_skill_barrage-101401-PlaySound,event:/FightEffect/witch_skill_barrage-101401-HitSound,-1,20470442,1338
165,101402,10470443,101402,1,667009,event:/FightEffect/witch_skill_barrage-101401-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20470443,1339
166,101403,10470458,101403,1,80101401,event:/FightEffect/witch_skill_mustXlsx-101403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101403-HitSound,-1,20470458,1340
167,101403,10470458,101403,2,80101401,event:/FightEffect/witch_skill_mustXlsx-101403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101403-HitSound,-1,20470458,1341
168,101403,10470458,101403,3,80101401,event:/FightEffect/witch_skill_mustXlsx-101403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101403-HitSound,-1,20470458,1342
169,101403,10470458,101403,4,80101401,event:/FightEffect/witch_skill_mustXlsx-101403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101403-HitSound,-1,20470458,1343
170,101403,10470458,101403,5,80101401,event:/FightEffect/witch_skill_mustXlsx-101403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101403-HitSound,-1,20470458,1344
171,101403,10470458,101403,6,80101401,event:/FightEffect/witch_skill_mustXlsx-101403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101403-HitSound,-1,20470458,1345
172,101501,10470466,101501,1,4005,event:/FightEffect/witch_skill_barrage-101501-PlaySound,event:/FightEffect/witch_skill_barrage-101501-HitSound,-1,20470466,1346
173,101502,10470467,101502,1,667001,event:/FightEffect/witch_skill_barrage-101501-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20470467,1347
174,101541,10470466,101501,1,4005,event:/FightEffect/witch_skill_barrage-101501-PlaySound,event:/FightEffect/witch_skill_barrage-101501-HitSound,-1,20470466,1348
175,101503,10470482,101503,1,80101501,event:/FightEffect/witch_skill_mustXlsx-101503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101503-HitSound,-1,20470482,1349
176,101503,10470482,101503,2,80101501,event:/FightEffect/witch_skill_mustXlsx-101503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101503-HitSound,-1,20470483,1350
177,101503,10470482,101503,3,80101501,event:/FightEffect/witch_skill_mustXlsx-101503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101503-HitSound,-1,20470484,1351
178,101503,10470482,101503,4,80101501,event:/FightEffect/witch_skill_mustXlsx-101503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101503-HitSound,-1,20470484,1352
179,101503,10470482,101503,5,80101501,event:/FightEffect/witch_skill_mustXlsx-101503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101503-HitSound,-1,20470485,1353
180,101503,10470482,101503,6,80101501,event:/FightEffect/witch_skill_mustXlsx-101503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101503-HitSound,-1,20470485,1354
181,101601,10470490,101601,1,4005,event:/FightEffect/witch_skill_barrage-101601-PlaySound,event:/FightEffect/witch_skill_barrage-101601-HitSound,-1,20470490,1355
182,101602,10470491,101602,1,669016,event:/FightEffect/witch_skill_barrage-101601-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20470491,1356
183,101603,10470506,101603,1,80101601,event:/FightEffect/witch_skill_mustXlsx-101603-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101603-HitSound,-1,20470506,1357
184,101603,10470506,101603,2,80101601,event:/FightEffect/witch_skill_mustXlsx-101603-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101603-HitSound,-1,20470506,1358
185,101603,10470506,101603,3,80101601,event:/FightEffect/witch_skill_mustXlsx-101603-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101603-HitSound,-1,20470506,1359
186,101603,10470506,101603,4,80101601,event:/FightEffect/witch_skill_mustXlsx-101603-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101603-HitSound,-1,20470506,1360
187,101603,10470506,101603,5,80101601,event:/FightEffect/witch_skill_mustXlsx-101603-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101603-HitSound,-1,20470506,1361
188,101603,10470506,101603,6,80101601,event:/FightEffect/witch_skill_mustXlsx-101603-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101603-HitSound,-1,20470506,1362
189,101701,10470514,101701,1,4002,event:/FightEffect/witch_skill_barrage-101701-PlaySound,event:/FightEffect/witch_skill_barrage-101701-HitSound,-1,20470514,1363
190,101702,10470515,101702,1,667008,event:/FightEffect/witch_skill_barrage-101701-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20470515,1364
191,101703,10470530,101703,1,80101701,event:/FightEffect/witch_skill_mustXlsx-101703-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101703-HitSound,-1,20470530,1365
192,101703,10470530,101703,2,80101701,event:/FightEffect/witch_skill_mustXlsx-101703-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101703-HitSound,-1,20470530,1366
193,101703,10470530,101703,3,80101701,event:/FightEffect/witch_skill_mustXlsx-101703-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101703-HitSound,-1,20470530,1367
194,101703,10470530,101703,4,80101701,event:/FightEffect/witch_skill_mustXlsx-101703-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101703-HitSound,-1,20470530,1368
195,101703,10470530,101703,5,80101701,event:/FightEffect/witch_skill_mustXlsx-101703-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101703-HitSound,-1,20470531,1369
196,101703,10470530,101703,6,80101701,event:/FightEffect/witch_skill_mustXlsx-101703-10-6-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101703-10-6-HitSound,-1,20470531,1370
197,101801,10470538,101801,1,4005,event:/FightEffect/witch_skill_barrage-101801-PlaySound,event:/FightEffect/witch_skill_barrage-101801-HitSound,-1,20470538,1371
198,101802,10470539,101802,1,667001,event:/FightEffect/witch_skill_barrage-101801-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20470539,1372
199,101803,10470554,101803,1,80101801,event:/FightEffect/witch_skill_mustXlsx-101803-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101803-HitSound,-1,20470554,1373
200,101803,10470554,101803,2,80101801,event:/FightEffect/witch_skill_mustXlsx-101803-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101803-HitSound,-1,20470554,1374
201,101803,10470554,101803,3,80101801,event:/FightEffect/witch_skill_mustXlsx-101803-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101803-HitSound,-1,20470554,1375
202,101803,10470554,101803,4,80101801,event:/FightEffect/witch_skill_mustXlsx-101803-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101803-HitSound,-1,20470555,1376
203,101803,10470554,101803,5,80101801,event:/FightEffect/witch_skill_mustXlsx-101803-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101803-HitSound,-1,20470557,1377
204,101803,10470554,101803,6,80101801,event:/FightEffect/witch_skill_mustXlsx-101803-10-6-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101803-10-6-HitSound,-1,20470557,1378
205,101901,10470562,101901,1,4005,event:/FightEffect/witch_skill_barrage-101901-PlaySound,event:/FightEffect/witch_skill_barrage-101901-HitSound,-1,20470562,1379
206,101902,10470563,101902,1,665001,event:/FightEffect/witch_skill_barrage-101901-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20470563,1380
207,101903,10470578,101903,1,80101901,event:/FightEffect/witch_skill_mustXlsx-101903-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101903-HitSound,1019001,20470578,1381
208,101903,10470578,101903,2,80101901,event:/FightEffect/witch_skill_mustXlsx-101903-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101903-HitSound,1019001,20470578,1382
209,101903,10470578,101903,3,80101901,event:/FightEffect/witch_skill_mustXlsx-101903-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101903-HitSound,1019001,20470578,1383
210,101903,10470578,101903,4,80101901,event:/FightEffect/witch_skill_mustXlsx-101903-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101903-HitSound,1019001,20470578,1384
211,101903,10470578,101903,5,80101901,event:/FightEffect/witch_skill_mustXlsx-101903-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101903-HitSound,1019001,20470578,1385
212,101903,10470578,101903,6,80101901,event:/FightEffect/witch_skill_mustXlsx-101903-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101903-HitSound,1019001,20470578,1386
213,102001,10470586,102001,1,4005,event:/FightEffect/witch_skill_barrage-102001-PlaySound,event:/FightEffect/witch_skill_barrage-102001-HitSound,-1,20470586,1387
214,102002,10470587,102002,1,665009,event:/FightEffect/witch_skill_barrage-102001-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20470587,1388
215,102003,10470602,102003,1,665009,event:/FightEffect/witch_skill_mustXlsx-102003-10-1-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102003-10-1-HitSound,1020001,20470602,1389
216,102003,10470602,102003,2,665009,event:/FightEffect/witch_skill_mustXlsx-102003-10-1-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102003-10-1-HitSound,1020001,20470603,1390
217,102003,10470602,102003,3,665009,event:/FightEffect/witch_skill_mustXlsx-102003-10-1-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102003-10-1-HitSound,1020001,20470603,1391
218,102003,10470602,102003,4,665009,event:/FightEffect/witch_skill_mustXlsx-102003-10-4-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102003-10-4-HitSound,1020001,20470603,1392
219,102003,10470602,102003,5,665009,event:/FightEffect/witch_skill_mustXlsx-102003-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102003-HitSound,1020001,20470604,1393
220,102003,10470602,102003,6,665009,event:/FightEffect/witch_skill_mustXlsx-102003-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102003-HitSound,1020001,20470604,1394
221,102101,10470610,102101,1,4004,event:/FightEffect/witch_skill_barrage-102101-PlaySound,event:/FightEffect/witch_skill_barrage-102101-HitSound,-1,20470610,1395
222,102102,10470611,102102,1,666002,event:/FightEffect/witch_skill_barrage-102101-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20470611,1396
223,102103,10470626,102103,1,80102101,event:/FightEffect/witch_skill_mustXlsx-102103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102103-HitSound,-1,20470626,1397
224,102103,10470626,102103,2,80102101,event:/FightEffect/witch_skill_mustXlsx-102103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102103-HitSound,-1,20470626,1398
225,102103,10470626,102103,3,80102101,event:/FightEffect/witch_skill_mustXlsx-102103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102103-HitSound,-1,20470626,1399
226,102103,10470626,102103,4,80102101,event:/FightEffect/witch_skill_mustXlsx-102103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102103-HitSound,-1,20470626,1400
227,102103,10470626,102103,5,80102101,event:/FightEffect/witch_skill_mustXlsx-102103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102103-HitSound,-1,20470626,1401
228,102103,10470626,102103,6,80102101,event:/FightEffect/witch_skill_mustXlsx-102103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102103-HitSound,-1,20470626,1402
229,10210101,10470610,102101,1,4003,event:/FightEffect/witch_skill_barrage-102101-PlaySound,event:/FightEffect/witch_skill_barrage-102101-HitSound,-1,20470610,1403
230,10210201,10470611,102102,1,666004,event:/FightEffect/witch_skill_barrage-102101-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20470611,1404
231,10210301,10470626,102103,1,665004,event:/FightEffect/witch_skill_mustXlsx-102103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102103-HitSound,-1,20470626,1405
232,10210301,10470626,102103,2,665004,event:/FightEffect/witch_skill_mustXlsx-102103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102103-HitSound,-1,20470626,1406
233,10210301,10470626,102103,3,665004,event:/FightEffect/witch_skill_mustXlsx-102103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102103-HitSound,-1,20470626,1407
234,10210301,10470626,102103,4,665004,event:/FightEffect/witch_skill_mustXlsx-102103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102103-HitSound,-1,20470626,1408
235,10210301,10470626,102103,5,665004,event:/FightEffect/witch_skill_mustXlsx-102103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102103-HitSound,-1,20470626,1409
236,10210301,10470626,102103,6,665004,event:/FightEffect/witch_skill_mustXlsx-102103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102103-HitSound,-1,20470626,1410
237,102201,10470658,102201,1,4002,event:/FightEffect/witch_skill_barrage-102201-PlaySound,event:/FightEffect/witch_skill_barrage-102201-HitSound,-1,20470658,1411
238,102202,10470659,102202,1,666008,event:/FightEffect/witch_skill_barrage-102201-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20470659,1412
239,102203,10470674,102203,1,80102201,event:/FightEffect/witch_skill_mustXlsx-102203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102203-HitSound,-1,20470674,1413
240,102203,10470674,102203,2,80102201,event:/FightEffect/witch_skill_mustXlsx-102203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102203-HitSound,-1,20470674,1414
241,102203,10470674,102203,3,80102201,event:/FightEffect/witch_skill_mustXlsx-102203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102203-HitSound,-1,20470674,1415
242,102203,10470674,102203,4,80102201,event:/FightEffect/witch_skill_mustXlsx-102203-10-4-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102203-10-4-HitSound,-1,20470674,1416
243,102203,10470674,102203,5,80102201,event:/FightEffect/witch_skill_mustXlsx-102203-10-5-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102203-10-5-HitSound,-1,20470674,1417
244,102203,10470674,102203,6,80102201,event:/FightEffect/witch_skill_mustXlsx-102203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102203-HitSound,-1,20470674,1418
245,102253,10470674,102253,4,80102201,event:/FightEffect/witch_skill_mustXlsx-102253-11-4-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102253-11-4-HitSound,-1,20470675,1419
246,102253,10470674,102253,5,80102201,event:/FightEffect/witch_skill_mustXlsx-102253-11-5-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102253-11-5-HitSound,-1,20470675,1420
247,102253,10470674,102253,6,80102201,event:/FightEffect/witch_skill_mustXlsx-102203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102203-HitSound,-1,20470675,1421
248,102254,10470674,102254,6,80102201,event:/FightEffect/witch_skill_mustXlsx-102203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102203-HitSound,-1,20470677,1422
249,10220102,10470682,102201,1,4003,event:/FightEffect/witch_skill_mustXlsx-104503-PlaySound,event:/FightEffect/witch_skill_barrage-104501-HitSound,-1,20470682,1423
250,10220302,10470698,102203,1,6004,event:/FightEffect/witch_skill_mustXlsx-104503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104503-HitSound,-1,20470698,1424
251,102301,10470706,102301,1,4003,event:/FightEffect/witch_skill_barrage-102301-PlaySound,event:/FightEffect/witch_skill_barrage-102301-HitSound,-1,20470706,1425
252,102302,10470707,102302,1,667004,event:/FightEffect/witch_skill_barrage-102301-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20470707,1426
253,102303,10470722,102303,1,80102301,event:/FightEffect/witch_skill_mustXlsx-102303-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102303-HitSound,-1,20470722,1427
254,102303,10470722,102303,2,80102301,event:/FightEffect/witch_skill_mustXlsx-102303-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102303-HitSound,-1,20470722,1428
255,102303,10470722,102303,3,80102301,event:/FightEffect/witch_skill_mustXlsx-102303-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102303-HitSound,-1,20470722,1429
256,102303,10470722,102303,4,80102301,event:/FightEffect/witch_skill_mustXlsx-102303-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102303-HitSound,-1,20470723,1430
257,102303,10470722,102303,5,80102301,event:/FightEffect/witch_skill_mustXlsx-102303-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102303-HitSound,-1,20470724,1431
258,102303,10470722,102303,6,80102301,event:/FightEffect/witch_skill_mustXlsx-102303-10-6-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102303-10-6-HitSound,-1,20470725,1432
259,102353,10470722,102353,6,80102301,event:/FightEffect/witch_skill_mustXlsx-102353-11-6-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102353-11-6-HitSound,-1,20470725,1433
260,102401,10470730,102401,1,4001,event:/FightEffect/witch_skill_barrage-102401-PlaySound,event:/FightEffect/witch_skill_barrage-102401-HitSound,-1,20470730,1434
261,102402,10470731,102402,1,666003,event:/FightEffect/witch_skill_barrage-102401-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20470731,1435
262,102403,10470746,102403,1,80102401,event:/FightEffect/witch_skill_mustXlsx-102403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102403-HitSound,-1,20470746,1436
263,102403,10470746,102403,2,80102401,event:/FightEffect/witch_skill_mustXlsx-102403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102403-HitSound,-1,20470746,1437
264,102403,10470746,102403,3,80102401,event:/FightEffect/witch_skill_mustXlsx-102403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102403-HitSound,-1,20470746,1438
265,102403,10470746,102403,4,80102401,event:/FightEffect/witch_skill_mustXlsx-102403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102403-HitSound,-1,20470747,1439
266,102403,10470746,102403,5,80102401,event:/FightEffect/witch_skill_mustXlsx-102403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102403-HitSound,-1,20470747,1440
267,102403,10470746,102403,6,80102401,event:/FightEffect/witch_skill_mustXlsx-102403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102403-HitSound,-1,20470747,1441
268,102453,10470746,102453,6,80102401,event:/FightEffect/witch_skill_mustXlsx-102403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102403-HitSound,-1,20470747,1442
269,102404,10470754,102403,1,8015,event:/FightEffect/witch_skill_mustXlsx-102404-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102404-HitSound,-1,20470754,1443
270,10240102,10470730,102401,1,4003,event:/FightEffect/witch_skill_barrage-102401-PlaySound,event:/FightEffect/witch_skill_barrage-102401-HitSound,-1,20470730,1434
271,10240202,10470731,102402,1,666006,event:/FightEffect/witch_skill_barrage-102401-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20470731,1435
272,10240302,10470746,102403,1,667006,event:/FightEffect/witch_skill_mustXlsx-102403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102403-HitSound,-1,20470746,1436
273,10240302,10470746,102403,2,667006,event:/FightEffect/witch_skill_mustXlsx-102403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102403-HitSound,-1,20470746,1437
274,10240302,10470746,102403,3,667006,event:/FightEffect/witch_skill_mustXlsx-102403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102403-HitSound,-1,20470746,1438
275,10240302,10470746,102403,4,667006,event:/FightEffect/witch_skill_mustXlsx-102403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102403-HitSound,-1,20470747,1439
276,10240302,10470746,102403,5,667006,event:/FightEffect/witch_skill_mustXlsx-102403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102403-HitSound,-1,20470747,1440
277,10240302,10470746,102403,6,667006,event:/FightEffect/witch_skill_mustXlsx-102403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102403-HitSound,-1,20470747,1441
278,10245302,10470746,102453,6,667006,event:/FightEffect/witch_skill_mustXlsx-102403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102403-HitSound,-1,20470747,1442
279,10240402,10470754,102403,1,667006,event:/FightEffect/witch_skill_mustXlsx-102404-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102404-HitSound,-1,20470754,1443
280,102501,10470762,102501,1,4002,event:/FightEffect/witch_skill_barrage-102501-PlaySound,event:/FightEffect/witch_skill_barrage-102501-HitSound,-1,20470762,1444
281,102502,10470763,102502,1,665008,event:/FightEffect/witch_skill_barrage-102501-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20470763,1445
282,102503,10470778,102503,1,80102501,event:/FightEffect/witch_skill_mustXlsx-102503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102503-HitSound,-1,20470778,1446
283,102503,10470778,102503,2,80102501,event:/FightEffect/witch_skill_mustXlsx-102503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102503-HitSound,-1,20470778,1447
284,102503,10470778,102503,3,80102501,event:/FightEffect/witch_skill_mustXlsx-102503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102503-HitSound,-1,20470778,1448
285,102503,10470778,102503,4,80102501,event:/FightEffect/witch_skill_mustXlsx-102503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102503-HitSound,-1,20470778,1449
286,102503,10470778,102503,5,80102501,event:/FightEffect/witch_skill_mustXlsx-102503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102503-HitSound,-1,20470778,1450
287,102503,10470778,102503,6,80102501,event:/FightEffect/witch_skill_mustXlsx-102503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102503-HitSound,-1,20470778,1451
288,102553,10470778,102503,6,80102501,event:/FightEffect/witch_skill_mustXlsx-102503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102503-HitSound,-1,20470778,1452
289,102601,10470786,102601,1,4005,event:/FightEffect/witch_skill_barrage-102601-PlaySound,event:/FightEffect/witch_skill_barrage-102601-HitSound,-1,20470786,1453
290,102701,10470798,102701,1,4005,event:/FightEffect/witch_skill_barrage-102701-PlaySound,event:/FightEffect/witch_skill_barrage-102701-HitSound,-1,20470798,1454
291,102801,10470810,102801,1,4006,event:/FightEffect/witch_skill_barrage-102801-PlaySound,event:/FightEffect/witch_skill_barrage-102801-HitSound,-1,20470810,1455
292,102802,10470811,102802,1,666008,event:/FightEffect/witch_skill_barrage-102801-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20470811,1456
293,102803,10470826,102803,1,80102801,event:/FightEffect/witch_skill_mustXlsx-102803-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102803-HitSound,-1,20470826,1457
294,102803,10470826,102803,2,80102801,event:/FightEffect/witch_skill_mustXlsx-102803-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102803-HitSound,-1,20470826,1458
295,102803,10470826,102803,3,80102801,event:/FightEffect/witch_skill_mustXlsx-102803-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102803-HitSound,-1,20470826,1459
296,102803,10470826,102803,4,80102801,event:/FightEffect/witch_skill_mustXlsx-102803-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102803-HitSound,-1,20470829,1460
297,102803,10470826,102803,5,80102801,event:/FightEffect/witch_skill_mustXlsx-102803-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102803-HitSound,-1,20470829,1461
298,102803,10470826,102803,6,80102801,event:/FightEffect/witch_skill_mustXlsx-102803-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102803-HitSound,-1,20470829,1462
299,102901,10470834,102901,1,4005,event:/FightEffect/witch_skill_barrage-102901-PlaySound,event:/FightEffect/witch_skill_barrage-102901-HitSound,-1,20470834,1463
300,103001,10470846,103001,1,4004,event:/FightEffect/witch_skill_barrage-103001-PlaySound,event:/FightEffect/witch_skill_barrage-103001-HitSound,-1,20470846,1464
301,103002,10470847,103002,1,666002,event:/FightEffect/witch_skill_barrage-103001-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20470847,1465
302,103003,10470862,103003,1,80103001,event:/FightEffect/witch_skill_mustXlsx-103003-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103003-HitSound,-1,20470862,1466
303,103003,10470862,103003,2,80103001,event:/FightEffect/witch_skill_mustXlsx-103003-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103003-HitSound,-1,20470862,1467
304,103003,10470862,103003,3,80103001,event:/FightEffect/witch_skill_mustXlsx-103003-10-3-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103003-10-3-HitSound,-1,20470862,1468
305,103003,10470862,103003,4,80103001,event:/FightEffect/witch_skill_mustXlsx-103003-10-4-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103003-10-4-HitSound,-1,20470862,1469
306,103003,10470862,103003,5,80103001,event:/FightEffect/witch_skill_mustXlsx-103003-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103003-HitSound,-1,20470862,1470
307,103003,10470862,103003,6,80103001,event:/FightEffect/witch_skill_mustXlsx-103003-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103003-HitSound,-1,20470862,1471
308,103053,10470862,103053,2,80103002,event:/FightEffect/witch_skill_mustXlsx-103053-11-2-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103053-11-2-HitSound,-1,20470862,1472
309,103053,10470862,103053,3,80103003,event:/FightEffect/witch_skill_mustXlsx-103053-11-3-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103053-11-3-HitSound,-1,20470862,1473
310,103053,10470862,103053,5,80103004,event:/FightEffect/witch_skill_mustXlsx-103003-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103003-HitSound,-1,20470862,1474
311,103101,10470874,103101,1,4005,event:/FightEffect/witch_skill_barrage-103101-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20471194,1475
