唯一id,关卡id,敌人id,最终生命,最终攻击,最终防御,神火,擦弹分,死亡分数,光防,暗防,混防
379,100902,10092010,182920,6958,1809,0.07|2,91,91460,1052,952,1000
380,100902,10092020,198164,6958,1809,0.07|2,99,99082,1052,952,1000
381,100902,10091010,21341,6958,1809,0.07|2,10,10670,1000,1000,1000
382,100902,10091030,21341,6958,1809,0.07|2,10,10670,1000,1000,1000
383,100902,10091020,21341,6958,1809,0.07|2,10,10670,1000,1000,1000
384,100902,10093010,1158495,6958,1809,0.07|2,579,579247,1000,1000,1000
385,100902,10104009,5487606,7515,1809,0.2|5,274,2743803,1052,952,1000
386,100903,10092010,186434,7178,1867,0.07|2,93,93217,1052,952,1000
387,100903,10091010,22501,7178,1867,0.07|2,11,11250,1000,1000,1000
388,100903,10091030,22501,7178,1867,0.07|2,11,11250,1000,1000,1000
389,100903,10093010,1125033,7178,1867,0.07|2,562,562516,1000,1000,1000
390,100903,10092020,202506,7178,1867,0.07|2,101,101253,1052,952,1000
391,100903,10091020,22501,7178,1867,0.07|2,11,11250,1000,1000,1000
392,100903,10094020,2892942,7178,1867,0.07|2,1446,1446471,1000,1000,1000
393,100904,10091030,22501,7178,1867,0.07|2,11,11250,1000,1000,1000
394,100904,10091010,22501,7178,1867,0.07|2,11,11250,1000,1000,1000
395,100904,10092020,208935,7178,1867,0.07|2,104,104467,1052,952,1000
396,100904,10091020,22501,7178,1867,0.07|2,11,11250,1000,1000,1000
397,100904,10092010,208935,7178,1867,0.07|2,104,104467,1052,952,1000
398,100904,10093020,1125033,7178,1867,0.07|2,562,562516,1000,1000,1000
399,100904,10104010,5785884,7753,1867,0.2|5,289,2892942,1052,952,1000
400,100905,10092020,221919,7223,1877,0.07|2,110,110959,1052,952,1000
401,100905,10092010,221919,7223,1877,0.07|2,110,110959,1052,952,1000
402,100905,10091010,23899,7223,1877,0.07|2,11,11949,1000,1000,1000
403,100905,10091030,23899,7223,1877,0.07|2,11,11949,1000,1000,1000
404,100905,10091020,23899,7223,1877,0.07|2,11,11949,1000,1000,1000
405,100905,10093020,1194949,7223,1877,0.07|2,597,597474,1000,1000,1000
406,100905,10094010,3072726,7223,1877,0.07|2,1536,1536363,1052,952,1000
407,100906,10091030,23899,7223,1877,0.07|2,11,11949,1000,1000,1000
408,100906,10092010,221919,7223,1877,0.07|2,110,110959,1052,952,1000
409,100906,10092020,221919,7223,1877,0.07|2,110,110959,1052,952,1000
410,100906,10091020,23899,7223,1877,0.07|2,11,11949,1000,1000,1000
411,100906,10093020,1194949,7223,1877,0.07|2,597,597474,1000,1000,1000
412,100906,10104008,6145452,7801,1877,0.2|5,307,3072726,952,1000,1052
413,100907,10092020,228711,7265,1889,0.07|2,114,114355,1052,952,1000
414,100907,10092010,218155,7265,1889,0.07|2,109,109077,1052,952,1000
415,100907,10091010,24630,7265,1889,0.07|2,12,12315,1000,1000,1000
416,100907,10091030,24630,7265,1889,0.07|2,12,12315,1000,1000,1000
417,100907,10091020,24630,7265,1889,0.07|2,12,12315,1000,1000,1000
418,100907,10093020,1055589,7265,1889,0.07|2,527,527794,1000,1000,1000
419,100907,10093010,1055589,7265,1889,0.07|2,527,527794,1000,1000,1000
420,100907,10094010,3166767,7265,1889,0.07|2,1583,1583383,1052,952,1000
421,100908,10104020,22167369,8718,1889,0.2|10,221,11083684,1052,952,1000
422,101001,10101110,25375,7310,1901,0.07|2,12,12687,1000,1000,1000
423,101001,10101120,25375,7310,1901,0.07|2,12,12687,1000,1000,1000
424,101001,10102120,235630,7310,1901,0.07|2,117,117815,1000,1000,1000
425,101001,10103120,1087521,7310,1901,0.07|2,543,543760,1000,1000,1000
426,101001,10104120,3262563,7310,1901,0.07|2,1631,1631281,1000,1000,1000
427,101002,10101110,18125,7310,1901,0.07|2,9,9062,1000,1000,1000
428,101002,10101120,18125,7310,1901,0.07|2,9,9062,1000,1000,1000
429,101002,10103120,1087521,7310,1901,0.07|2,543,543760,1000,1000,1000
430,101002,10102120,137753,7310,1901,0.07|2,68,68876,1000,1000,1000
431,101002,10105012,6525126,9649,1901,0.2|5,326,3262563,952,1000,1052
432,101003,10101110,25375,7310,1901,0.07|2,12,12687,1000,1000,1000
433,101003,10101120,25375,7310,1901,0.07|2,12,12687,1000,1000,1000
434,101003,10102110,181254,7310,1901,0.07|2,90,90627,952,1000,1052
435,101003,10103110,1087521,7310,1901,0.07|2,543,543760,952,1000,1052
436,101003,10104110,3262563,7310,1901,0.07|2,1631,1631281,952,1000,1052
437,101004,10101110,25375,7310,1901,0.07|2,12,12687,1000,1000,1000
438,101004,10101120,25375,7310,1901,0.07|2,12,12687,1000,1000,1000
439,101004,10102110,235630,7310,1901,0.07|2,117,117815,952,1000,1052
440,101004,10103110,1087521,7310,1901,0.07|2,543,543760,952,1000,1052
441,101004,10105009,6525126,9649,1901,0.2|5,326,3262563,952,1000,1052
442,101005,10101120,27705,7400,1924,0.07|2,13,13852,1000,1000,1000
443,101005,10102110,257258,7400,1924,0.07|2,128,128629,952,1000,1052
444,101005,10101110,27705,7400,1924,0.07|2,13,13852,1000,1000,1000
445,101005,10101130,27705,7400,1924,0.07|2,13,13852,1000,1000,1000
446,101005,10103110,1187343,7400,1924,0.07|2,593,593671,952,1000,1052
447,101005,10104110,3562029,7400,1924,0.07|2,1781,1781014,952,1000,1052
448,101006,10102120,257258,7400,1924,0.07|2,128,128629,1000,1000,1000
449,101006,10101110,27705,7400,1924,0.07|2,13,13852,1000,1000,1000
450,101006,10101130,27705,7400,1924,0.07|2,13,13852,1000,1000,1000
451,101006,10103120,1187343,7400,1924,0.07|2,593,593671,1000,1000,1000
452,101006,10105008,7124058,9768,1924,0.2|5,356,3562029,952,1000,1052
453,101007,10101130,27705,7400,1924,0.07|2,13,13852,1000,1000,1000
454,101007,10101110,27705,7400,1924,0.07|2,13,13852,1000,1000,1000
455,101007,10102120,257258,7400,1924,0.07|2,128,128629,1000,1000,1000
456,101007,10103120,1187343,7400,1924,0.07|2,593,593671,1000,1000,1000
457,101007,10101120,27705,7400,1924,0.07|2,13,13852,1000,1000,1000
458,101007,10104120,3562029,7400,1924,0.07|2,1781,1781014,1000,1000,1000
459,101008,10101130,27705,7400,1924,0.07|2,13,13852,1000,1000,1000
460,101008,10104120,3166248,7400,1924,0.07|2,1583,1583124,1000,1000,1000
461,101008,10105020,32058261,11840,1924,0.2|10,320,16029130,952,1000,1052
462,101101,10112030,200113,9133,2375,0.07|2,100,100056,952,1000,1052
463,101101,10111020,35020,9133,2375,0.07|2,17,17510,1000,1000,1000
464,101101,10113020,1650934,9133,2375,0.07|2,825,825467,952,1000,1052
465,101101,10114010,4002264,9133,2375,0.07|2,2001,2001132,952,1000,1052
466,101102,10112030,250142,9133,2375,0.07|2,125,125071,952,1000,1052
467,101102,10111010,35020,9133,2375,0.07|2,17,17510,1000,1000,1000
468,101102,10113020,1650934,9133,2375,0.07|2,825,825467,952,1000,1052
469,101102,10105011,9005094,12056,2375,0.2|5,450,4502547,952,1000,1052
470,101103,10112030,350198,9133,2375,0.07|2,175,175099,952,1000,1052
471,101103,10111010,35020,9133,2375,0.07|2,17,17510,1000,1000,1000
472,101103,10113020,2001132,9133,2375,0.07|2,1000,1000566,952,1000,1052
473,101103,10111020,35020,9133,2375,0.07|2,17,17510,1000,1000,1000
474,101103,10114010,4002264,9133,2375,0.07|2,2001,2001132,952,1000,1052
475,101104,10112030,350198,9133,2375,0.07|2,175,175099,952,1000,1052
476,101104,10111010,35020,9133,2375,0.07|2,17,17510,1000,1000,1000
477,101104,10111020,35020,9133,2375,0.07|2,17,17510,1000,1000,1000
478,101104,10105010,9005094,12056,2375,0.2|5,450,4502547,952,1000,1052
479,101105,10111010,40046,9358,2433,0.07|2,20,20023,1000,1000,1000
480,101105,10111020,40046,9358,2433,0.07|2,20,20023,1000,1000,1000
481,101105,10112020,200229,9358,2433,0.07|2,100,100114,1000,1000,1000
482,101105,10113010,1716246,9358,2433,0.07|2,858,858123,1000,1000,1000
483,101105,10112010,200229,9358,2433,0.07|2,100,100114,1000,1000,1000
484,101105,10114030,4862697,9358,2433,0.07|2,2431,2431348,1000,1000,1000
485,101106,10111010,40046,9358,2433,0.07|2,20,20023,1000,1000,1000
486,101106,10112020,200229,9358,2433,0.07|2,100,100114,1000,1000,1000
487,101106,10111020,40046,9358,2433,0.07|2,20,20023,1000,1000,1000
488,101106,10113010,1716246,9358,2433,0.07|2,858,858123,1000,1000,1000
489,101106,10105009,10297476,12353,2433,0.2|5,514,5148738,952,1000,1052
490,101107,10111010,40046,9358,2433,0.07|2,20,20023,1000,1000,1000
491,101107,10111020,40046,9358,2433,0.07|2,20,20023,1000,1000,1000
492,101107,10112010,200229,9358,2433,0.07|2,100,100114,1000,1000,1000
493,101107,10113010,1887871,9358,2433,0.07|2,943,943935,1000,1000,1000
494,101107,10114020,4862697,9358,2433,0.07|2,2431,2431348,1000,1000,1000
495,101108,10111010,40046,9358,2433,0.07|2,20,20023,1000,1000,1000
496,101108,10112010,200229,9358,2433,0.07|2,100,100114,1000,1000,1000
497,101108,10112020,200229,9358,2433,0.07|2,100,100114,1000,1000,1000
498,101108,10111020,40046,9358,2433,0.07|2,20,20023,1000,1000,1000
499,101108,10113010,1716246,9358,2433,0.07|2,858,858123,1000,1000,1000
500,101108,10105030,51487380,14972,2433,0.2|10,514,25743690,952,1000,1052
501,101108,10105031,57208,9358,2433,0.07|2,28,28604,952,1000,1052
502,101108,10105035,91533,9358,2433,0.07|2,45,45766,952,1000,1052
503,101108,10105034,91533,9358,2433,0.07|2,45,45766,952,1000,1052
504,101108,10105032,28604,9358,2433,0.07|2,14,14302,952,1000,1052
505,101108,10105033,514874,9358,2433,0.07|2,257,257437,952,1000,1052
506,130101,10101007,1910,2703,638,0.07|2,1,955,1000,1000,1000
507,130101,11012010,15283,2703,638,0.07|2,7,7641,1000,1000,1000
508,130101,10101016,1910,2703,638,0.07|2,1,955,1000,1000,1000
509,130101,11012020,26746,2703,638,0.07|2,13,13373,1000,1000,1000
510,130101,11012030,91699,2703,638,0.07|2,45,45849,1000,1000,1000
511,130101,11011010,2675,2703,638,0.07|2,1,1337,1000,1000,1000
512,130101,11012050,458496,2703,638,0.07|2,229,229248,1000,1000,1000
513,130102,10101007,1910,2703,638,0.07|2,1,955,1000,1000,1000
514,130102,10101016,1910,2703,638,0.07|2,1,955,1000,1000,1000
515,130102,11011010,2675,2703,638,0.07|2,1,1337,1000,1000,1000
516,130102,11012010,15283,2703,638,0.07|2,7,7641,1000,1000,1000
517,130102,11012020,26746,2703,638,0.07|2,13,13373,1000,1000,1000
518,130102,11012040,95520,2703,638,0.07|2,47,47760,1000,1000,1000
519,130102,11012050,458496,2703,638,0.07|2,229,229248,1000,1000,1000
520,130103,11003010,4359636,3672,650,-1,43,2179818,1000,1000,1000
521,130103,11003011,605505000,3305,650,-1,30275,302752500,952,1000,1052
522,130104,11011010,2826,2754,650,0.07|2,1,1413,1000,1000,1000
523,130104,11012010,16147,2754,650,0.07|2,8,8073,1000,1000,1000
524,130104,10101007,2018,2754,650,0.07|2,1,1009,1000,1000,1000
525,130104,11012040,89615,2754,650,0.07|2,44,44807,1000,1000,1000
526,130104,11012020,28257,2754,650,0.07|2,14,14128,1000,1000,1000
527,130104,10101016,2018,2754,650,0.07|2,1,1009,1000,1000,1000
528,130104,11012030,96881,2754,650,0.07|2,48,48440,1000,1000,1000
529,130104,11012050,484404,2754,650,0.07|2,242,242202,1000,1000,1000
530,130105,11003020,3832560,3740,662,-1,38,1916280,952,1000,1052
531,130106,10101016,2129,2805,662,0.07|2,1,1064,1000,1000,1000
532,130106,10101007,2129,2805,662,0.07|2,1,1064,1000,1000,1000
533,130106,11012040,106460,2805,662,0.07|2,53,53230,1000,1000,1000
534,130106,11012010,17034,2805,662,0.07|2,8,8517,1000,1000,1000
535,130106,11012030,102202,2805,662,0.07|2,51,51101,1000,1000,1000
536,130106,11015010,1405272,4209,662,0.07|2,70,702636,952,1000,1052
537,130107,11012030,121337,2906,735,0.07|2,60,60668,1000,1000,1000
538,130107,11011010,3539,2906,735,0.07|2,1,1769,1000,1000,1000
539,130107,11012010,20223,2906,735,0.07|2,10,10111,1000,1000,1000
540,130107,10101016,2528,2906,735,0.07|2,1,1264,1000,1000,1000
541,130107,10101007,2528,2906,735,0.07|2,1,1264,1000,1000,1000
542,130107,11012020,35390,2906,735,0.07|2,17,17695,1000,1000,1000
543,130107,11012040,126393,2906,735,0.07|2,63,63196,1000,1000,1000
544,130107,11003003,1516710,3114,735,0.2|5,75,758355,1000,1000,1000
545,130108,11003030,4095117,3114,735,-1,40,2047558,1000,1000,1000
546,130201,10101006,37881,5585,1522,0.07|2,18,18940,1000,1000,1000
547,130201,10101007,6364,5585,1522,0.07|2,3,3182,1000,1000,1000
548,130201,11012030,454575,5585,1522,0.07|2,227,227287,1000,1000,1000
549,130201,11024010,1060675,5585,1522,0.07|2,530,530337,1000,1000,1000
550,130202,10101006,50003,5585,1522,0.07|2,25,25001,1000,1000,1000
551,130202,10101007,6364,5585,1522,0.07|2,3,3182,1000,1000,1000
552,130202,11012030,454575,5585,1522,0.07|2,227,227287,1000,1000,1000
553,130202,11004002,1909215,6766,1522,-1,95,954607,1052,952,1000
554,130203,10101006,45481,5676,1546,0.07|2,22,22740,1000,1000,1000
555,130203,10101007,7075,5676,1546,0.07|2,3,3537,1000,1000,1000
556,130203,11012030,471654,5676,1546,0.07|2,235,235827,1000,1000,1000
557,130203,11004003,1920307,8515,1546,-1,96,960153,952,1000,1052
558,130203,10034010,758016,5676,1546,0.07|2,379,379008,1052,952,1000
559,130204,10101006,47165,5676,1546,0.07|2,23,23582,1000,1000,1000
560,130204,11012030,471654,5676,1546,0.07|2,235,235827,1000,1000,1000
561,130204,11012050,1179136,5676,1546,0.07|2,589,589568,1000,1000,1000
562,130205,10103010,9778698,7985,1571,0.2|10,97,4889349,952,1000,1052
563,130205,10103015,181087,5767,1571,0.07|2,90,90543,1000,1000,1000
564,130206,10101006,63380,5767,1571,0.07|2,31,31690,1000,1000,1000
565,130206,10101016,7606,5767,1571,0.07|2,3,3803,1000,1000,1000
566,130206,10101007,7606,5767,1571,0.07|2,3,3803,1000,1000,1000
567,130206,11012040,543261,5767,1571,0.07|2,271,271630,1000,1000,1000
568,130206,11025010,1629783,5767,1571,0.07|2,814,814891,1000,1000,1000
569,130207,10102090,9789790,8107,1595,0.2|10,97,4894895,1000,1000,1000
570,130208,11002080,10152374,8107,1595,0.2|10,101,5076187,1000,1052,952
571,130301,10101003,42030,4633,1312,0.07|2,21,21015,1000,1052,952
572,130301,10101001,105076,4633,1312,0.07|2,52,52538,1000,1052,952
573,130301,20304011,105076,4633,1312,0.07|2,52,52538,1000,1000,1000
574,130301,10101006,5254,4633,1312,0.07|2,2,2627,1000,1000,1000
575,130302,10101003,5254,4633,1312,0.07|2,2,2627,1000,1052,952
576,130302,10101001,105076,4633,1312,0.07|2,52,52538,1000,1052,952
577,130302,20304011,105076,4633,1312,0.07|2,52,52538,1000,1000,1000
578,130302,10101006,5254,4633,1312,0.07|2,2,2627,1000,1000,1000
579,130303,10101003,5254,4633,1312,0.07|2,2,2627,1000,1052,952
580,130303,10101001,105076,4633,1312,0.07|2,52,52538,1000,1052,952
581,130303,20304011,105076,4633,1312,0.07|2,52,52538,1000,1000,1000
582,130303,10101006,5254,4633,1312,0.07|2,2,2627,1000,1000,1000
583,130304,10101003,5254,4633,1312,0.07|2,2,2627,1000,1052,952
584,130304,10101001,105076,4633,1312,0.07|2,52,52538,1000,1052,952
585,130304,20304011,105076,4633,1312,0.07|2,52,52538,1000,1000,1000
586,130304,10101006,5254,4633,1312,0.07|2,2,2627,1000,1000,1000
587,130305,10101003,5254,4633,1312,0.07|2,2,2627,1000,1052,952
588,130305,10101001,105076,4633,1312,0.07|2,52,52538,1000,1052,952
589,130305,20304011,105076,4633,1312,0.07|2,52,52538,1000,1000,1000
590,130305,10101006,5254,4633,1312,0.07|2,2,2627,1000,1000,1000
591,130306,10101003,5254,4633,1312,0.07|2,2,2627,1000,1052,952
592,130306,10101001,105076,4633,1312,0.07|2,52,52538,1000,1052,952
593,130306,20304011,105076,4633,1312,0.07|2,52,52538,1000,1000,1000
594,130306,10101006,5254,4633,1312,0.07|2,2,2627,1000,1000,1000
595,130307,10101003,5254,4633,1312,0.07|2,2,2627,1000,1052,952
596,130307,10101001,105076,4633,1312,0.07|2,52,52538,1000,1052,952
597,130307,20304011,105076,4633,1312,0.07|2,52,52538,1000,1000,1000
598,130307,10101006,5254,4633,1312,0.07|2,2,2627,1000,1000,1000
599,130308,10101003,5254,4633,1312,0.07|2,2,2627,1000,1052,952
600,130308,10101001,105076,4633,1312,0.07|2,52,52538,1000,1052,952
601,130308,20304011,105076,4633,1312,0.07|2,52,52538,1000,1000,1000
602,130308,10101006,5254,4633,1312,0.07|2,2,2627,1000,1000,1000
603,140101,30010005,221,335,237,-1,1,110,1000,1000,1000
604,140101,20304012,221,335,237,0.07|2,1,110,952,1000,1052
605,140101,10101009,6632,503,237,0.07|2,1,3316,1000,1000,1000
606,140101,30010007,88420,335,237,-1,44,44210,1000,1000,1000
607,140201,20304017,1639,867,615,0.07|2,1,819,1000,1052,952
608,140201,30010005,1639,607,615,-1,1,819,1000,1000,1000
609,140201,20304009,327870,867,615,0.07|2,163,163935,1000,1000,1000
610,140301,20304013,5917,601,426,0.07|2,2,2958,1052,952,1000
611,140301,20304012,5917,601,426,0.07|2,2,2958,952,1000,1052
612,110101,10101007,389,1901,440,0.07|2,1,194,1000,1000,1000
613,110101,10101006,2334,1901,440,0.07|2,1,1167,1000,1000,1000
614,110101,10101016,389,1901,440,0.07|2,1,194,1000,1000,1000
615,110101,10101005,116685,1901,440,0.07|2,58,58342,1000,1000,1000
616,110101,10104002,31116,1901,440,0.07|2,15,15558,1000,1000,1000
617,110102,10101016,389,1901,440,0.07|2,1,194,1000,1000,1000
618,110102,10101006,2723,1901,440,0.07|2,1,1361,1000,1000,1000
619,110102,10101007,389,1901,440,0.07|2,1,194,1000,1000,1000
620,110102,10104002,31116,1901,440,0.07|2,15,15558,1000,1000,1000
621,110102,10101009,184362,2851,440,0.07|2,9,92181,1000,1000,1000
622,110103,10101016,389,1901,440,0.07|2,1,194,1000,1000,1000
623,110103,10101006,7779,1901,440,0.07|2,3,3889,1000,1000,1000
624,110103,10101007,389,1901,440,0.07|2,1,194,1000,1000,1000
625,110103,10101004,3890,1901,440,0.07|2,1,1945,1000,1000,1000
626,110103,10101005,108906,1901,440,0.07|2,54,54453,1000,1000,1000
627,110104,10101016,389,1901,440,0.07|2,1,194,1000,1000,1000
628,110104,10101006,2723,1901,440,0.07|2,1,1361,1000,1000,1000
629,110104,10101007,389,1901,440,0.07|2,1,194,1000,1000,1000
630,110104,10104002,38895,1901,440,0.07|2,19,19447,1000,1000,1000
631,110104,10101009,280044,2851,440,0.07|2,14,140022,1000,1000,1000
632,110105,10101016,389,1901,440,0.07|2,1,194,1000,1000,1000
633,110105,10101007,389,1901,440,0.07|2,1,194,1000,1000,1000
634,110105,10101003,1556,1901,440,0.07|2,1,778,1000,2000,750
635,110105,10100004,12446,1901,440,0.07|2,6,6223,1000,2000,750
636,110105,10101002,15558,1901,440,0.07|2,7,7779,1000,2000,750
637,110105,10100023,108906,1901,440,0.07|2,54,54453,1000,2000,750
638,110106,10101007,389,1901,440,0.07|2,1,194,1000,1000,1000
639,110106,10101016,389,1901,440,0.07|2,1,194,1000,1000,1000
640,110106,10101003,9335,1901,440,0.07|2,4,4667,1000,2000,750
641,110106,10100004,20225,1901,440,0.07|2,10,10112,1000,2000,750
642,110106,20304015,389,1901,440,-1,1,194,1000,1000,1000
643,110106,10100003,7779,1901,440,0.07|2,3,3889,1000,2000,750
644,110106,10014010,311160,2112,440,0.07|2,155,155580,1000,2000,750
645,110107,10101017,14465,2884,401,0.07|2,7,7232,1000,1000,1000
646,110107,10100004,16876,2884,401,0.07|2,8,8438,1000,2000,750
647,110107,10101002,24108,2884,401,0.07|2,12,12054,1000,2000,750
648,110107,10101003,2411,2884,401,0.07|2,1,1205,1000,2000,750
649,110107,10101016,603,2884,401,0.07|2,1,301,1000,1000,1000
650,110107,10101007,603,2884,401,0.07|2,1,301,1000,1000,1000
651,110107,10100023,168756,2884,401,0.07|2,84,84378,1000,2000,750
652,110108,10100022,920,2975,413,0.07|2,1,460,1000,2000,750
653,110108,10100021,26286,2975,413,0.07|2,13,13143,1000,2000,750
654,110108,10100004,28915,2975,413,0.07|2,14,14457,1000,2000,750
655,110108,10100023,21029,2975,413,0.07|2,10,10514,1000,2000,750
656,110108,10101011,591435,3306,413,0.2|10,5,295717,750,1000,2000
657,110201,10101006,605,3059,773,0.07|2,1,302,1000,1000,1000
658,110201,10101004,15114,3059,773,0.07|2,7,7557,1000,1000,1000
659,110201,10101007,605,3059,773,0.07|2,1,302,1000,1000,1000
660,110201,10101005,241830,3059,773,0.07|2,120,120915,1000,1000,1000
661,110202,10023010,43404,3143,794,0.07|2,21,21702,1000,2000,750
662,110202,10023020,43404,3143,794,0.07|2,21,21702,1000,2000,750
663,110202,10021020,651,3143,794,0.07|2,1,325,1000,2000,750
664,110202,10022010,9549,3143,794,0.07|2,4,4774,1000,2000,750
665,110202,10022020,9115,3143,794,0.07|2,4,4557,1000,2000,750
666,110202,10021010,651,3143,794,0.07|2,1,325,1000,2000,750
667,110202,10101014,442721,4289,794,0.2|5,22,221360,1000,2000,750
668,110203,10021030,700,3227,815,0.07|2,1,350,1000,2000,750
669,110203,10022010,9563,3227,815,0.07|2,4,4781,1000,2000,750
670,110203,10021020,700,3227,815,0.07|2,1,350,1000,2000,750
671,110203,10023010,46650,3227,815,0.07|2,23,23325,1000,2000,750
672,110203,10021010,700,3227,815,0.07|2,1,350,1000,2000,750
673,110203,10022020,9797,3227,815,0.07|2,4,4898,1000,2000,750
674,110203,10024010,256575,3227,815,0.07|2,128,128287,1000,2000,750
675,110204,10021020,789,3307,836,0.07|2,1,394,1000,2000,750
676,110204,10022010,11045,3307,836,0.07|2,5,5522,1000,2000,750
677,110204,10022020,11045,3307,836,0.07|2,5,5522,1000,2000,750
678,110204,10023020,63112,3307,836,0.07|2,31,31556,1000,2000,750
679,110204,10101008,615338,4509,836,0.2|5,30,307669,1000,2000,750
680,110205,10021010,845,3391,857,0.07|2,1,422,1000,2000,750
681,110205,10022010,10702,3391,857,0.07|2,5,5351,1000,2000,750
682,110205,10021020,845,3391,857,0.07|2,1,422,1000,2000,750
683,110205,10023010,50693,3391,857,0.07|2,25,25346,1000,2000,750
684,110205,10024010,337950,3391,857,0.07|2,168,168975,1000,2000,750
685,110206,10023020,109613,3871,978,0.07|2,54,54806,1000,2000,750
686,110206,10022010,13951,3871,978,0.07|2,6,6975,1000,2000,750
687,110206,10022020,13951,3871,978,0.07|2,6,6975,1000,2000,750
688,110206,10021010,1163,3871,978,0.07|2,1,581,1000,2000,750
689,110206,10021030,1163,3871,978,0.07|2,1,581,1000,2000,750
690,110206,10101010,498240,5279,978,0.2|5,24,249120,1000,2000,750
691,110207,10021030,1108,3955,999,0.07|2,1,554,1000,2000,750
692,110207,10022010,15507,3955,999,0.07|2,7,7753,1000,2000,750
693,110207,10021020,1108,3955,999,0.07|2,1,554,1000,2000,750
694,110207,10023010,110763,3955,999,0.07|2,55,55381,1000,2000,750
695,110207,10024020,443052,3955,999,0.07|2,221,221526,1000,2000,750
696,110208,10100011,2121795,3917,1020,0.2|10,21,1060897,1000,2000,750
697,110301,10104001,2951,4292,1085,0.07|2,1,1475,2000,750,1000
698,110301,10102001,2951,4292,1085,0.07|2,1,1475,2000,750,1000
699,110301,10032020,19672,4292,1085,0.07|2,9,9836,1000,1000,1000
700,110301,10031010,2951,4292,1085,0.07|2,1,1475,1000,1000,1000
701,110301,10033010,162296,4292,1085,0.07|2,81,81148,2000,750,1000
702,110301,10034020,393444,4292,1085,0.07|2,196,196722,2000,750,1000
703,110302,10032020,19672,4292,1085,0.07|2,9,9836,1000,1000,1000
704,110302,10102001,2951,4292,1085,0.07|2,1,1475,2000,750,1000
705,110302,10104001,2951,4292,1085,0.07|2,1,1475,2000,750,1000
706,110302,10033010,162296,4292,1085,0.07|2,81,81148,2000,750,1000
707,110302,10102011,516395,5464,1085,0.2|5,25,258197,2000,750,1000
708,110303,10102001,3123,4376,1106,0.07|2,1,1561,2000,750,1000
709,110303,10104001,3123,4376,1106,0.07|2,1,1561,2000,750,1000
710,110303,10032010,23423,4376,1106,0.07|2,11,11711,1000,1000,1000
711,110303,10031010,3123,4376,1106,0.07|2,1,1561,1000,1000,1000
712,110303,10033010,182175,4376,1106,0.07|2,91,91087,2000,750,1000
713,110303,10034020,426810,4376,1106,0.07|2,213,213405,2000,750,1000
714,110304,10032020,23423,4376,1106,0.07|2,11,11711,1000,1000,1000
715,110304,10102001,3123,4376,1106,0.07|2,1,1561,2000,750,1000
716,110304,10031010,3123,4376,1106,0.07|2,1,1561,1000,1000,1000
717,110304,10104001,3123,4376,1106,0.07|2,1,1561,2000,750,1000
718,110304,10102008,811980,5569,1106,0.2|5,40,405990,2000,750,1000
719,110305,10102001,4239,4544,1148,0.07|2,2,2119,2000,750,1000
720,110305,10104001,4239,4544,1148,0.07|2,2,2119,2000,750,1000
721,110305,10032010,27248,4544,1148,0.07|2,13,13624,1000,1000,1000
722,110305,10031010,3633,4544,1148,0.07|2,1,1816,1000,1000,1000
723,110305,10033010,199817,4544,1148,0.07|2,99,99908,2000,750,1000
724,110305,10034020,544955,4544,1148,0.07|2,272,272477,2000,750,1000
725,110306,10102001,4239,4544,1148,0.07|2,2,2119,2000,750,1000
726,110306,10031010,4239,4544,1148,0.07|2,2,2119,1000,1000,1000
727,110306,10032010,27248,4544,1148,0.07|2,13,13624,1000,1000,1000
728,110306,10033010,224037,4544,1148,0.07|2,112,112018,2000,750,1000
729,110306,10104001,4239,4544,1148,0.07|2,2,2119,2000,750,1000
730,110306,10102010,908258,5783,1148,0.2|5,45,454129,750,1000,2000
731,110306,10034010,423854,4544,1148,0.07|2,211,211927,2000,750,1000
732,110307,10032010,31851,4982,1298,0.07|2,15,15925,1000,1000,1000
733,110307,10102001,5308,4982,1298,0.07|2,2,2654,2000,750,1000
734,110307,10104001,5308,4982,1298,0.07|2,2,2654,2000,750,1000
735,110307,10033010,265424,4982,1298,0.07|2,132,132712,2000,750,1000
736,110307,10031010,5308,4982,1298,0.07|2,2,2654,1000,1000,1000
737,110307,10034020,682520,4982,1298,0.07|2,341,341260,2000,750,1000
738,110308,10102001,5308,4982,1298,0.07|2,2,2654,2000,750,1000
739,110308,10104001,5308,4982,1298,0.07|2,2,2654,2000,750,1000
740,110308,10033010,288175,4982,1298,0.07|2,144,144087,2000,750,1000
741,110308,10031010,5308,4982,1298,0.07|2,2,2654,1000,1000,1000
742,110308,10102020,5460156,4982,1298,0.2|10,54,2730078,750,1000,2000
743,110308,10102021,7584,4982,1298,0.07|2,3,3792,750,1000,2000
744,110308,10102022,758,4982,1298,0.07|2,1,379,750,1000,2000
745,110308,10102025,758,4982,1298,0.07|2,1,379,750,1000,2000
746,110401,10104001,5513,6361,2210,0.07|2,2,2756,2000,750,1000
747,110401,10034010,984454,6361,2210,0.07|2,492,492227,2000,750,1000
748,110402,10043020,459412,6361,2210,0.07|2,229,229706,2000,750,1000
749,110402,10102004,5250,6361,2210,0.07|2,2,2625,750,1000,2000
750,110402,10102001,5250,6361,2210,0.07|2,2,2625,2000,750,1000
751,110402,10104001,5250,6361,2210,0.07|2,2,2625,2000,750,1000
752,110402,10042010,31503,6361,2210,0.07|2,15,15751,1000,1000,1000
