-- 
-- brief: This file is generated by the tool, please do not modify it.
-- 

local _configs = {
    [1] = {1, 100001, 10100002, 60, 122, 203, {0.07, 2}, 1, 30, 1000, 1000, 1000},
    [249] = {249, 100605, 10052020, 79624, 4114, 1278, {0.07, 2}, 39, 39812, 1000, 1000, 1000},
    [250] = {250, 100605, 10051030, 15356, 4114, 1278, {0.07, 2}, 7, 7678, 1000, 1000, 1000},
    [251] = {251, 100605, 10051020, 15356, 4114, 1278, {0.07, 2}, 7, 7678, 1000, 1000, 1000},
    [252] = {252, 100605, 10053010, 375368, 4114, 1278, {0.07, 2}, 187, 187684, 952, 1000, 1052},
    [253] = {253, 100605, 10062010, 22750, 4114, 1278, {0.07, 2}, 11, 11375, 952, 1000, 1052},
    [254] = {254, 100605, 10062020, 22750, 4114, 1278, {0.07, 2}, 11, 11375, 952, 1000, 1052},
    [255] = {255, 100605, 10064020, 1364976, 4114, 1278, {0.07, 2}, 682, 682488, 1000, 1000, 1000},
    [256] = {256, 100606, 10051010, 15356, 4114, 1278, {0.07, 2}, 7, 7678, 1000, 1000, 1000},
    [257] = {257, 100606, 10052020, 79624, 4114, 1278, {0.07, 2}, 39, 39812, 1000, 1000, 1000},
    [258] = {258, 100606, 10051030, 15356, 4114, 1278, {0.07, 2}, 7, 7678, 1000, 1000, 1000},
    [259] = {259, 100606, 10053010, 375368, 4114, 1278, {0.07, 2}, 187, 187684, 952, 1000, 1052},
    [260] = {260, 100606, 10103014, 1364976, 5049, 1278, {0.2, 5}, 68, 682488, 952, 1000, 1052},
    [261] = {261, 100607, 10051010, 16631, 4189, 1349, {0.07, 2}, 8, 8315, 1000, 1000, 1000},
    [262] = {262, 100607, 10052020, 86233, 4189, 1349, {0.07, 2}, 43, 43116, 1000, 1000, 1000},
    [263] = {263, 100607, 10051020, 16631, 4189, 1349, {0.07, 2}, 8, 8315, 1000, 1000, 1000},
    [264] = {264, 100607, 10053020, 406527, 4189, 1349, {0.07, 2}, 203, 203263, 952, 1000, 1052},
    [265] = {265, 100607, 10064010, 1355090, 4189, 1349, {0.07, 2}, 677, 677545, 952, 1000, 1052},
    [266] = {266, 100608, 10103020, 11087100, 5331, 1270, {0.2, 1}, 110, 5543550, 1052, 952, 1000},
    [267] = {267, 100701, 10071010, 10607, 5370, 1396, {0.07, 2}, 5, 5303, 1000, 1000, 1000},
    [268] = {268, 100701, 10071020, 10607, 5370, 1396, {0.07, 2}, 5, 5303, 1000, 1000, 1000},
    [269] = {269, 100701, 10032020, 27275, 5370, 1396, {0.07, 2}, 13, 13637, 1000, 1000, 1000},
    [270] = {270, 100701, 10062010, 22729, 5370, 1396, {0.07, 2}, 11, 11364, 952, 1000, 1052},
    [271] = {271, 100701, 10062020, 22729, 5370, 1396, {0.07, 2}, 11, 11364, 952, 1000, 1052},
    [272] = {272, 100701, 10032010, 27275, 5370, 1396, {0.07, 2}, 13, 13637, 1000, 1000, 1000},
    [273] = {273, 100701, 10053010, 378813, 5370, 1396, {0.07, 2}, 189, 189406, 952, 1000, 1052},
    [274] = {274, 100701, 10102004, 10607, 5370, 1396, {0.07, 2}, 5, 5303, 952, 1000, 1052},
    [275] = {275, 100701, 10054010, 1212200, 5370, 1396, {0.07, 2}, 606, 606100, 952, 1000, 1052},
    [276] = {276, 100702, 10071020, 10607, 5370, 1396, {0.07, 2}, 5, 5303, 1000, 1000, 1000},
    [277] = {277, 100702, 10071010, 10607, 5370, 1396, {0.07, 2}, 5, 5303, 1000, 1000, 1000},
    [278] = {278, 100702, 10032010, 27275, 5370, 1396, {0.07, 2}, 13, 13637, 1000, 1000, 1000},
    [279] = {279, 100702, 10062010, 22729, 5370, 1396, {0.07, 2}, 11, 11364, 952, 1000, 1052},
    [280] = {280, 100702, 10062020, 22729, 5370, 1396, {0.07, 2}, 11, 11364, 952, 1000, 1052},
    [281] = {281, 100702, 10102004, 10607, 5370, 1396, {0.07, 2}, 5, 5303, 952, 1000, 1052},
    [282] = {282, 100702, 10032020, 27275, 5370, 1396, {0.07, 2}, 13, 13637, 1000, 1000, 1000},
    [283] = {283, 100702, 10103012, 818235, 6444, 1396, {0.2, 5}, 40, 409117, 952, 1000, 1052},
    [284] = {284, 100702, 10103014, 818235, 6444, 1396, {0.2, 5}, 40, 409117, 952, 1000, 1052},
    [285] = {285, 100703, 10103040, 13637250, 6444, 1396, {0.2, 5}, 136, 6818625, 1000, 1052, 952},
    [286] = {286, 100704, 10071020, 11791, 5458, 1419, {0.07, 2}, 5, 5895, 1000, 1000, 1000},
    [287] = {287, 100704, 10071010, 11791, 5458, 1419, {0.07, 2}, 5, 5895, 1000, 1000, 1000},
    [288] = {288, 100704, 10032020, 30321, 5458, 1419, {0.07, 2}, 15, 15160, 1000, 1000, 1000},
    [289] = {289, 100704, 10102004, 11791, 5458, 1419, {0.07, 2}, 5, 5895, 952, 1000, 1052},
    [290] = {290, 100704, 10032010, 30321, 5458, 1419, {0.07, 2}, 15, 15160, 1000, 1000, 1000},
    [291] = {291, 100704, 10053020, 421120, 5458, 1419, {0.07, 2}, 210, 210560, 952, 1000, 1052},
    [292] = {292, 100704, 10103009, 2526720, 6550, 1419, {0.2, 5}, 126, 1263360, 952, 1000, 1052},
    [293] = {293, 100705, 10071020, 12676, 5545, 1441, {0.07, 2}, 6, 6338, 1000, 1000, 1000},
    [294] = {294, 100705, 10071010, 12676, 5545, 1441, {0.07, 2}, 6, 6338, 1000, 1000, 1000},
    [295] = {295, 100705, 10102004, 12676, 5545, 1441, {0.07, 2}, 6, 6338, 952, 1000, 1052},
    [296] = {296, 100705, 10032020, 32596, 5545, 1441, {0.07, 2}, 16, 16298, 1000, 1000, 1000},
    [297] = {297, 100705, 10032010, 32596, 5545, 1441, {0.07, 2}, 16, 16298, 1000, 1000, 1000},
    [298] = {298, 100705, 10062010, 27163, 5545, 1441, {0.07, 2}, 13, 13581, 952, 1000, 1052},
    [299] = {299, 100705, 10054010, 1448696, 5545, 1441, {0.07, 2}, 724, 724348, 952, 1000, 1052},
    [300] = {300, 100706, 10102004, 12676, 5545, 1441, {0.07, 2}, 6, 6338, 952, 1000, 1052},
    [301] = {301, 100706, 10071010, 12676, 5545, 1441, {0.07, 2}, 6, 6338, 1000, 1000, 1000},
    [302] = {302, 100706, 10071020, 12676, 5545, 1441, {0.07, 2}, 6, 6338, 1000, 1000, 1000},
    [303] = {303, 100706, 10032010, 32596, 5545, 1441, {0.07, 2}, 16, 16298, 1000, 1000, 1000},
    [304] = {304, 100706, 10062010, 27163, 5545, 1441, {0.07, 2}, 13, 13581, 952, 1000, 1052},
    [305] = {305, 100706, 10062020, 27163, 5545, 1441, {0.07, 2}, 13, 13581, 952, 1000, 1052},
    [306] = {306, 100706, 10032020, 32596, 5545, 1441, {0.07, 2}, 16, 16298, 1000, 1000, 1000},
    [307] = {307, 100706, 10073010, 452718, 5545, 1441, {0.07, 2}, 226, 226359, 952, 1000, 1052},
    [308] = {308, 100706, 10103011, 2716305, 6654, 1441, {0.2, 5}, 135, 1358152, 952, 1000, 1052},
    [309] = {309, 100707, 10032010, 36258, 5630, 1464, {0.07, 2}, 18, 18129, 1000, 1000, 1000},
    [310] = {310, 100707, 10071010, 14101, 5630, 1464, {0.07, 2}, 7, 7050, 1000, 1000, 1000},
    [311] = {311, 100707, 10071020, 14101, 5630, 1464, {0.07, 2}, 7, 7050, 1000, 1000, 1000},
    [312] = {312, 100707, 10032020, 36258, 5630, 1464, {0.07, 2}, 18, 18129, 1000, 1000, 1000},
    [313] = {313, 100707, 10053020, 503590, 5630, 1464, {0.07, 2}, 251, 251795, 952, 1000, 1052},
    [314] = {314, 100707, 10062010, 30215, 5630, 1464, {0.07, 2}, 15, 15107, 952, 1000, 1052},
    [315] = {315, 100707, 10102004, 14101, 5630, 1464, {0.07, 2}, 7, 7050, 952, 1000, 1052},
    [316] = {316, 100707, 10054020, 1611488, 5630, 1464, {0.07, 2}, 805, 805744, 952, 1000, 1052},
    [317] = {317, 100708, 10103030, 11784006, 6756, 1464, {0.2, 1}, 117, 5892003, 1052, 952, 1000},
    [318] = {318, 100801, 10082010, 80574, 5630, 1464, {0.07, 2}, 40, 40287, 1052, 952, 1000},
    [319] = {319, 100801, 10081010, 14101, 5630, 1464, {0.07, 2}, 7, 7050, 1000, 1000, 1000},
    [320] = {320, 100801, 10081020, 14101, 5630, 1464, {0.07, 2}, 7, 7050, 1000, 1000, 1000},
    [321] = {321, 100801, 10081030, 14101, 5630, 1464, {0.07, 2}, 7, 7050, 1000, 1000, 1000},
    [322] = {322, 100801, 10083010, 604308, 5630, 1464, {0.07, 2}, 302, 302154, 1000, 1000, 1000},
    [323] = {323, 100801, 10083020, 604308, 5630, 1464, {0.07, 2}, 302, 302154, 1000, 1000, 1000},
    [324] = {324, 100801, 10084010, 1611488, 5630, 1464, {0.07, 2}, 805, 805744, 1000, 1000, 1000},
    [325] = {325, 100802, 10082010, 80574, 5630, 1464, {0.07, 2}, 40, 40287, 1052, 952, 1000},
    [326] = {326, 100802, 10081020, 14101, 5630, 1464, {0.07, 2}, 7, 7050, 1000, 1000, 1000},
    [327] = {327, 100802, 10082020, 100718, 5630, 1464, {0.07, 2}, 50, 50359, 1052, 952, 1000},
    [328] = {328, 100802, 10083020, 604308, 5630, 1464, {0.07, 2}, 302, 302154, 1000, 1000, 1000},
    [329] = {329, 100802, 10081030, 14101, 5630, 1464, {0.07, 2}, 7, 7050, 1000, 1000, 1000},
    [330] = {330, 100802, 10081010, 14101, 5630, 1464, {0.07, 2}, 7, 7050, 1000, 1000, 1000},
    [331] = {331, 100802, 10104011, 2658955, 6756, 1464, {0.2, 5}, 132, 1329477, 1052, 952, 1000},
    [332] = {332, 100803, 10082010, 110790, 5630, 1464, {0.07, 2}, 55, 55395, 1052, 952, 1000},
    [333] = {333, 100803, 10083010, 604308, 5630, 1464, {0.07, 2}, 302, 302154, 1000, 1000, 1000},
    [334] = {334, 100803, 10081010, 14101, 5630, 1464, {0.07, 2}, 7, 7050, 1000, 1000, 1000},
    [335] = {335, 100803, 10081030, 14101, 5630, 1464, {0.07, 2}, 7, 7050, 1000, 1000, 1000},
    [336] = {336, 100803, 10082020, 110790, 5630, 1464, {0.07, 2}, 55, 55395, 1052, 952, 1000},
    [337] = {337, 100803, 10081020, 14101, 5630, 1464, {0.07, 2}, 7, 7050, 1000, 1000, 1000},
    [338] = {338, 100803, 10083020, 604308, 5630, 1464, {0.07, 2}, 302, 302154, 1000, 1000, 1000},
    [339] = {339, 100803, 10084010, 1611488, 5630, 1464, {0.07, 2}, 805, 805744, 1000, 1000, 1000},
    [340] = {340, 100804, 10081030, 14101, 5630, 1464, {0.07, 2}, 7, 7050, 1000, 1000, 1000},
    [341] = {341, 100804, 10081010, 14101, 5630, 1464, {0.07, 2}, 7, 7050, 1000, 1000, 1000},
    [342] = {342, 100804, 10082020, 110790, 5630, 1464, {0.07, 2}, 55, 55395, 1052, 952, 1000},
    [343] = {343, 100804, 10083010, 604308, 5630, 1464, {0.07, 2}, 302, 302154, 1000, 1000, 1000},
    [344] = {344, 100804, 10082010, 110790, 5630, 1464, {0.07, 2}, 55, 55395, 1052, 952, 1000},
    [345] = {345, 100804, 10081020, 14101, 5630, 1464, {0.07, 2}, 7, 7050, 1000, 1000, 1000},
    [346] = {346, 100804, 10104009, 2719386, 6756, 1464, {0.2, 5}, 135, 1359693, 1052, 952, 1000},
    [347] = {347, 100805, 10081010, 15571, 5720, 1487, {0.07, 2}, 7, 7785, 1000, 1000, 1000},
    [348] = {348, 100805, 10082010, 122346, 5720, 1487, {0.07, 2}, 61, 61173, 1052, 952, 1000},
    [349] = {349, 100805, 10081020, 15571, 5720, 1487, {0.07, 2}, 7, 7785, 1000, 1000, 1000},
    [350] = {350, 100805, 10081030, 15571, 5720, 1487, {0.07, 2}, 7, 7785, 1000, 1000, 1000},
    [351] = {351, 100805, 10083010, 667344, 5720, 1487, {0.07, 2}, 333, 333672, 1000, 1000, 1000},
    [352] = {352, 100805, 10082020, 122346, 5720, 1487, {0.07, 2}, 61, 61173, 1052, 952, 1000},
    [353] = {353, 100805, 10083020, 667344, 5720, 1487, {0.07, 2}, 333, 333672, 1000, 1000, 1000},
    [354] = {354, 100805, 10084020, 1779584, 5720, 1487, {0.07, 2}, 889, 889792, 1000, 1000, 1000},
    [355] = {355, 100806, 10081030, 15571, 5720, 1487, {0.07, 2}, 7, 7785, 1000, 1000, 1000},
    [356] = {356, 100806, 10081010, 15571, 5720, 1487, {0.07, 2}, 7, 7785, 1000, 1000, 1000},
    [357] = {357, 100806, 10082010, 122346, 5720, 1487, {0.07, 2}, 61, 61173, 1052, 952, 1000},
    [358] = {358, 100806, 10081020, 15571, 5720, 1487, {0.07, 2}, 7, 7785, 1000, 1000, 1000},
    [359] = {359, 100806, 10082020, 122346, 5720, 1487, {0.07, 2}, 61, 61173, 1052, 952, 1000},
    [360] = {360, 100806, 10104011, 3003048, 6864, 1487, {0.2, 5}, 150, 1501524, 1052, 952, 1000},
    [361] = {361, 100807, 10081020, 19337, 6043, 1786, {0.07, 2}, 9, 9668, 1000, 1000, 1000},
    [362] = {362, 100807, 10083010, 828735, 6043, 1786, {0.07, 2}, 414, 414367, 1000, 1000, 1000},
    [363] = {363, 100807, 10083020, 828735, 6043, 1786, {0.07, 2}, 414, 414367, 1000, 1000, 1000},
    [364] = {364, 100807, 10081030, 19337, 6043, 1786, {0.07, 2}, 9, 9668, 1000, 1000, 1000},
    [365] = {365, 100807, 10081010, 19337, 6043, 1786, {0.07, 2}, 9, 9668, 1000, 1000, 1000},
    [366] = {366, 100807, 10082010, 151935, 6043, 1786, {0.07, 2}, 75, 75967, 1052, 952, 1000},
    [367] = {367, 100807, 10082020, 151935, 6043, 1786, {0.07, 2}, 75, 75967, 1052, 952, 1000},
    [368] = {368, 100807, 10084020, 2486205, 6043, 1786, {0.07, 2}, 1243, 1243102, 1000, 1000, 1000},
    [369] = {369, 100808, 10104030, 16160333, 8241, 1786, {0.2, 1}, 161, 8080166, 1052, 952, 1000},
    [370] = {370, 100808, 10104031, 234808, 6043, 1786, {0.07, 2}, 117, 117404, 1052, 952, 1000},
    [371] = {371, 100808, 10104032, 55249, 6043, 1786, {0.07, 2}, 27, 27624, 1052, 952, 1000},
    [372] = {372, 100901, 10092020, 182920, 6958, 1809, {0.07, 2}, 91, 91460, 1052, 952, 1000},
    [373] = {373, 100901, 10091010, 21341, 6958, 1809, {0.07, 2}, 10, 10670, 1000, 1000, 1000},
    [374] = {374, 100901, 10091030, 21341, 6958, 1809, {0.07, 2}, 10, 10670, 1000, 1000, 1000},
    [375] = {375, 100901, 10092010, 182920, 6958, 1809, {0.07, 2}, 91, 91460, 1052, 952, 1000},
    [376] = {376, 100901, 10091020, 21341, 6958, 1809, {0.07, 2}, 10, 10670, 1000, 1000, 1000},
    [377] = {377, 100901, 10093010, 1128008, 6958, 1809, {0.07, 2}, 564, 564004, 1000, 1000, 1000},
    [378] = {378, 100901, 10094020, 2743803, 6958, 1809, {0.07, 2}, 1371, 1371901, 1000, 1000, 1000},
    [379] = {379, 100902, 10092010, 182920, 6958, 1809, {0.07, 2}, 91, 91460, 1052, 952, 1000},
    [380] = {380, 100902, 10092020, 198164, 6958, 1809, {0.07, 2}, 99, 99082, 1052, 952, 1000},
    [381] = {381, 100902, 10091010, 21341, 6958, 1809, {0.07, 2}, 10, 10670, 1000, 1000, 1000},
    [382] = {382, 100902, 10091030, 21341, 6958, 1809, {0.07, 2}, 10, 10670, 1000, 1000, 1000},
    [383] = {383, 100902, 10091020, 21341, 6958, 1809, {0.07, 2}, 10, 10670, 1000, 1000, 1000},
    [384] = {384, 100902, 10093010, 1158495, 6958, 1809, {0.07, 2}, 579, 579247, 1000, 1000, 1000},
    [385] = {385, 100902, 10104009, 5487606, 7515, 1809, {0.2, 5}, 274, 2743803, 1052, 952, 1000},
    [386] = {386, 100903, 10092010, 186434, 7178, 1867, {0.07, 2}, 93, 93217, 1052, 952, 1000},
    [387] = {387, 100903, 10091010, 22501, 7178, 1867, {0.07, 2}, 11, 11250, 1000, 1000, 1000},
    [388] = {388, 100903, 10091030, 22501, 7178, 1867, {0.07, 2}, 11, 11250, 1000, 1000, 1000},
    [389] = {389, 100903, 10093010, 1125033, 7178, 1867, {0.07, 2}, 562, 562516, 1000, 1000, 1000},
    [390] = {390, 100903, 10092020, 202506, 7178, 1867, {0.07, 2}, 101, 101253, 1052, 952, 1000},
    [391] = {391, 100903, 10091020, 22501, 7178, 1867, {0.07, 2}, 11, 11250, 1000, 1000, 1000},
    [392] = {392, 100903, 10094020, 2892942, 7178, 1867, {0.07, 2}, 1446, 1446471, 1000, 1000, 1000},
    [393] = {393, 100904, 10091030, 22501, 7178, 1867, {0.07, 2}, 11, 11250, 1000, 1000, 1000},
    [394] = {394, 100904, 10091010, 22501, 7178, 1867, {0.07, 2}, 11, 11250, 1000, 1000, 1000},
    [395] = {395, 100904, 10092020, 208935, 7178, 1867, {0.07, 2}, 104, 104467, 1052, 952, 1000},
    [396] = {396, 100904, 10091020, 22501, 7178, 1867, {0.07, 2}, 11, 11250, 1000, 1000, 1000},
    [397] = {397, 100904, 10092010, 208935, 7178, 1867, {0.07, 2}, 104, 104467, 1052, 952, 1000},
    [398] = {398, 100904, 10093020, 1125033, 7178, 1867, {0.07, 2}, 562, 562516, 1000, 1000, 1000},
    [399] = {399, 100904, 10104010, 5785884, 7753, 1867, {0.2, 5}, 289, 2892942, 1052, 952, 1000},
    [400] = {400, 100905, 10092020, 221919, 7223, 1877, {0.07, 2}, 110, 110959, 1052, 952, 1000},
    [401] = {401, 100905, 10092010, 221919, 7223, 1877, {0.07, 2}, 110, 110959, 1052, 952, 1000},
    [402] = {402, 100905, 10091010, 23899, 7223, 1877, {0.07, 2}, 11, 11949, 1000, 1000, 1000},
    [403] = {403, 100905, 10091030, 23899, 7223, 1877, {0.07, 2}, 11, 11949, 1000, 1000, 1000},
    [404] = {404, 100905, 10091020, 23899, 7223, 1877, {0.07, 2}, 11, 11949, 1000, 1000, 1000},
    [405] = {405, 100905, 10093020, 1194949, 7223, 1877, {0.07, 2}, 597, 597474, 1000, 1000, 1000},
    [406] = {406, 100905, 10094010, 3072726, 7223, 1877, {0.07, 2}, 1536, 1536363, 1052, 952, 1000},
    [407] = {407, 100906, 10091030, 23899, 7223, 1877, {0.07, 2}, 11, 11949, 1000, 1000, 1000},
    [408] = {408, 100906, 10092010, 221919, 7223, 1877, {0.07, 2}, 110, 110959, 1052, 952, 1000},
    [409] = {409, 100906, 10092020, 221919, 7223, 1877, {0.07, 2}, 110, 110959, 1052, 952, 1000},
    [410] = {410, 100906, 10091020, 23899, 7223, 1877, {0.07, 2}, 11, 11949, 1000, 1000, 1000},
    [411] = {411, 100906, 10093020, 1194949, 7223, 1877, {0.07, 2}, 597, 597474, 1000, 1000, 1000},
    [412] = {412, 100906, 10104008, 6145452, 7801, 1877, {0.2, 5}, 307, 3072726, 952, 1000, 1052},
    [413] = {413, 100907, 10092020, 228711, 7265, 1889, {0.07, 2}, 114, 114355, 1052, 952, 1000},
    [414] = {414, 100907, 10092010, 218155, 7265, 1889, {0.07, 2}, 109, 109077, 1052, 952, 1000},
    [415] = {415, 100907, 10091010, 24630, 7265, 1889, {0.07, 2}, 12, 12315, 1000, 1000, 1000},
    [416] = {416, 100907, 10091030, 24630, 7265, 1889, {0.07, 2}, 12, 12315, 1000, 1000, 1000},
    [417] = {417, 100907, 10091020, 24630, 7265, 1889, {0.07, 2}, 12, 12315, 1000, 1000, 1000},
    [418] = {418, 100907, 10093020, 1055589, 7265, 1889, {0.07, 2}, 527, 527794, 1000, 1000, 1000},
    [419] = {419, 100907, 10093010, 1055589, 7265, 1889, {0.07, 2}, 527, 527794, 1000, 1000, 1000},
    [420] = {420, 100907, 10094010, 3166767, 7265, 1889, {0.07, 2}, 1583, 1583383, 1052, 952, 1000},
    [421] = {421, 100908, 10104020, 22167369, 8718, 1889, {0.2, 1}, 221, 11083684, 1052, 952, 1000},
    [422] = {422, 101001, 10101110, 25375, 7310, 1901, {0.07, 2}, 12, 12687, 1000, 1000, 1000},
    [423] = {423, 101001, 10101120, 25375, 7310, 1901, {0.07, 2}, 12, 12687, 1000, 1000, 1000},
    [424] = {424, 101001, 10102120, 235630, 7310, 1901, {0.07, 2}, 117, 117815, 1000, 1000, 1000},
    [425] = {425, 101001, 10103120, 1087521, 7310, 1901, {0.07, 2}, 543, 543760, 1000, 1000, 1000},
    [426] = {426, 101001, 10104120, 3262563, 7310, 1901, {0.07, 2}, 1631, 1631281, 1000, 1000, 1000},
    [427] = {427, 101002, 10101110, 18125, 7310, 1901, {0.07, 2}, 9, 9062, 1000, 1000, 1000},
    [428] = {428, 101002, 10101120, 18125, 7310, 1901, {0.07, 2}, 9, 9062, 1000, 1000, 1000},
    [429] = {429, 101002, 10103120, 1087521, 7310, 1901, {0.07, 2}, 543, 543760, 1000, 1000, 1000},
    [430] = {430, 101002, 10102120, 137753, 7310, 1901, {0.07, 2}, 68, 68876, 1000, 1000, 1000},
    [431] = {431, 101002, 10105012, 6525126, 9649, 1901, {0.2, 5}, 326, 3262563, 952, 1000, 1052},
    [432] = {432, 101003, 10101110, 25375, 7310, 1901, {0.07, 2}, 12, 12687, 1000, 1000, 1000},
    [433] = {433, 101003, 10101120, 25375, 7310, 1901, {0.07, 2}, 12, 12687, 1000, 1000, 1000},
    [434] = {434, 101003, 10102110, 181254, 7310, 1901, {0.07, 2}, 90, 90627, 952, 1000, 1052},
    [435] = {435, 101003, 10103110, 1087521, 7310, 1901, {0.07, 2}, 543, 543760, 952, 1000, 1052},
    [436] = {436, 101003, 10104110, 3262563, 7310, 1901, {0.07, 2}, 1631, 1631281, 952, 1000, 1052},
    [437] = {437, 101004, 10101110, 25375, 7310, 1901, {0.07, 2}, 12, 12687, 1000, 1000, 1000},
    [438] = {438, 101004, 10101120, 25375, 7310, 1901, {0.07, 2}, 12, 12687, 1000, 1000, 1000},
    [439] = {439, 101004, 10102110, 235630, 7310, 1901, {0.07, 2}, 117, 117815, 952, 1000, 1052},
    [440] = {440, 101004, 10103110, 1087521, 7310, 1901, {0.07, 2}, 543, 543760, 952, 1000, 1052},
    [441] = {441, 101004, 10105009, 6525126, 9649, 1901, {0.2, 5}, 326, 3262563, 952, 1000, 1052},
    [442] = {442, 101005, 10101120, 27705, 7400, 1924, {0.07, 2}, 13, 13852, 1000, 1000, 1000},
    [443] = {443, 101005, 10102110, 257258, 7400, 1924, {0.07, 2}, 128, 128629, 952, 1000, 1052},
    [444] = {444, 101005, 10101110, 27705, 7400, 1924, {0.07, 2}, 13, 13852, 1000, 1000, 1000},
    [445] = {445, 101005, 10101130, 27705, 7400, 1924, {0.07, 2}, 13, 13852, 1000, 1000, 1000},
    [446] = {446, 101005, 10103110, 1187343, 7400, 1924, {0.07, 2}, 593, 593671, 952, 1000, 1052},
    [447] = {447, 101005, 10104110, 3562029, 7400, 1924, {0.07, 2}, 1781, 1781014, 952, 1000, 1052},
    [448] = {448, 101006, 10102120, 257258, 7400, 1924, {0.07, 2}, 128, 128629, 1000, 1000, 1000},
    [449] = {449, 101006, 10101110, 27705, 7400, 1924, {0.07, 2}, 13, 13852, 1000, 1000, 1000},
    [450] = {450, 101006, 10101130, 27705, 7400, 1924, {0.07, 2}, 13, 13852, 1000, 1000, 1000},
    [451] = {451, 101006, 10103120, 1187343, 7400, 1924, {0.07, 2}, 593, 593671, 1000, 1000, 1000},
    [452] = {452, 101006, 10105008, 7124058, 9768, 1924, {0.2, 5}, 356, 3562029, 952, 1000, 1052},
    [453] = {453, 101007, 10101130, 27705, 7400, 1924, {0.07, 2}, 13, 13852, 1000, 1000, 1000},
    [454] = {454, 101007, 10101110, 27705, 7400, 1924, {0.07, 2}, 13, 13852, 1000, 1000, 1000},
    [455] = {455, 101007, 10102120, 257258, 7400, 1924, {0.07, 2}, 128, 128629, 1000, 1000, 1000},
    [456] = {456, 101007, 10103120, 1187343, 7400, 1924, {0.07, 2}, 593, 593671, 1000, 1000, 1000},
    [457] = {457, 101007, 10101120, 27705, 7400, 1924, {0.07, 2}, 13, 13852, 1000, 1000, 1000},
    [458] = {458, 101007, 10104120, 3562029, 7400, 1924, {0.07, 2}, 1781, 1781014, 1000, 1000, 1000},
    [459] = {459, 101008, 10101130, 27705, 7400, 1924, {0.07, 2}, 13, 13852, 1000, 1000, 1000},
    [460] = {460, 101008, 10104120, 3166248, 7400, 1924, {0.07, 2}, 1583, 1583124, 1000, 1000, 1000},
    [461] = {461, 101008, 10105020, 32058261, 11840, 1924, {0.2, 1}, 320, 16029130, 952, 1000, 1052},
    [462] = {462, 101101, 10112030, 200113, 9133, 2375, {0.07, 2}, 100, 100056, 952, 1000, 1052},
    [463] = {463, 101101, 10111020, 35020, 9133, 2375, {0.07, 2}, 17, 17510, 1000, 1000, 1000},
    [464] = {464, 101101, 10113020, 1650934, 9133, 2375, {0.07, 2}, 825, 825467, 952, 1000, 1052},
    [465] = {465, 101101, 10114010, 4002264, 9133, 2375, {0.07, 2}, 2001, 2001132, 952, 1000, 1052},
    [466] = {466, 101102, 10112030, 250142, 9133, 2375, {0.07, 2}, 125, 125071, 952, 1000, 1052},
    [467] = {467, 101102, 10111010, 35020, 9133, 2375, {0.07, 2}, 17, 17510, 1000, 1000, 1000},
    [468] = {468, 101102, 10113020, 1650934, 9133, 2375, {0.07, 2}, 825, 825467, 952, 1000, 1052},
    [469] = {469, 101102, 10105011, 9005094, 12056, 2375, {0.2, 5}, 450, 4502547, 952, 1000, 1052},
    [470] = {470, 101103, 10112030, 350198, 9133, 2375, {0.07, 2}, 175, 175099, 952, 1000, 1052},
    [471] = {471, 101103, 10111010, 35020, 9133, 2375, {0.07, 2}, 17, 17510, 1000, 1000, 1000},
    [472] = {472, 101103, 10113020, 2001132, 9133, 2375, {0.07, 2}, 1000, 1000566, 952, 1000, 1052},
    [473] = {473, 101103, 10111020, 35020, 9133, 2375, {0.07, 2}, 17, 17510, 1000, 1000, 1000},
    [474] = {474, 101103, 10114010, 4002264, 9133, 2375, {0.07, 2}, 2001, 2001132, 952, 1000, 1052},
    [475] = {475, 101104, 10112030, 350198, 9133, 2375, {0.07, 2}, 175, 175099, 952, 1000, 1052},
    [476] = {476, 101104, 10111010, 35020, 9133, 2375, {0.07, 2}, 17, 17510, 1000, 1000, 1000},
    [477] = {477, 101104, 10111020, 35020, 9133, 2375, {0.07, 2}, 17, 17510, 1000, 1000, 1000},
    [478] = {478, 101104, 10105010, 9005094, 12056, 2375, {0.2, 5}, 450, 4502547, 952, 1000, 1052},
    [479] = {479, 101105, 10111010, 40046, 9358, 2433, {0.07, 2}, 20, 20023, 1000, 1000, 1000},
    [480] = {480, 101105, 10111020, 40046, 9358, 2433, {0.07, 2}, 20, 20023, 1000, 1000, 1000},
    [481] = {481, 101105, 10112020, 200229, 9358, 2433, {0.07, 2}, 100, 100114, 1000, 1000, 1000},
    [482] = {482, 101105, 10113010, 1716246, 9358, 2433, {0.07, 2}, 858, 858123, 1000, 1000, 1000},
    [483] = {483, 101105, 10112010, 200229, 9358, 2433, {0.07, 2}, 100, 100114, 1000, 1000, 1000},
    [484] = {484, 101105, 10114030, 4862697, 9358, 2433, {0.07, 2}, 2431, 2431348, 1000, 1000, 1000},
    [485] = {485, 101106, 10111010, 40046, 9358, 2433, {0.07, 2}, 20, 20023, 1000, 1000, 1000},
    [486] = {486, 101106, 10112020, 200229, 9358, 2433, {0.07, 2}, 100, 100114, 1000, 1000, 1000},
    [487] = {487, 101106, 10111020, 40046, 9358, 2433, {0.07, 2}, 20, 20023, 1000, 1000, 1000},
