ID,繁体
90179,购买打包礼包后.从当日起<color=#98BFFFFF>连续7日</color>每日可领取礼包奖励
90180,距离礼包结束:
90181,触发限时礼包!
90182,礼包已失效
90183,限时礼包
90184,已购买
90185,购买
90186,已过期
90187,解锁高级奖励
90188,返利
90189,购买后总共获得
90190,等级
90191,PAGE1
90192,Esaki Chiz
90193,PAGE2
90194,Esaki Tiz
90195,已售罄
90196,未开启高级奖励，无法领取
90197,购买皮肤券
90198,Mensatai
90199,<size=80>商</size>城
90200,Taise
90201,今日已购买每日礼包
90202,一键领取 %s/%s
90203,Hartai nik
90204,敬请期待
90205,Mensi tuik
90206,奖励已全部领取
90207,本日可购%s/%s
90208,本周可购%s/%s
90209,本月可购%s/%s
90210,终身可购%s/%s
90211,14天可购%s/%s
90212,通关%s后开启
90213,%s级后开启
90214,购买%s后开启
90215,拥有:%s
90216,暂无获取途径
90217,每月首充送
90218,%s不足, 无法购买
90219,未获得该角色, 无法购买
90220,拥有
90221,单价
90222,道具预览
90223,本日可购<size=26><color=#FFFFFFFF>%s/%s</color></size>
90224,本周可购<size=26><color=#FFFFFFFF>%s/%s</color></size>
90225,本月可购<size=26><color=#FFFFFFFF>%s/%s</color></size>
90227,终身可购<size=26><color=#FFFFFFFF>%s/%s</color></size>
90228,14天可购<size=26><color=#FFFFFFFF>%s/%s</color></size>
90229,购买皮肤
90230,%s补足皮肤券
90231,连续七天,   全部打包
90232,明日奖励预览
90233,Tunicochusi
90234,今日已购金额:
90235,今日已领取<size=40>(剩余: %s天)</size>
90236,一键领取(%s/%s)
90237,今日已领取<size=40>(明日到期)</size>
90238,<size=66>奖励</size>预览
90239,Cochusi
90240,累计消费
90241,次日领取
90242,前一天购买礼包越多,  次日可领取的免费奖励越丰富
90243,购买立得
90244,每日获得
90245,续费
90246,剩余%s天
90247,暂未激活
90248,%s<size=36>折</size>
90249,共获得
90250,数量为0, 无法购买
90251,立即获得
90252,%s层获得
90253,限定
90254,热销
90255,超值
90256,双倍奖励
90257,下一层
90258,大礼包
90301,<size=80>血·</size>之轮回
90302,Siobe Omik
90303,高级进阶奖励
90304,Harci entunik
90305,升级
90306,Tu Mensi
90307,<size=58>升级</size>手册
90308,Tumeboraeme
90309,完成周常任务
90310,直升1级
90311,前往
90312,Wimor
90313,已达最高级!
90314,此物品数量已达上限,无法购买
90315,活动已过期,无法购买
90316,该活动已过期
90317,%s小时
90318,发射
90319,Tusakob
90320,任务
90321,Mevodi
90322,购买
90323,Rotim
90324,福利
90325,Harci
90326,<size=26><color=#FFFFFFFF>%s</color></size> 层
90327,连续投掷已达上限
90328,拥有
90329,购买
90330,当道具不足时，自动购买命运占卜或命运预言
90331,暂无骰子,无法投掷
90332,%s个
90333,请选择您要投掷的点数
90334,连续投掷
90335,跳过
90336,Marka
90337,领<size=50>取</size>
90338,<size=66>巡</size>查
90339,Kosum
90340,活动规则
90341,Suoski
90342,历史记录
90343,Corchae
90344,使用: 
90345,事件: 
90346,命运占卜
90347,预言占卜
90348,<color=#91B6FAFF>%s</color>投掷出了<color=#91B6FAFF>%s</color>点
90349,下一层
90350,双倍奖励
90351,可获得普通树脂*3，魔力结晶*100，命运占卜*1
90352,未触发任何事件
90353,暂无记录
90354,%s层
90355,圈数已达上限,无法投掷
90356,圈数已达上限,骰子已自动返还
90357,消耗
90358,%s不足,无法连续投掷
90359,购买
90360,Rotim
90361,<color=#FFFFFFFF>%s</color>层
90362,已累计获得赠送命运占卜%s颗
90363,周上限%s/%s
90364,活动剩余: %s
90365,Lv:   <size=32>%s/%s</size>
90366,<color=#FF0000>骰子数量不足</color>,是否自动购买
90367,6元第一天获得          魔女,第三天获得<color=#91B6FAFF>高品质皮肤</color>
90368,￥%s   立刻购买
90369,第         天
90370,演播室
90371,Emfiane
90372,Marnek
90373,Fo doi
90374,Foak
90375,时机未到, 明日可领取
90376,已经全部领取完毕
90377,OMARSIMONEEI
90378,活动结束还有 %s
90379,商城关闭还有 %s
90380,活动已结束
90381,签到
90382,魔女UP
90383,任务
90384,商城
90385,使用雅努西娅挑战困难活动副本可获得额外20%罪罟摩罗奖励
90386,一场梦境，千年往事。末日洪流之下，尘封的真相正待揭开。
90387,%s月%s日开启
90388,通关普通关卡 %s 后开启
90389,进入关卡
90390,Vod
90391,关卡奖励
90392,Cochusi
90393,%s月%s日开启
90396,活动已关闭
90394,剩余时间：
90395,限时:%s.%s-%s.%s
91000,<color=#D6AE8BFF>换装上新</color>
91001,<color=#E4DAF9FF>限时特惠</color>
100001,%s達到%s級
100002,【<color=#3E8FFFFF>%s</color>】的祈愿划破天际，召唤出SSR魔女【<color=#FF8400FF>%s</color>】！
100003,恭喜【<color=#3E8FFFFF>%s</color>】，獲得SSR符石【<color=#FF1E2CFF>%s</color>】！
100004,属性克制额外造成33%的伤害
100005,契约完成
100006,远古契灵，应召而来，\n永夜将至，于此聆听。\n无畏逻各斯之名，将踏宿命。\n以身为祭，以魂为契，一生为期。\n定死生魂契，予召魔女之力。\n自此灵魂相系，命运同担，非亡无解。\n\n\n契约缔结——启！
100007,请输入名字
100008,画质选择
100009,根据设备建议，推荐您选择 %s 模式
100010,低画质
100011,中画质
100012,高画质
100013,选择后可以在【设置】中进行调整
100014,确定
100015,Heisen
100016,推荐
100017,角色选择
100018,ROLE SELECTION
100019,ALL RECEIVE
100020,画质设置中，请稍等…
11000,魔女洋館
110001,洋館規則
110002,HAROSAKIMI SKI
110003,最终BOSS剩余生命会影响敌人的虚弱度
110004,敵方屬性
110005,KODI WISIK
110006,HAROSAKIMI
110007,洋館任務
110008,TOSAKIVODI
110009,洋館商店
110010,TOSAKITAISE
110011,洋館
110012,TOSAKITAISE
12000,深夜永久
120001,每周任务
120002,Mevodi nik
120003,成長任務
120004,Fimevodi
120005,好友排名
120006,Fine ron omchara
120007,深夜集市
120008,Fikufe Taise
120009,出戰
120010,Vod
120011,祝福
120012,Sufomoi
120013,許願清單
120014,Susilaci
120015,許願1次
120016,Susime Chiz
120017,許願5次
120018,Susime Cheiz
120019,Mevodoshe
120020,DIFOBE
120021,掉落
120022,Don
120023,深夜永久結算中不可重打，是否退出？
120024,深夜挑战即将开始
120025,Lucan Sakeane
120026,<color=#91B6FAFF>50名玩家</color>共同参加小组赛, 赢取<color=#91B6FAFF>暗夜结晶和奖励</color>!
120027,<size=80>深</size>夜永久
120028,Fikufe
120029,最高分录像
120030,每周任务
120031,Mevodi nik
120032,更多
120033,许愿商店
120034,当前排名奖励: 
120035,点击可领取奖励!
120036,距离奖杯结算剩余:  %s
120037,结算中, 请稍后…
120038,当前排名奖励
120039,%s后可领取
120040,<size=66>段位</size>说明
120041,Roneski
120042,段位说明
120043,Roneski
120044,我的分组
120045,Siem tioni
120046,<size=66>我的</size>分组
120047,Siem tioni
120048,名次
120049,奖杯变化
120050,当前奖杯数
120051,<size=66>上次</size>排名
120052,Tonik
120053,上周比拼您处于第%s名
120054,·%s<size=34>名</size>
120055,奖杯达到%s可晋级至该组别
120056,荣誉奖杯
120057,你的荣誉将会被永远记住
120058,上次未领取的奖励
120059,未入榜, 无法战斗
120060,深夜永久分数
120061,Narefinoze
120062,荣耀奖杯
120063,Hacokoci
120064,添加成功
120065,删除成功
121000,目前
121001,你处于第%s名
121002,你已超过了%s的玩家
121003,你的排名在50%以下
121004,上周比拼
121005,萬能許願
121006,<size=66>奖励</size>说明
121007,Harclaci
121008,<size=80>好</size>友排名
121009,Fine ron omchara
121010,<size=66>周</size>奖励
121011,Sakeatione
121012,每周奖励
121013,Sakeharci
121014,<size=80>上</size>次排名
121015,Tonik
121016,<size=80>深</size>夜永久
121017,Fikufe
121018,您在深夜永久排名在第%s名，真的好厉害！
121019,您在深夜永久排名已超過%s的玩家，表現不錯。
121020,您在深夜永久排名低于50%的玩家，再接再厉哦。
121021,每周奖励
121022,WORLD
121023,赛季精英
121024,Entuni
121025,荣耀之路
121026,<size=76>荣耀</size>之路
121027,Haconidifobe
120101,排名<size=58>奖励</size>
120102,Harci ri zema
120103,规则说明
120104,Chaebine ron ska
120105,当前排名%d名
120106,第%d名
120107,排名<size=49>奖励</size>
120108,奖励
120201,周一
120202,周二
120203,周三
120204,周四
120205,周五
120206,周六
120207,周日
121028,本周排名
121029,最高分数
121030,排名已超过%s%%的玩家
121031,已超过%d个对手
121032,闹钟不足，无法出战
121033,精彩回放
121034,<size=80>精</size>彩回放
121035,Cor Kaena
121036,战斗回放已失效
121037,正在下载战斗回放
121038,%s观看
121039,%s万次观看
121040,本场战斗将收录于精彩回放中!
121041,出战阵容
121042,Tioni ri
121043,所需积分（超越玩家）
121044,每日奖励
121045,Harci nik
121046,每周一5点可获得
121047,每日排名奖励
121048,赛季大奖
121049,21点可领取
121050,前往许愿
121051,赛季末可领取
121052,滑动查看下一个大奖
121053,2折
121054,购买后血之轮回等级直升20级
121055,网络错误, 无法上传战斗回放!
121056,没有更多的好友
13000,白夜協奏曲
130001,任務進程
130002,Difobe ron mevoda
130003,獎勵兌換
130004,Fesim harci
130005,日常
130006,Nik
130007,成就
130008,Umei
130009,HARCI:
130010,Mevodoshe
130011,未完成
130012,SECTION
130013,CONSUME
130014,已領取
130015,白夜協奏曲
130016,默示錄外傳
130017,<size=78>白夜</size>協奏曲
130018,成就獎勵
130019,Umeiharci
130020,關卡結束於:  %s
130021,領獎結束於:  %s
130022,全屬性
130023,%s<color=#8DB2F3FF><size=33>%s%%</size><size=23>UP</size></color>
130024,出戰魔女
130025,<size=68>成就</size>獎勵
130026,Umeiharci
130027,當前已獲得
130028,%s個
130029,條件
130030,累計獲得       %s個 %s
130031,NVSHENGLIANAI
130032,<color=#BEBEAAFF>(已完成)</color>
130033,<color=#BEBEAAFF>(還需%s個)</color>
130034,<size=20>◆</size>    B   R   E   C   H   S   U   C   C   E   S   S    <size=20>◆</size>
130035,ADKDKLSE
130036,可選%s張
130037,%s不足，無法翻牌
130038,超過翻牌次數
14000,秘所
140001,技能升級
140002,Tusuwime
140003,當前等級
140004,Mensi Enik
140005,下個等級
140006,Mensi tuik
140007,消耗材料
140008,Sherime
15000,郵箱介面
150001,郵箱
150002,Chaepoi
150003,暫無郵件
150004,獎勵內容
150005,Cochusi
150006,已領取
150007,Foak
150008,領取獎勵
150009,Borin
150010,刪除已讀
150011,Mar chaemekacimik
150012,一鍵領取
150013,Fo ron chiz
150014,Borin cochusi
150015,獲得內容
150016,沒有可刪除的郵件
150017,沒有可領取獎勵的郵件
150018,郵件不存在，請刷新後再嘗試
150019,沒有可領取的物品，請刷新後再嘗試
150020,刪除成功
150021,刪除
150022,Mar
150023,有效期:%d天
150024,有效期:%d小時
150025,有效期:%d分
150026,獲得內容
150027,沒有可刪除的郵件
150028,沒有可領取的郵件
150029,郵件不存在，請刷新後再嘗試
150030,沒有可領取的物品，請刷新後再嘗試
150031,刪除成功
150032,(已讀)
150033,知道了
150034,Heisen
150035,En na Fechiz
150036,<size=86>郵</size>箱
150037,有效期:无期限
150038,已过期
160001,好友
160002,Omchari
160003,搜尋
160004,Lusen
160005,好友請求
160006,Wizer omchari
160007,換一批
160008,Fesim chizioni
160009,好友列表
1600010,Omcharone
1600011,尋找好友
1600012,Lusen omchari
1600013,黑名單
1600014,Doachari
1600015,昵稱
1600016,ID
1600017,點擊輸入导师昵稱或者导师ID
1600018,搜尋
1600019,Lusen
1600020,Wizer omchari
1600021,Fesim chizioni
1600022,GRADE:
1600023,最近登入
1600024,好友：
1600025,黑名單：
1600026,在線上
1600027,已申請
1600028,私訊
1600029,Umbine
1600030,目前沒有好友哦
1600031,添加好友
1600032,Fo omchari
1600033,全部領取
1600034,Fo tion
1600035,全部贈送
1600036,Hark tion
1600037,拒絕
1600038,Wucon
1600039,解除屏蔽
1600040,Oin
1600041,接受
1600042,Foe
1600043,好友請求
1600044,Wizer omchari
1600045,GRADE:
1600046,最近登入
1600047,暫時沒有好友申請
1600048,已申請
1600049,私訊
1600050,Umbine
1600052,添加好友
16000520,Fo omchari
1600053,收取
1600054,Borin
1600055,贈送
1600056,Hark
1600057,已發送申請
1600058,對方好友已滿
1600059,您輸入一個不可用字元，請檢查輸入欄
1600060,不能添加自己為好友
1600061,您的好友已達上限
1600062,該玩家在您的黑名單中
1600063,該玩家是您的好友
1600064,您的黑名單已達上限
1600065,該玩家不在您的黑名單中
1600066,您要刪除的好友為自己
1600067,該玩家不是您的好友
1600068,不能對自己進行黑名單操作
1600069,今日已達最大好友贈送量
1600070,今日領取好友幣已達上限
1600071,分鐘前
1600072,小時前
1600073,天前
1600074,沒有找到該玩家
1600075,贈送成功
1600076,接收成功
1600077,沒有可贈送的玩家
1600078,沒有可接收的好友幣
1600079,輸入ID非法
1600080,刷新過快，%d秒後嘗試
1600081,發送頻率太快，請等待%d秒後再次發送
1600082,你不能發私訊給自己
1600083,不能發送空的內容
1600084,邀請頻率太快，請%d秒後嘗試
1600085,快來幫助我吧！
1600086,系統
1600087,最近登入
1600088,在線上
1600089,<size=84>好友</size>請求
1600090,<size=84>好</size>友
1600091,一键接受
1600092,Foe ron chiz
1600093,一键拒绝
1600094,Wucon ron chiz
1600095,目前沒有黑名單
170001,魔女通过德缪治法典可以学习到更加强大的攻击方式！
170002,獲得更多的魔女同伴，利用多種多樣的技能靈活應對戰鬥吧。
170003,不同弹幕流派有不同的特点，选择合适流派的魔女，来应对战斗吧！
170004,深夜永久每天都會更新排行，不要忘記前來挑戰唷。
170005,在戰鬥中多利用擦彈判定獲得得分，是得到高評分的關鍵。
170006,稀有符石之間會產生共鳴，合理搭配它們可以降低戰鬥的難度唷。
170007,每个弹幕体系都可以在法典系统中进行自由构筑，激活大点后，战斗中魔女攻击就会发生改变。
170008,部分魔女可通过升星解锁天赋，使必杀增加清弹效果。
170009,屬性之間存在克制關係，選擇適合的魔女，可以使戰鬥事半功倍。
170010,如果遇到難以擊敗的敵人，請試著提升自己的等級再來挑戰吧！
170011,符石可以極大提升魔女的能力。
170012,如果對自己能力有足夠的信心，就去<深夜永久>證明自己吧！
170013,魔女的某些技能可以抵禦來襲的彈幕。
170014,優先擊破弱小的敵人，可以有效降低面對強敵時受到的壓力。
180001,<size=64>遊戲</size>設定
180002,Shefinodde
180003,昵稱
180004,Keni
180005,ID
180006,Zemiche
180007,等級
180008,Mensi
180009,更換
1800010,音樂
1800011,Husi
1800012,音效
1800013,Husechi
1800014,高幀模式
1800015,此選項會導致耗電增加手機發燙
1800016,純粹模式
1800017,此選項隱藏戰鬥背景、清彈特效
1800018,雙擊模式
1800019,此選項可在戰鬥中雙擊釋放必殺
1800020,右手模式
1800021,此選項將戰鬥操作按鈕向右置頂
1800022,兌換碼
1800023,Fezemi
1800024,用戶中心
1800025,Mecharike
1800026,切換帳號
1800027,Fin benri
1800028,退出遊戲
1800029,Tom Shefi
1800030,导师名片
1800031,Kechaeme
1800032,個人簽名
1800033,Sirchini
1800034,魔女展示
1800035,Ka haroche
1800036,深夜永久總積分
1800037,區服
1800038,第 %d 名
1800039,私訊
1800040,Umbine
1800041,添加好友
1800042,Fo omchari
1800043,刪除好友
1800044,Mar omchari
1800045,添加黑名單
1800046,Luvencon doa
1800047,移除黑名單
1800048,Marliem doa
1800049,複製成功
1800050,暫未開放
1800051,點擊確定後回到登錄%s%s是否切換帳號？
1800052,點擊確定後關閉遊戲%s%s是否退出遊戲？
1800053,劇情重看
1800054,勾選後可以在劇情關再次觀看劇情
1800055,複製
1800056,Furchin
1800057,名片
1800058,Kechaeme
1800059,頭像
1800060,Dokabone
1800061,邊框
1800062,Subone
1800063,本次登入不再提醒
1800064,更名
1800065,Fin keni
1800066,昵稱不合法
1800067,輸入不能為空
1800068,輸入含非法字元
1800069,修改成功
1800070,簽名最多30個字
1800071,昵稱長度上限9個字
1800072,頭像預覽
1800073,兌換碼長度不合法
1800074,兌換碼格式不合法
1800075,兌換碼不存在
1800076,該兌換碼已被使用
1800077,已兌換過此類型禮包
1800078,啟動碼不能為空
1800079,啟動成功
1800080,默認邊框
1800081,小於
1800082,該邊框未解鎖
1800083,基本設定
1800084,Cubinodde
1800085,高級設定
1800086,Shefinodde
1800087,幽暗秘境最高层数
1800088,技能插图
1800089,此选项战斗中释放必杀会显示插图
1800090,兑换码不在兑换时间
1800091,玩家不能使用该渠道兑换码
1800092,领取成功，奖励已发送到邮箱
1800093,<size=76>玩家</size>名片
1800094,<size=66>举报</size>玩家
1800095, 
1800096, 
1800097,不良信息
1800098,言语攻击、骚扰、广告刷屏等
1800099,使用外挂
1800100,使用外挂恶意刷榜等
1800101,举报
1800102, 
1800103,请在下方输入其他举报内容
1800104,举报成功
1800105,请选择举报类型
1800106,点击此处可详细补述举报理由, 最多50字
1800107,举报过于频繁
190001,道具
190011,Meshi
190002,武器
190012,Memfusi
190003,符石
190013,Harcobe
190004,材料
190014,Shedi
190005,印記
190015,Dine
1900020,特殊效果
1900021,Sechi tuwamik
1900022,放入的素材所獲得的經驗已溢出，溢出的經驗將會被浪費，是否繼續?
1900023,擁有
1900024,裝備附魔
1900025,Wimeshi en sina
1900026,裝備
1900027,獲取
1900028,Fo
1900029,使用
1900030,Heisen
1900031,鍛造
1900032,Tamesim
1900033,販賣
1900034,出售
1900035,Eodin
1900036,最大
1900037,MAX
1900038,數量選擇
1900039,Liem Zemi
1900040,數量
1900041,出售物品
1900042,Eodin time
1900043,出售可得
1900044,Ron eodina
1900045,篩選
1900046,請從以下道具中選擇一件
1900047,詳情
1900048,Laci
1900049,Liem
1900050,是否选择 <color=#8EB7FFFF>%s</color> %s 数量：<color=#8EB7FFFF>%d</color>
2000001,<size=66>體力</size>恢復
2000002,Corbuche
2000003,使用道具恢復
2000004,Cor en mesha
2000005,購買體力
2000006,Rotim buche
2000007,今日購買次數已達上限
2000008,使用
2000009,Heisen
2000010,購買
2000011,Rotim
2000012,今日購買次數已達上限
2100001,好友請求
2100002,Wizer omchari
2100003,請輸入啟動碼
2100004,遊戲公告
2100005,NOTICE
2100006,N品質
2100007,R品質
2100008,SR品質
2100009,SSR品質
2100010,出售篩選
2100011,Liemi
2100012,選擇品質
2100013,Liem Doni
2100014,Heisen
2100015,取消
2100016,Maeliem
30101,演奏廳
30102,公演廳
30103,演奏中▶▶▶
30104,<color=#8D8D8DFF>空閒中...</color>
30105,該演奏廳尚未解鎖
30106,公演尚未開啟
30107,開啟 
30108,导师達到%d級後解鎖 
30109,公演時間 
30110,應援人數 
30111,CHAREMI
30112,演奏完成度： 
30113,觀眾數： 
30114,公演剩餘 
30115,公演結束 
30116,應援公演可以在該玩家公演結束後獲得一定的音符幣獎勵是否確認應援該玩家 
30117,演奏不足%s分鐘，停止演奏將不進行結算 %s是否停止當前演奏？ 
30118,演奏未完成，停止演奏將獲得部分獎勵，是否停止當前演奏？ 
30119,當前無可演奏樂譜 
30120,演奏廳
30121,準備廳
30122,音樂商店
30123,TAISE
30124,·演奏中
30125,DUMINE
30126,一號廳
30127,二號廳
30128,三號廳
30129,公演廳
30130,收集
30131,提升
30132,解密
30133,樂器預覽
30134,PREVIEW
30135,樂譜詳情
30136,BOOKINFO
30137,可能獲得：
30138,再提升%s的契合度，产出速度提升%s
30139,演奏契合度<color=#8EB7FFFF>%s%%</color>
30140,%s级解锁
30141,派遣乐手
30142,演奏契合度低于%s%%，无法演奏，请派遣合适乐手！
30143,精力值不足%s,无法开启演奏。
30144,配置魔女会自动停止演奏,配置完成后需要手动开启演奏。
30145,补充精力
30220,熱度加成 
30201,樂譜選擇 
30202,LIEM HUSOCHAE 
30203,演奏時長 
30204,稀有度 
30205,熟練度 
30207,參演人數 
30208,演奏獎勵 
30209,HARCI RON DUMINA 
30210,簡介 
30211,SOLACI 
30212,熱門樂譜
30213,HUSOCHAE SECEK
30214,停止
30215,FOSEN
30216,應援
30217,WIBUHINE
30218,選擇
30219,LIEM
30221,补充
30222,ADD
30223,消耗
30224,COST
30225,使用体力补充魔女精力
30226,RECOVERY
30301,演奏完成度： 
30302,DUMIODECINE 
30303,熟練度 
30304,WIVONOZE 
30305,演奏獎勵 
30306,HARCI RON DUMINA 
30307,MUSIC CHOICE 
30308,觀眾熱度： 
30309,KACHASECE 
30310,高 
30311,中 
30312,低 
30313,上陣魔女人數不足 
30314,未擁有會該種樂器的魔女 
30315,TUOTIONE 
30316,演奏
30317,DUMIN
30318,演奏魔女的星級、等級越高獲得的獎勵越高
30319,画面质量
30320,分辨率
30321,极高
30322,语音选择
30323,中文
30324,日文
30401,演奏魔女 
30402,DUMAROCHE 
30403,演奏中 
30404,DUMINE 
30405,一號廳 
30406,二號廳 
30407,三號廳 
30408,公演廳 
30409,加成 
30410,FONI 
30411,額外掉落 
30412,DON LICAK 
30413,已選擇 
30414,LIEMIK 
30415,樂器耐久度為0，請先更換樂器 
30416,未擁有魔女 
30417,HAROCHE MARNEK 
30418,WISEDONI
30419,更換樂譜
30420,LIEM HUSOCHAE
30421,更換樂器
30422,HUSETIONI WICON
30423,選擇魔女
30424,SORCERESS
30425,*樂器熟練度等級越高，演奏完成度越高
30426,LACI RON HUSETIONI
30427,%d級後解鎖
30501,演奏結束 
30502,DUMIN BA 
30503,熟練度 
30504,WIVONOZE 
30505,演奏進度 
30506,DUMIFOBE 
30507,觀眾人數 
30508,CHAREMI 
30509,CHAREMI 
30510,-點 擊 繼 續 - 
30511,WIM 
30512,*部分樂器耐久度不足 
30513,耐久 
30514,號演奏廳 
30515,公演廳 
30516,TUOTIONE 
30517,關閉
30518,MOMARN
30519,再次演奏
30520,DUMIN TIZ
30521,高帧率模式
30522,开
30523,关
30524,开启高帧率模式会增加电量消耗
30525,防崩溃模式
30526,开启后不会播放音乐、音效
30527,下次启动游戏生效，本次是否立即退出。退出后需手动启动游戏
30601,我的應援 
30602,SIEM WIBUHINE 
30603,剩餘次數：
30604,BILI 
30605,完成度
30606,應援邀請 
30607,WIBUHIONE 
30608,世界邀請 
30609,HARMIONE 
30610,(%ds) 
30611,前往
30612,DON
30613,邀請
30614,WIBUHIONE
301001,<size=84>音</size>樂廳
301002,樂手圖鑑
301003,白髮
301004,紅髮
301005,翅膀
301000,金髮
301006,魔女
301007,神使
301008,人類
301009,血族
301010,亡靈
301011,契合度
301012,演奏契合度低於<color=#8EB7FFFF>%s%%</color>
301013,無法演奏，<color=#8EB7FFFF>請派遣合適樂手</color>
301014,再提升<color=#8EB7FFFF>%s%%契合度</color>
301015,產出速度提升<color=#8EB7FFFF>%s%%</color>
301016,<size=68>契合</size>度
301017,MANAGED
301018,無法演奏
301019,滿足的契合度要求越多，魔女等級，星際，品質越高，契合度越高
301020,演奏契合度低於<color=#8EB7FFFF>50%</color>
301021,無法演奏 <color=#8EB7FFFF>請派遣合適樂手</color>
301022,精力值不足，無法開始演奏
301023,停止
301024,請先停止演奏再更換魔女
301025,演奏契合度<color=#8EB7FF>%s%%</color>
301026,請派遣樂手
301027,演奏契合度
301028,消耗
301029,%s /每秒
301030,樂譜名稱
31001,禮物贈送 
31002,Tosim
31003,贈送 
31004,Hark
31005,。送給魔女可獲得%s點好感度
31006,好感度 
31007,Prekodi
31008,好感獎勵 
31009,Haric
31010,禮物
31011,回憶日記
31012,紋章
31013,Hark
31014,<size=60>赠送</size>礼物
31015,<size=68>好感</size>等级
31016,Prekotui
31017,解锁表情[%s]
31018,音乐厅契合度提升 %s%%
31019,音乐厅产出速度度提升 %s%%
31020,觉醒
31021,Tushue
31022,需要和魔女好感度达到%s级，解锁后可获得精美立绘！
31023,魔女<size=60>觉醒%s</size>
31024,Tushue ron haroche
31025,觉醒特性
31026,Marime
31027,关闭
31028,觉醒奖励
31029,回顾
31030,Corka
31031,觉|醒|成|功
31032,结束
31033,已觉醒
31034,好感度增加了%s点
31035,材料不足, 无法觉醒
31036,是否确认觉醒?
31037,Tushuecochusi
31038,达到觉醒%s级可解锁
31039,后续开放觉醒%s  敬请期待
31040,觉醒%s(MAX)
31041,是否消耗以下材料进行觉醒?
31101,好感度%s級開啟
31102,能力加成
31103,Meitui
31104,解鎖條件
31105,Oinobe
31106,升級消耗
31107,Tumerime
31108,升級
31109,Tu mensi
31110,解鎖獎勵
31111,Oin harci
31112,解鎖
31113,Oin
31114,等級：<size=48>%d</size><size=40><color=#8D8D8DFF>/%d</color></size>
31115,下級預覽
31116,Kachi tuimensi
31117,尚未達成解鎖條件
31118,當前 <color=#FF8A8A>%s</color> 級
31119,當前 %s 級
31120,已满级
31121,Mensi wamik
31122,MAX
31201,魔女總階數達到<size=40><color=#8FB8FF> %s</color></size>
31202,%s <size=40>%s</size>  %s <size=40>%s</size>
31203,<size=40><color=#ffffff>%d</color></size>/%s
31204,羈絆關係
31205,TIONCE
31206,階數羈絆加成
31207,Menioncuchi
31208,羈絆收集加成
31209,<color=#FFFFFF>%s收集羈絆</color><color=#00eaff>【%s】</color><color=#FFFFFF>達成！</color>
31210,<color=#FFFFFF>%s進階羈絆</color><color=#00eaff>【%s】</color><color=#FFFFFF>達成！</color>
31211,羈絆加成 
31212,Tioncuchi 
31213,星數羈絆加成 
31214,Menioncuchi ron obezemi
31215,魔女總星數達到<color=#E1E2B5> %s</color>
31216,<color=#FFFFFF>%s升星羈絆</color><color=#00eaff>【%s】</color><color=#FFFFFF>達成！</color>
31217,今日剩餘次數：
31218,第%s頁 ·
31219,PAGE  %s
31220,好感等級達到%d解鎖關卡
31221,今日挑戰次數已用盡
31222,魔女好感度已满
31223,礼物数量已达好感等级上限
31224,收集%s个魔女
32000,<size=84>聊</size>天
32001,EMBINE
32002,世界
32003,Harme
32004,私訊
32005,Umbine
32006,系統
32007,Ska
32008,發送
32009,Tosim
32010,點擊輸入聊天內容
32011,<size=84>世</size>界
32012,Harme
32013,<size=84>系</size>统
32014,Ska
32015,<size=84>私</size>聊
32016,Umbine
32017,总战力
32018,角色数
32019,目前没有聊天内容
32020,%s条新消息
32021,<color=#8BAFF1FF>畅通</color>
32022,<color=#EBEBEBFF>普通</color>
32023,<color=#F1BD69FF>拥挤</color>
32024,<color=#E1503DFF>爆满</color>
32025,欢迎进入%s频道,频道状态:%s
32026,%s频道(输入0-%s)
32027,请选择一位好友开始聊天
32028,<color=#E44E40FF>(陌生人)</color>
32029,<color=#91B6FAFF>(在线)</color>
32030,<color=#BEBEBEFF>(离线)</color>
32031,正在与%s聊天
32032,该频道人数已达上限
32033,您的等级不足%s级，无法发送
32034,<color=#EBEBEBFF>你已被禁言，暂不能发言</color>
32035,暂无此聊天线路
33000,防沉迷系統
33001,啟動帳號
33002,Oin benri
33003,實名認證
33004,Kenachaeme
33005,領取獎勵
33006,Borin
33007,<size=66>防沉迷</size>認證
33008,Tuprechaeme
33009,请先完成实名认证
33010,已经领取过实名奖励
70000,魔女詳情介面
700001,技能
700002,Suwime
700003,人物
700004,Wisedoni
700005,裝備
700006,Wimeshi
700007,爪牙
700008,Donchari
700009,星盤
700010,Fobesi
700011,羈絆
700012,Hafikomi
70100,已解鎖
70101,%s星
70102,被動解鎖
70103,Oin fosik
70104,法典解鎖
70105,Oin chinfome
70106,(%s星已解鎖)
70107,(%s星未解鎖)
70108,%s件套
70109,法
70110,典
70111,Chinfome
7010001,覺醒
7010002,TUSHUE
7010003,SUWIME
7010004,星盤加成
7010005,FOBESI FONI
7010006,星盤覺醒
7010007,TUSHUE
7010008,覺醒獎勵
7010009,AWAKE REWARD
7010010,被動技能
7010011,消耗材料
7010012,SHERIME
7010013,需要魔女達到%d級解鎖
7010014,需要全部點亮上一個星盤後開啟
7010015,點亮上一個後開啟
7010016,已覺醒
7010017,AWAKE
7010018,覺|醒|成|功
7010019,能力值上升
7010020,未開啓
7010021,MARNEK
70000001,釋放方式：
70000002,冷卻：
70000003,該技能無預覽
70000004,升級消耗
70000005,Tumerime
70000006,升級
70000007,Tu mensi
70000008,神火消耗：
70000009,MAX
70000010,GRADE
